Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0007848,C0007848,Olam International,Spices,India,Asia-Pacific,3,Agriculture,37.364999999999995,21.15,35.09,32.34,0.2641,263.97,0.65,0.33,1,0,35,46310,0.87,0.049,77.09,1.74,74.73,0.29,50.26,0,2905.0,High
S0001970,C0001970,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,1,Electronics,61.83,50.14,59.77,75.57,0.3568,1322.65,0.75,0.56,2,1,46,1967,0.87,0.035,84.07,0.76,100.0,0.5,59.98,1,4923.0,Moderate
S0001156,C0001156,Wilmar International,Sugar,USA,North America,1,Agriculture,59.15,80.03,53.84,43.59,0.7987,900.1,0.71,0.29,3,1,26,49387,0.91,0.026,100.0,0.83,76.48,0.45,72.03,0,6592.0,Moderate
S0003939,C0003939,Foxconn,Electronic Components,China,Asia-Pacific,2,Electronics,44.33,44.25,33.14,55.6,0.4239,375.28,0.42,0.34,1,1,31,20336,0.9,0.037,45.88,0.44,86.34,0.65,95.46,0,2212.0,Moderate
S0006199,C0006199,Louis Dreyfus Company,Soybeans,China,Asia-Pacific,1,Agriculture,67.12,60.21,44.83,96.33,0.527,507.1,0.51,0.43,0,0,29,8425,0.87,0.017,69.56,0.58,87.82,0.13,70.27,2,9286.0,Moderate
S0002915,C0002915,Yara International,Fertilizers,India,Asia-Pacific,2,Chemicals,51.79,53.12,48.17,54.07,0.1259,95.89,0.68,0.07,2,1,13,31142,0.87,0.027,42.47,0.62,96.79,0.82,67.48,0,3775.0,Moderate
S0006668,C0006668,Olam International,Cashew Nuts,China,Asia-Pacific,2,Agriculture,68.86,67.77,78.76,60.04,0.1414,1175.17,0.91,0.76,0,1,20,20638,0.89,0.012,66.41,2.04,77.17,0.23,50.04,0,6067.0,Low
S0009341,C0009341,Foxconn,Printed Circuit Boards,Brazil,South America,2,Electronics,72.63,94.91,63.56,59.42,0.9322,1376.77,0.48,0.47,0,0,5,37691,0.86,0.001,55.24,1.48,72.06,0.15,48.96,2,8728.0,Moderate
S0002381,C0002381,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,2,Chemicals,54.55,28.29,65.03,70.33,0.6051,962.95,0.62,0.41,0,1,32,39219,0.94,0.008,69.76,0.49,72.31,0.28,62.14,0,416.0,Moderate
S0005789,C0005789,Foxconn,Printed Circuit Boards,Malaysia,Asia-Pacific,1,Electronics,60.46,72.44,43.32,65.63,0.6889,137.06,0.34,0.33,1,0,16,29896,0.95,0.0,87.51,1.44,81.4,0.44,60.85,2,7830.0,Moderate
S0001956,C0001956,Sime Darby Plantation,Palm Kernel,Brazil,South America,3,Agriculture,63.66,58.49,74.85,57.63,0.7614,828.29,0.6,0.59,2,1,6,44385,0.8,0.047,39.56,1.4,80.86,0.19,68.85,0,11760.0,Moderate
S0005222,C0005222,Tata Steel,Steel Billets,USA,North America,2,Metals,57.31,52.71,69.28,49.94,0.509,1010.21,0.7,0.69,0,0,41,20483,0.86,0.049,96.49,1.0,75.65,0.26,53.02,0,9256.0,Moderate
S0005533,C0005533,Tata Steel,Iron Ore,USA,North America,2,Metals,50.79,57.03,50.47,44.88,0.466,1149.17,0.52,0.54,2,1,36,8434,0.92,0.029,30.52,1.33,63.85,0.44,85.48,1,1158.0,Moderate
S0006939,C0006939,Louis Dreyfus Company,Soybeans,India,Asia-Pacific,2,Agriculture,57.77,50.04,70.74,52.53,0.3028,591.51,0.42,0.19,1,1,42,624,0.9,0.051,100.0,0.92,73.14,0.3,54.77,0,4357.0,Moderate
S0000523,C0000523,Nestlé,Milk Powder,India,Asia-Pacific,2,Food & Beverage,49.92,62.6,37.49,49.66,0.6031,178.95,0.5,0.37,3,1,10,33166,0.87,0.036,100.0,1.66,46.16,0.39,78.65,1,7374.0,Moderate
S0004350,C0004350,Olam International,Cocoa,Malaysia,Asia-Pacific,1,Agriculture,52.67,58.67,64.79,45.43,0.2149,580.12,0.55,0.67,2,1,6,25376,0.91,0.04,61.11,0.63,77.84,0.65,70.62,2,6194.0,Moderate
S0004748,C0004748,Syngenta,Seeds,China,Asia-Pacific,1,Agriculture,67.65,71.91,91.95,39.1,0.1544,1450.31,0.65,0.29,1,1,22,38808,0.86,0.062,81.02,0.85,90.3,0.86,80.72,1,2511.0,Low
S0009080,C0009080,Archer Daniels Midland,Wheat,USA,North America,1,Agriculture,55.66,38.83,61.26,66.89,0.7217,850.04,0.75,0.38,1,0,48,20598,0.96,0.033,55.92,1.44,55.65,0.43,88.11,1,1477.0,Moderate
S0004205,C0004205,Louis Dreyfus Company,Rice,China,Asia-Pacific,3,Agriculture,62.35,53.44,68.72,64.9,0.0439,315.52,0.53,0.41,1,1,8,21180,0.86,0.015,81.05,0.84,74.61,0.31,65.19,0,4737.0,Moderate
S0002263,C0002263,Foxconn,Electronic Components,China,Asia-Pacific,1,Electronics,42.72,38.46,25.123750000000005,66.31,0.8631,582.96,0.91,0.7,1,1,30,35985,0.8,0.023,44.47,0.68,100.0,0.83,57.22,2,2490.0,Moderate
S0004066,C0004066,Wilmar International,Palm Oil,Brazil,South America,2,Agriculture,51.17,14.44,49.47,89.6,0.057,616.48,0.67,0.3,3,0,19,11498,0.84,0.023,74.85,1.52,47.94,0.64,75.09,3,7039.0,Moderate
S0001528,C0001528,Archer Daniels Midland,Soybeans,Japan,Asia-Pacific,2,Agriculture,56.11,49.12,78.1,41.1,0.2074,1249.72,0.55,0.8,2,0,33,12283,0.89,0.041,84.38,0.53,47.32,0.37,79.85,1,4277.0,Moderate
S0007352,C0007352,Archer Daniels Midland,Corn,China,Asia-Pacific,3,Agriculture,48.54,61.66,48.9,35.05,0.509,418.05,0.89,0.31,1,1,38,43186,0.93,0.021,56.41,1.43,47.98,0.9,85.72,1,5578.0,Moderate
S0002167,C0002167,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,1,Electronics,75.41,98.39,48.85,78.99,0.9898,137.97,0.83,0.42,2,0,35,13175,0.86,0.019,64.76,1.43,57.0,0.8,71.07,0,3119.0,Low
S0004176,C0004176,Wilmar International,Sugar,Brazil,South America,3,Agriculture,73.7,73.59,77.07,70.43,0.7789,870.7,0.45,0.52,3,0,29,6655,0.86,0.017,62.57,1.15,82.18,0.5,70.39,1,11290.0,Low
S0001472,C0001472,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,3,Electronics,64.9,68.0,54.91,71.79,0.2442,622.24,0.43,0.17,1,0,9,502,0.87,0.017,69.56,0.84,82.74,0.76,74.59,1,2557.0,Moderate
S0006617,C0006617,Bunge Limited,Sunflower Seeds,Indonesia,Asia-Pacific,2,Agriculture,61.28,54.85,75.26,53.73,0.8614,296.03,0.5,0.0,1,0,9,17916,0.9,0.034,44.38,0.83,87.75,0.5,86.79,1,3595.0,Moderate
S0008639,C0008639,Bunge Limited,Sunflower Seeds,USA,North America,3,Agriculture,60.98,54.67,66.48,61.78,0.9148,963.94,0.7,0.18,2,0,36,2069,0.93,0.022,70.8,0.92,89.99,0.49,62.09,0,9703.0,Moderate
S0009009,C0009009,Foxconn,Electronic Components,Japan,Asia-Pacific,3,Electronics,56.19,44.39,60.33,63.84,0.418,587.42,0.79,0.17,0,1,46,31857,0.84,0.029,82.84,0.97,61.99,0.68,84.14,1,4343.0,Moderate
S0002374,C0002374,Bunge Limited,Soybeans,Indonesia,Asia-Pacific,1,Agriculture,54.85,59.6,59.9,45.05,0.3711,454.31,0.71,0.24,2,1,13,1621,0.95,0.014,93.7,1.0,70.38,0.64,66.41,1,9739.0,Moderate
S0007045,C0007045,Foxconn,Electronic Components,Indonesia,Asia-Pacific,2,Electronics,62.58,47.66,64.79,62.45,0.0702,1277.43,0.57,0.42,3,1,35,44464,0.87,0.069,93.59,1.47,84.48,0.78,73.7,1,6088.0,Moderate
S0009415,C0009415,Yara International,Fertilizers,India,Asia-Pacific,2,Chemicals,60.81,70.04,60.23,52.15,0.2793,1286.16,0.74,0.0,0,1,49,47311,0.93,0.049,51.93,1.17,93.28,0.37,45.81,2,5011.0,Moderate
S0000674,C0000674,Syngenta,Crop Protection Chemicals,Malaysia,Asia-Pacific,2,Chemicals,59.92,60.105000000000004,46.51,92.67,0.6172,1154.43,0.92,0.55,1,1,23,17758,0.89,0.036,97.22,0.65,57.41,0.4,74.87,1,8923.0,Moderate
S0006963,C0006963,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,2,Chemicals,67.21,26.71,84.17,90.74,0.7796,847.03,0.4,0.14,0,0,10,11445,0.79,0.026,71.78,1.52,100.0,0.34,75.86,1,6043.0,Low
S0009767,C0009767,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,63.54,76.49,78.08,36.04,0.1242,887.41,0.58,0.28,2,1,9,28250,0.97,0.016,41.13,1.84,83.7,0.69,79.84,0,8695.0,Moderate
S0002344,C0002344,Samsung Electronics,Semiconductors,India,Asia-Pacific,3,Electronics,61.99,67.79,61.68,56.49,0.509,308.11,0.69,0.55,0,0,50,29305,0.85,0.032,69.87,1.12,76.95,0.79,69.85,1,2031.0,Moderate
S0005625,C0005625,Olam International,Spices,Japan,Asia-Pacific,3,Agriculture,59.72,75.97,38.15,65.04,0.642,116.52,0.62,0.51,1,1,27,24058,0.92,0.003,25.57,0.2,69.31,0.51,66.8,1,10511.0,Moderate
S0007735,C0007735,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,1,Electronics,48.67,45.79,73.54,63.1,0.3356,651.64,0.59,0.02,3,1,25,33068,0.92,0.055,43.31,1.33,69.31,0.74,70.58,0,1564.0,Moderate
S0005842,C0005842,Foxconn,Electronic Components,Brazil,South America,2,Electronics,72.3,58.02,71.58,87.29,0.6909,1345.5,0.56,0.47,3,0,50,3597,0.89,0.039,61.82,1.2,47.24,0.37,44.84,2,10761.0,Moderate
S0008718,C0008718,Samsung Electronics,LCD Panels,China,Asia-Pacific,3,Electronics,71.51,45.44,95.59,73.5,0.9584,1421.53,0.37,0.18,2,1,28,28000,0.92,0.004,100.0,1.04,98.17,0.21,75.94,1,11791.0,Low
S0008026,C0008026,Yara International,Ammonia,Malaysia,Asia-Pacific,1,Chemicals,50.61,44.63,47.37,59.84,0.4582,1492.88,0.5,0.0,2,0,6,48417,0.93,0.058,69.58,1.49,37.62,0.66,77.37,2,11525.0,Moderate
S0000809,C0000809,Olam International,Cashew Nuts,USA,North America,2,Agriculture,53.8,55.92,39.05,66.43,0.3997,445.37,0.53,0.33,3,1,21,10012,0.96,0.008,77.0,1.89,72.38,0.83,86.14,2,8740.0,Moderate
S0006189,C0006189,Louis Dreyfus Company,Wheat,Japan,Asia-Pacific,1,Agriculture,59.87,71.94,43.11,64.56,0.0418,549.7,0.94,0.19,2,0,8,38002,0.89,0.01,59.58,1.84,55.25,0.63,63.61,4,6681.0,Moderate
S0000126,C0000126,Tata Steel,Steel Billets,Brazil,South America,2,Metals,59.6,74.03,61.2,43.57,0.1512,1340.64,0.46,0.31,0,0,20,41863,0.9,0.028,41.75,1.49,74.69,0.35,61.43,2,11263.0,Moderate
S0003238,C0003238,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,3,Electronics,58.13,58.28,72.62,43.5,0.2824,672.3,0.48,0.38,1,0,18,30007,0.98,0.067,80.66,0.38,100.0,0.53,48.73,2,8665.0,Moderate
S0007073,C0007073,Olam International,Cashew Nuts,Indonesia,Asia-Pacific,1,Agriculture,61.71,80.32,51.77,53.05,0.0682,651.4,0.64,0.92,3,1,47,49412,0.89,0.026,100.0,0.75,80.28,0.69,44.22,0,3624.0,Moderate
S0002616,C0002616,Foxconn,Printed Circuit Boards,China,Asia-Pacific,1,Electronics,67.83,70.65,66.46,66.39,0.2255,1102.36,0.76,0.56,1,0,33,37630,0.91,0.037,93.3,0.76,84.92,0.38,90.93,2,6810.0,Moderate
S0001474,C0001474,Louis Dreyfus Company,Soybeans,Malaysia,Asia-Pacific,1,Agriculture,53.54,31.22,84.3,45.09,0.1377,1211.58,0.56,0.54,0,1,30,32201,0.86,0.037,79.32,0.69,88.67,0.5,86.41,4,3065.0,Moderate
S0008473,C0008473,Louis Dreyfus Company,Soybeans,Japan,Asia-Pacific,3,Agriculture,43.35,13.076250000000009,66.06,63.98,0.46,586.57,0.63,0.53,2,0,10,22752,1.0,0.039,100.0,1.56,79.32,0.17,73.64,1,9910.0,Moderate
S0006940,C0006940,Bunge Limited,Soybeans,Brazil,South America,3,Agriculture,71.5,73.95,85.49,55.07,0.081,1361.78,0.78,0.26,2,1,21,20499,0.85,0.055,73.81,0.72,49.32,0.27,63.0,1,6067.0,Low
S0009837,C0009837,Louis Dreyfus Company,Rice,Indonesia,Asia-Pacific,1,Agriculture,54.26,79.31,38.16,45.31,0.4159,159.25,0.47,0.27,3,1,27,17249,0.89,0.011,35.65,1.05,91.18,0.1,67.39,1,11869.0,Moderate
S0008640,C0008640,Nestlé,Milk Powder,USA,North America,1,Food & Beverage,62.08,64.61,67.01,54.62,0.1326,752.66,0.64,0.77,0,0,20,18755,0.85,0.029,54.28,1.01,56.35,0.47,77.98,1,3131.0,Moderate
S0006149,C0006149,Sime Darby Plantation,Palm Kernel,Japan,Asia-Pacific,1,Agriculture,61.68,51.53,68.8,64.72,0.9421,633.53,0.75,0.41,1,1,41,7836,0.91,0.033,49.51,0.97,65.52,0.64,68.56,1,10773.0,Moderate
S0001281,C0001281,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,2,Chemicals,58.48,73.92,58.65,42.86,0.6721,1041.97,0.59,0.31,3,1,23,32345,0.84,0.024,60.63,1.18,73.42,0.71,73.72,1,1403.0,Moderate
S0009577,C0009577,Tata Steel,Steel Billets,Malaysia,Asia-Pacific,1,Metals,64.81,66.34,52.78,75.3,0.6206,780.21,0.76,0.47,0,1,21,34767,0.87,0.049,76.61,1.61,57.19,0.58,62.65,1,4829.0,Moderate
S0003593,C0003593,Syngenta,Seeds,China,Asia-Pacific,1,Agriculture,58.04,60.105000000000004,54.76,63.58,0.3648,863.78,0.7,0.2,2,0,20,37346,0.95,0.026,33.3,1.49,90.09,0.36,68.23,1,518.0,Moderate
S0002976,C0002976,Sime Darby Plantation,Palm Kernel,Brazil,South America,1,Agriculture,69.75,78.09,67.32,63.84,0.254,1202.75,0.69,0.42,3,0,19,48626,0.92,0.02,56.14,0.27,68.14,0.44,63.88,0,6330.0,Low
S0005751,C0005751,Nestlé,Coffee Beans,Indonesia,Asia-Pacific,2,Food & Beverage,75.9,68.36,92.07,67.28,0.3416,1323.1,0.56,0.36,2,1,40,1698,0.91,0.012,63.83,0.68,87.1,0.33,59.35,0,10601.0,Low
S0000822,C0000822,Cargill,Cocoa,Brazil,South America,2,Agriculture,51.75,51.87,51.09,52.28,0.4026,211.26,0.61,0.36,3,0,44,42661,0.98,0.042,54.34,1.13,64.49,0.77,65.26,1,1790.0,Moderate
S0004991,C0004991,Wilmar International,Palm Oil,China,Asia-Pacific,1,Agriculture,70.75,82.74,60.66,68.86,0.4666,789.4,0.54,0.49,1,0,41,3812,0.89,0.053,73.75,0.79,85.38,0.19,76.64,2,7204.0,Moderate
S0007353,C0007353,Cargill,Soybeans,Brazil,South America,3,Agriculture,59.41,34.68,79.55,64.0,0.2556,338.07,0.24,0.61,3,0,6,37750,0.87,0.022,78.57,0.87,70.0,0.55,76.71,1,1653.0,Moderate
S0002766,C0002766,Syngenta,Seeds,Japan,Asia-Pacific,1,Agriculture,64.65,69.39,67.8,56.75,0.9138,1461.68,0.47,0.27,1,1,27,43802,0.83,0.034,86.69,0.8,100.0,0.72,60.9,0,8200.0,Moderate
S0008343,C0008343,Syngenta,Seeds,Japan,Asia-Pacific,1,Agriculture,55.92,46.1,41.7,79.96,0.9413,87.84,0.48,0.4,0,1,37,23743,0.96,0.004,100.0,0.59,67.0,0.39,70.74,2,3172.0,Moderate
S0009633,C0009633,Olam International,Cocoa,Brazil,South America,2,Agriculture,61.88,16.53,100.0,69.11,0.0306,194.34,0.71,0.22,0,1,15,31637,0.94,0.025,51.71,0.94,83.74,0.61,80.56,1,6851.0,Moderate
S0003286,C0003286,Syngenta,Seeds,Brazil,South America,1,Agriculture,63.1,71.76,69.57,47.97,0.8127,140.1,0.5,0.33,0,0,6,43023,0.94,0.019,94.69,0.56,84.59,0.8,76.62,1,8052.0,Moderate
S0006112,C0006112,Olam International,Cocoa,China,Asia-Pacific,1,Agriculture,59.88,46.08,59.45,74.1,0.7048,486.4,0.53,0.1,0,1,27,4299,0.86,0.009,44.17,1.77,77.07,0.79,82.74,0,11199.0,Moderate
S0000686,C0000686,Louis Dreyfus Company,Rice,USA,North America,2,Agriculture,62.12,62.73,72.92,50.71,0.1919,791.66,0.7,0.35,3,0,15,12322,0.88,0.03,70.81,1.36,83.87,0.65,68.12,1,9060.0,Moderate
S0000709,C0000709,Sime Darby Plantation,Palm Fruits,Indonesia,Asia-Pacific,2,Agriculture,55.88,46.99,60.26,60.4,0.5254,617.43,0.65,0.38,0,1,17,46147,0.91,0.038,77.88,0.2,59.08,0.7,72.18,0,10174.0,Moderate
S0005684,C0005684,Samsung Electronics,Semiconductors,Japan,Asia-Pacific,3,Electronics,65.92,61.97,65.5,70.29,0.509,179.93,0.6,0.23,2,1,12,28327,0.85,0.021,73.5,0.57,89.13,0.17,62.66,0,2914.0,Low
S0005517,C0005517,Foxconn,Printed Circuit Boards,China,Asia-Pacific,1,Electronics,62.59,16.16,88.95,82.65,0.6669,737.15,0.56,0.19,2,1,42,44331,0.89,0.056,48.54,1.06,71.42,0.47,78.38,0,8862.0,Moderate
S0007218,C0007218,Yara International,Ammonia,China,Asia-Pacific,2,Chemicals,53.9,39.98,55.92,65.81,0.1871,152.7,0.64,0.46,0,0,44,37974,0.94,0.018,77.59,1.13,81.91,0.81,69.21,1,9464.0,Moderate
S0005606,C0005606,Sime Darby Plantation,Palm Kernel,India,Asia-Pacific,1,Agriculture,65.05,69.79,84.95,40.42,0.3106,454.77,0.82,0.11,1,0,50,25407,0.86,0.002,79.21,1.18,42.21,0.25,87.32,2,5837.0,Moderate
S0004587,C0004587,Archer Daniels Midland,Corn,China,Asia-Pacific,3,Agriculture,69.78,70.22,74.42,64.69,0.7582,442.88,0.32,0.29,3,1,22,46756,0.89,0.034,50.46,0.49,74.81,0.11,76.26,0,7800.0,Low
S0009350,C0009350,Syngenta,Crop Protection Chemicals,USA,North America,1,Chemicals,58.2,58.97,44.13,71.51,0.9402,766.28,0.9999999999999999,0.17,3,0,28,40973,0.94,0.035,98.3,0.42,45.83,0.5,65.18,1,765.0,Moderate
S0006860,C0006860,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,3,Electronics,52.82,78.4,29.76,50.29,0.3566,1277.58,0.45,0.35,3,1,38,40852,0.93,0.016,70.97,0.66,93.96,0.23,93.2,1,9468.0,Moderate
S0008598,C0008598,Louis Dreyfus Company,Soybeans,India,Asia-Pacific,3,Agriculture,69.18,60.105000000000004,62.13,63.67,0.7444,462.32,0.44,0.37,2,0,48,18449,0.92,0.019,69.6,0.66,55.92,0.51,90.08,4,6179.0,Moderate
S0008784,C0008784,Bunge Limited,Sunflower Seeds,USA,North America,1,Agriculture,56.27,50.42,61.58,56.81,0.2393,252.45,0.66,0.27,1,1,27,34928,0.84,0.03,54.45,1.14,53.2,0.86,74.76,1,10531.0,Moderate
S0006833,C0006833,Tata Steel,Steel Billets,Brazil,South America,1,Metals,70.26,65.77,59.56,85.44,0.5422,131.49,0.38,0.25,0,1,6,32459,0.88,0.003,94.26,1.24,44.74,0.32,69.34,4,2828.0,Moderate
S0009586,C0009586,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,52.31,27.29,64.66,64.99,0.4842,1267.12,0.7,0.51,0,0,13,2941,0.97,0.009,91.22,0.45,65.66,0.75,65.84,2,254.0,Moderate
S0000452,C0000452,Olam International,Cashew Nuts,Japan,Asia-Pacific,2,Agriculture,73.56,52.76,91.17,76.76,0.8062,1005.78,0.65,0.0,3,0,8,24147,0.88,0.048,53.85,0.91,59.33,0.42,91.41,1,112.0,Low
S0003654,C0003654,Bunge Limited,Soybeans,China,Asia-Pacific,3,Agriculture,69.24,66.36,90.78,50.59,0.5345,955.24,0.68,0.45,1,0,43,26503,0.95,0.047,69.63,0.83,53.63,0.17,79.77,1,8764.0,Low
S0006493,C0006493,Samsung Electronics,Semiconductors,India,Asia-Pacific,2,Electronics,61.85,68.02,77.25,63.1,0.0359,660.18,0.68,0.42,3,0,48,10728,0.97,0.028,53.5,0.44,83.38,0.17,59.82,0,1115.0,Moderate
S0000410,C0000410,Foxconn,Printed Circuit Boards,USA,North America,1,Electronics,56.65,47.07,56.18,66.69,0.6077,287.7,0.47,0.61,1,1,28,39277,1.0,0.017,80.68,0.71,90.61,0.23,54.82,1,8133.0,Moderate
S0008772,C0008772,Archer Daniels Midland,Wheat,Brazil,South America,1,Agriculture,66.31,68.61,48.43,81.88,0.7941,401.05,0.63,0.57,3,1,33,3884,0.91,0.03,57.04,0.71,81.76,0.63,80.69,3,9996.0,Moderate
S0006314,C0006314,Samsung Electronics,Semiconductors,China,Asia-Pacific,1,Electronics,45.36,47.21,49.87,39.0,0.9128,326.74,0.42,0.24,2,0,19,33603,0.89,0.038,100.0,0.46,92.52,0.46,65.44,1,4821.0,Moderate
S0002719,C0002719,Samsung Electronics,Semiconductors,Brazil,South America,3,Electronics,81.43,78.81,89.72,75.77,0.1847,1008.4,0.47,0.28,1,0,27,7287,0.92,0.033,79.26,0.28,72.69,0.76,70.39,2,9679.0,Moderate
S0005686,C0005686,Tata Steel,Steel Billets,Indonesia,Asia-Pacific,1,Metals,80.98,87.97,79.74,75.23,0.8557,337.3,0.20000000000000007,0.4,1,0,25,43134,0.9,0.054,100.0,0.93,95.19,0.77,60.99,2,8109.0,Moderate
S0006084,C0006084,Wilmar International,Sugar,China,Asia-Pacific,1,Agriculture,64.25,54.57,64.79,84.91,0.8834,1318.04,0.66,0.23,0,0,6,36716,0.93,0.007,91.7,0.21,59.67,0.5,74.5,0,4939.0,Moderate
S0005691,C0005691,Nestlé,Coffee Beans,Brazil,South America,3,Food & Beverage,73.86,87.56,71.83,62.18,0.5925,1207.53,0.57,0.55,0,1,27,45660,0.87,0.01,95.66,1.43,59.14,0.68,60.0,0,11254.0,Low
S0007008,C0007008,Foxconn,Electronic Components,USA,North America,3,Electronics,73.33,59.48,93.31,67.2,0.2345,1289.64,0.7,0.09,3,0,44,30640,0.93,0.016,97.4,1.33,72.92,0.49,77.42,4,1710.0,Moderate
S0001067,C0001067,Bunge Limited,Canola,Indonesia,Asia-Pacific,2,Agriculture,68.08,62.39,56.74,85.11,0.3782,1218.62,0.78,0.21,3,0,38,21299,0.9,0.028,57.82,0.53,74.38,0.79,81.13,2,6308.0,Moderate
S0002366,C0002366,Sime Darby Plantation,Palm Kernel,Indonesia,Asia-Pacific,3,Agriculture,69.76,68.76,86.82,53.7,0.4641,637.64,0.5,0.0,1,0,18,10815,0.95,0.006,78.92,0.56,97.6,0.76,66.69,0,1984.0,Low
S0001348,C0001348,Samsung Electronics,Semiconductors,China,Asia-Pacific,3,Electronics,63.58,44.16,82.26,64.31,0.3253,666.42,0.54,0.56,3,0,37,10342,0.85,0.04,70.56,1.3,39.91,0.65,52.96,1,438.0,Moderate
S0006201,C0006201,Sime Darby Plantation,Palm Kernel,USA,North America,1,Agriculture,60.41,45.41,73.83,61.99,0.4886,506.29,0.64,0.53,2,1,18,5097,0.88,0.027,74.73,1.0,94.7,0.73,74.7,1,11297.0,Moderate
S0002666,C0002666,Cargill,Soybeans,Japan,Asia-Pacific,3,Agriculture,55.89,28.33,69.52,69.83,0.0617,867.04,0.33,0.18,3,1,24,20762,0.9,0.039,65.36,0.96,75.66,0.7,71.27,0,8975.0,Moderate
S0008985,C0008985,Nestlé,Cocoa,USA,North America,3,Agriculture,51.77,37.91,51.64,65.76,0.584,727.83,0.47,0.42,2,0,18,22010,0.95,0.03,70.02,0.48,71.91,0.51,88.81,1,9022.0,Moderate
S0001105,C0001105,Wilmar International,Sugar,Brazil,South America,2,Agriculture,61.17,62.64,69.95,50.93,0.9227,1336.85,0.43,0.3,1,0,45,33851,0.9,0.048,100.0,1.56,87.9,0.12,66.62,0,4248.0,Moderate
S0009788,C0009788,Samsung Electronics,Semiconductors,China,Asia-Pacific,2,Electronics,62.97,67.58,62.71,58.62,0.4865,1214.16,0.9999999999999999,0.76,1,1,49,18260,0.91,0.045,87.6,1.01,55.13,0.62,80.08,1,7644.0,Moderate
S0007188,C0007188,Yara International,Fertilizers,India,Asia-Pacific,1,Chemicals,75.98,82.57,79.56,65.81,0.9485,1404.64,0.99,0.49,2,0,14,16849,0.9,0.019,63.89,0.44,64.22,0.84,91.05,1,5499.0,Low
S0006841,C0006841,Nestlé,Milk Powder,Brazil,South America,3,Food & Beverage,57.04,62.22,49.38,59.53,0.5621,190.84,0.57,0.46,1,1,31,22955,0.96,0.005,72.52,0.81,69.87,0.55,84.87,1,1134.0,Moderate
S0007342,C0007342,Archer Daniels Midland,Corn,China,Asia-Pacific,2,Agriculture,68.57,68.75,71.84,65.11,0.3955,899.21,0.72,0.35,1,0,11,17653,0.94,0.009,79.37,0.38,95.67,0.82,63.08,0,9345.0,Low
S0004400,C0004400,Olam International,Cashew Nuts,China,Asia-Pacific,1,Agriculture,72.42,75.86,57.22,84.18,0.4496,592.99,0.59,0.23,2,0,28,29552,0.93,0.034,67.19,1.04,74.2,0.28,57.51,1,3698.0,Low
S0004329,C0004329,Foxconn,Electronic Components,Malaysia,Asia-Pacific,3,Electronics,48.35,45.75,54.23,45.07,0.3997,1432.84,0.76,0.37,3,0,17,43893,0.88,0.0,85.63,1.0,83.98,0.69,80.18,2,8200.0,Moderate
S0003363,C0003363,Samsung Electronics,LCD Panels,Indonesia,Asia-Pacific,3,Electronics,46.01,33.36,55.89,48.78,0.2392,513.7,0.47,0.0,2,0,14,19481,0.97,0.028,56.26,0.94,80.0,0.11,68.16,1,3368.0,Moderate
S0009079,C0009079,Olam International,Spices,China,Asia-Pacific,1,Agriculture,63.19,49.38,61.65,78.55,0.6547,784.81,0.42,0.2,1,1,31,37235,0.7799999999999999,0.059,77.34,1.24,80.2,0.39,63.76,1,8520.0,Moderate
S0007837,C0007837,Louis Dreyfus Company,Soybeans,India,Asia-Pacific,2,Agriculture,68.39,54.17,79.32,71.69,0.0942,444.82,0.7,0.46,1,1,31,42318,0.96,0.016,60.58,1.79,59.51,0.38,84.79,0,4113.0,Low
S0006236,C0006236,Yara International,Ammonia,Brazil,South America,3,Chemicals,50.69,24.68,79.73,47.67,0.9889,1450.69,0.6,0.43,0,0,35,29929,0.91,0.031,66.28,0.77,85.3,0.26,87.17,0,6067.0,Moderate
S0008172,C0008172,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,55.79,53.02,67.33,47.02,0.5276,761.75,0.52,0.4,1,1,24,44358,0.95,0.036,57.6,1.26,93.67,0.62,62.98,3,1404.0,Moderate
S0001001,C0001001,Tata Steel,Iron Ore,Malaysia,Asia-Pacific,3,Metals,51.57,46.53,45.85,62.34,0.0384,944.43,0.86,0.55,2,1,32,48727,0.89,0.058,69.92,1.28,63.68,0.68,92.86,0,5130.0,Moderate
