SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0019215,2022.3171736812933,JAN,NAMIBIA,SSA,Agriculture & Agribusiness,1,93.57470929739742,86.0969009594453,98.49342501385632,89.45507570678905,0.10739742248375576,1.5818019632424913,0.8950980074765043,3.84989697667426,225.11762018962474,0.6569422296135563,0.33485456313164064,3,1,BRCGS,22.20268247267071,7774.034232514516,0.8461495578013889,0.005682826318706595,0.0,82.52467256264815,0.4316869472517362,70.13857109718273,12077.18,1.0340964331301072,0.9260830207667536,17082.414579051634,19201.83906812583,860.4701729855205,Low
SC0019216,2021.3351922414197,JUN,ISRAEL,MENA-AP,Energy & Utilities,1,88.80211326735989,85.33507481907594,89.10285279374571,91.16864703394565,0.08467701767336425,1.1071987180642568,0.7689187042795661,1.296096848321484,200.78307409068805,0.8169721163787037,0.48504901294660585,3,1,RSPO; ISO 9001,32.335192241419755,16032.250674940182,0.964765188795247,0.009351922414197555,0.0,85.23757568061912,0.25955268448753116,66.9827211539987,17544.64,1.118816556885308,0.8250965706699989,43602.9198483684,8770.377517857825,3076.371251899023,Low
SC0019217,2022.0636474421751,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,86.27788261320173,75.85507921155136,93.8985686280538,91.51297440857572,0.1192133427823621,2.3483073092006235,0.8395067025158839,1.688091755630988,31.041534690596762,0.7063904548708244,0.5477539804490743,3,1,ISO 9001,31.87270511564997,11130.81259436219,0.9574724613877996,0.0011456539591502626,0.0,84.69307229714597,0.18620316846205415,75.74998860846775,29661.01,1.1633023154145778,0.7834491880129799,37862.719779064006,15004.344186322276,2237.5080006411617,Low
SC0019218,2023.0370491534918,OCT,BURUNDI,SSA,Agribusiness/Commodities,2,94.19907704260551,84.70044246327687,99.80790013914444,99.91997382845747,0.10594244295437488,3.187601496704168,0.8371836100460515,4.836984624218764,275.0282366897781,0.7253308252271743,0.6818885253952427,3,1,BRCGS,19.203770344205516,18708.855074828847,0.9388336059535679,0.0005742618791246319,0.0,79.78302936113568,0.27435294839101804,69.57063956834253,10926,0.8419658951450426,0.8065031078706754,32679.642676086016,17886.507360746335,4484.87184103688,Low
SC0019219,2021.132161777525,FEB,TANZANIA,SSA,Agriculture & Agribusiness,2,87.09175733371247,76.28660808887625,95.16968704036397,92.72282130111918,0.05387205068221104,1.4270142129049153,0.5709701510327574,1.8533957618343948,278.02549323820745,0.640867838222475,0.8992843006064598,3,1,FSSC 22000,30.94270577979981,11889.231137994546,0.9704935004358508,0.0037005297707006627,0.0,87.96951854197452,0.5400252747584163,69.4761436714013,6797.84,0.920418632878526,0.9783254684858961,52486.07073594904,9434.804546636036,707.5168617584184,Low
SC0019220,2022.3277370600674,OCT,BURUNDI,SSA,"Consumer Goods, Retail & Logistics",2,86.38502726738291,78.62458979318735,89.87572012461555,91.18663285748406,0.1018958383024518,1.9518011470469108,1.0625022442978815,3.4561135155832297,185.3765177674793,0.6294715072503848,0.5687153002114638,3,1,BRCGS,31.10073291878619,20326.54857757674,0.9104372194627648,0.001344525879865132,0.0,89.81184194577365,0.4525109937817928,64.73718850951586,6737.03,1.0709810807361284,0.9106124368486037,33589.96736021605,19441.1288570818,4134.314498980393,Low
SC0019221,2023.7993836288754,SEP,MEXICO,LAC,Automotive & Transportation,1,74.09203993982361,78.00929117320665,73.26133998569863,76.5106222862369,0.013881111954014334,1.1546006660909238,1.1833429732410197,2.370882593730703,186.08657866869203,0.4889873768218944,0.8185528351790143,3,1,SA8000,15.212943793617708,1000.8442569846596,0.900842529607601,0.004799383628875348,0.0,91.75987968333119,0.2796419132364764,66.1171765230511,12259.54,1.1063491369522662,1.0305152614003101,28520.017993935748,6043.053107356319,1950.363658963545,Low
SC0019222,2022.5746606664552,MAR,AZERBAIJAN,ECA,Metals & Mining (Primary),1,84.26052039644578,73.9309051323399,93.45434376083702,84.74300925534878,0.025124209557609557,0.7938687886005086,1.0055814364074178,3.6126198589904823,48.42077151204212,0.6373009036750157,0.46683936633449585,3,1,FSSC 22000,18.414027000951155,18973.212615017113,0.977875564341471,0.03480542933671522,0.0,96.59226224792008,0.2587669703205456,91.89719423547872,10893.33,1.0713484213012054,0.8768280540019023,5125.776181949608,10982.823612136344,1570.1448138877636,Low
SC0019223,2023.6762087798952,APR,CHINA,EAP,Industrial Manufacturing & Construction,2,84.02998078110996,77.23515274114345,90.64301183530472,77.41986293793929,0.06335782924607311,1.5997762999711032,0.748646621495707,1.7771727189826174,99.19924187359621,0.6525715658492146,0.7478044203447108,3,1,FSSC 22000,30.704835119581134,20572.922010532347,0.9622853024523561,0.004533077081466036,0.8381043899476416,96.91608840689422,0.269419532667225,72.72542737514144,1923.52,1.2652605198906797,1.328805381289213,45195.91847072503,12839.240795034555,1719.1936577662843,Low
SC0019224,2023.7751132197745,DEC,INDONESIA,EAP,Agriculture & Agribusiness,1,85.82207806795451,86.14468406313937,80.64643993982966,84.68426827717562,0.1431972525366132,1.4424004744492553,0.7127199482504639,1.244099633401532,158.52071295961366,0.6405728703944427,0.5343836963524766,3,1,BRCGS,21.574207461578723,5265.110847528192,0.9591049816700766,0.0,0.0,76.15764718570681,0.2452352814293191,80.70930429180187,17570.46,0.8528832866136937,0.8706085831327021,64499.06543010325,7885.220444175668,3957.5691610810295,Low
SC0019225,2024.0388975727824,JAN,NAMIBIA,SSA,Agriculture & Agribusiness,2,87.44763685954827,80.40119728945861,88.38182468217751,91.88101546870496,0.06847957383445888,1.195521892234266,0.7578599507431476,2.3776354587509223,82.70988878345725,0.6486085808243005,0.17684284660802457,3,1,BRCGS,21.233385436694853,18524.362600606662,0.9636385849526133,0.006247165776913911,0.0,82.33458560182736,0.1547626080145849,76.06024236885534,21708.52,0.9447481449205495,1.225484557762329,27903.14013923103,11298.354282296976,1289.6396628928553,Low
SC0019226,2021.0,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,75.40908877792623,90.18792390463466,81.8527275986123,90.45445681998807,0.07771828466050376,1.7676684793316735,0.6505959097749591,2.0407968769359064,138.8005297347978,0.6938225040569087,0.8170098371343865,3,1,SA8000,14.058158616813223,4662.611437762353,0.9442386746525563,0.015305893547324471,0.0,83.13770472958473,0.2098685823031152,90.7216981471185,32874.75,1.0719931829582652,0.8603557687426142,32216.494265480458,10532.463715221642,4564.993182958266,Low
SC0019227,2019.0,DEC,AFGHANISTAN,SA,Agriculture & Agribusiness,2,85.18565257298394,92.43503344535797,84.39071977477155,85.56089073486959,0.06234683124882452,1.2778551428034066,0.5939388183678584,1.981120620994056,206.69416573337696,0.5476349324866927,0.8402527689635823,3,1,BRCGS,28.064106153965575,579.8032947553672,0.9886606309501419,0.016449474208215048,0.0,79.3628431647068,0.1969561943869766,64.54144126066137,6797.84,1.2828047570162793,0.5730699551976136,47773.140361516365,11216.830455479729,156.3263798134759,Low
SC0019228,2024.608858705797,AUG,BOLIVIA,LAC,"Consumer Goods, Retail & Logistics",1,93.67003040962355,99.07490624416674,88.1467083949497,93.52434370916727,0.07938528277507004,0.8303720354920661,0.3457365705174723,1.2724550991392696,131.81695672586332,0.7372511148760761,0.45246508205434005,3,0,BRCGS,52.00375023332994,18535.48459561339,0.893815325417401,0.0025424184123197997,0.0,75.42575106605828,0.4552105715804213,64.63234695400807,12077.18,1.3397229881261015,1.160247364642746,26361.9762308151,7893.584078735864,4154.394333013588,Low
SC0019229,2022.117759159213,NOV,INDIA,SA,Agriculture & Agribusiness,1,76.19379573977348,77.8437080097191,72.09086895718596,80.05624620828878,0.0675241235438289,1.012005717119863,0.862900531121027,4.048233984746486,189.22664561859793,0.746134527125817,0.674444356744158,3,1,BRCGS,9.706554955277998,18875.653183911585,0.976115853452592,0.014411204203935001,0.0,78.57929500113327,0.37520159899223304,83.69900531121027,12077.18,0.7980445867799489,0.8566078528622749,32217.854794162122,11907.782388568829,4000.077728061868,Low
SC0019230,2023.0,OCT,IVORY COAST,SSA,"Consumer Goods, Retail & Logistics",2,85.29943207269964,83.49712314371554,90.3499363201162,79.79145615184827,0.12948271404910477,1.4336741887869047,0.8062590234078377,3.577220543349068,171.81674378569755,0.5535505133601853,0.5042951170391888,3,1,BRCGS,33.14746990106422,19098.852175624816,0.9841654280982095,0.011169055185050701,0.0,76.7579520565772,0.180902954840591,61.23515128677076,9954.48,0.9685178695786151,1.051654458219156,28869.14721031837,20062.070060417976,3677.7273544300992,Low
SC0019231,2020.9049644855859,FEB,TANZANIA,SSA,Agriculture & Agribusiness,2,87.82837618915657,77.37053252790318,95.58048239344099,94.73277319735531,0.06288383028405226,1.1841354503887773,0.5358446841364746,1.928141869346755,274.36162575402875,0.653021992573399,0.9446552970325126,3,1,LEED,30.66950279820091,10988.798534229001,0.964289360740544,0.0018531925310773048,0.0,88.10752497307604,0.5715113382491327,66.05152542502034,14747.85,0.9090127625919041,1.007697876667552,53284.793558444806,9343.312984797856,649.8440755356594,Low
SC0019232,2025.0,AUG,BOLIVIA,LAC,"Consumer Goods, Retail & Logistics",1,89.476359347179,90.82817856597329,86.44228864288705,90.2877417586134,0.08514211415248552,0.8256390856295627,0.17288539895842267,1.1439090390602846,106.874775476883,0.7462634245745653,0.36927333137521506,3,0,BRCGS,53.54396039483576,17039.200722097383,0.8815963075152995,0.0,0.0,77.04101991885334,0.38617685496269094,65.91583022770156,12077.18,1.110432399503302,1.2196924461333742,27510.120227276006,7803.690192333849,3714.7843096948172,Low
SC0019233,2023.5202602649276,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,88.27290150332176,86.12581676831722,84.98492857604798,88.78261266881334,0.1548295864248339,1.446625158943003,0.7585035973534373,1.5125217410556402,166.01941005834016,0.6788039039739143,0.5790781841016295,3,1,BRCGS,21.91895894028953,6170.2536979608085,0.9685202602649275,0.0,0.0,78.27141186082481,0.2754877271489754,80.37038935115798,24187.59,0.9183603470199035,0.8639059456939087,61496.67727227214,7339.353256936373,3264.169067579607,Low
SC0019234,2021.6018505064771,JUN,UNITED ARAB EMIRATES,MENA-AP,Automotive & Transportation,2,80.45907910577567,76.74992345772827,81.3510972268436,80.046773237703,0.0704545463509321,1.2450189409661927,0.7159629898704581,2.1049991281971567,261.54250742081837,0.7482962263368088,0.430787627656556,3,1,RSPO; BRCGS,11.824056584202214,7180.916146006635,0.9017500363251185,0.0,0.0,83.66998692295735,0.26601835976429705,86.22873225255607,1688.89,0.8019731142056871,0.9135457541102687,29589.79760669131,8095.2744260590825,4590.4817128859395,Low
SC0019235,2022.7249961916452,JUL,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,"Consumer Goods, Retail & Logistics",1,93.30742597020611,93.51149185012092,96.33754737131092,90.02804973249084,0.09532933663082631,1.3403992992627336,0.6052693907556799,3.6332801598584648,193.03461546469313,0.4838685681510626,0.36765032751850496,3,1,BRCGS,39.34375476044339,10175.052497818522,0.8471126123464638,0.0009625133292414825,0.0,77.08375019041773,0.22620063980359115,74.8361253617937,17544.64,0.5392190023034995,1.1395434805589044,40215.17968762248,1141.9845318496707,1279.754912777575,Low
SC0019236,2020.0147881876899,AUG,TANZANIA,SSA,Agriculture & Agribusiness,2,87.94023979612466,79.26519179129954,96.13339127266342,89.57842335188046,0.0819505391992791,1.366545160843473,0.6231025162633025,2.293340719827148,257.75977067038247,0.6355813350322945,0.7189780224885889,3,1,LEED,37.41866496770543,11961.66105470369,0.9531922464399689,0.019211630340046536,0.0,92.73157664811954,0.42494744506268195,61.56131501128403,14747.85,0.9041626700645892,1.0206894480585116,51158.973062836136,11607.175410551043,1720.6524547891954,Low
SC0019237,2023.4916883057233,SEP,INDONESIA,EAP,Food & Beverage Processing,1,82.49750382613438,83.80642852221727,77.66764409315195,80.88354017974953,0.10626698623574671,1.3786298687877439,0.6002002573721523,0.9946857090365089,177.38830948799955,0.5833210377561078,0.575196883975844,3,1,BRCGS,23.558181859936862,5300.538961784587,0.9466342854518255,0.0,0.0,75.7891947974403,0.2820805202559703,77.44424928193249,17304.54,0.7695563618826519,0.9117051956701206,66337.9262724672,8960.534568085779,4159.93454971356,Low
SC0019238,2021.9760245526234,JUN,AZERBAIJAN,ECA,Metals & Mining (Primary),1,83.7484694008194,71.70950894753064,95.45020652911587,81.1655143528966,0.004381624930260479,0.6443768918260656,1.1890663653623543,4.451882107749248,14.473326725387636,0.6594725401577163,0.4725413974219123,3,1,FSSC 22000,21.503484394907165,20044.942194434974,0.9981538905520071,0.043017006657562196,0.0,99.57083949196009,0.22169835705185295,96.86424659523344,28289.97,0.9796364685774712,0.88614775239614,2508.2919714753484,9459.77118428831,1380.7294844865185,Low
SC0019239,2019.6260507094032,JUL,MEXICO,LAC,"Consumer Goods, Retail & Logistics",1,77.01689894445417,89.51542200471009,84.34157692457916,83.25584297685089,0.08196555738296207,1.1376850969498384,1.018829733448223,2.5335062870469307,194.2394514124894,0.41806307698316614,0.7775252514446522,3,1,BRCGS,38.678568970073115,5007.799728462336,0.9635735324487332,0.02057353244873321,0.0,81.24855225825709,0.6569852040209148,76.71756373094371,1688.89,0.8235630425641898,0.9473697808719606,37483.41751117242,6203.857998414555,5557.239251973134,Low
SC0019240,2022.338174798436,APR,MEXICO,LAC,"Consumer Goods, Retail & Logistics",1,69.90239778945684,89.31883467709275,84.06230038484533,87.68620013881585,0.07500516320344876,1.6157860792125927,0.8703777185600795,2.4082572411271377,123.48690376357204,0.5587302491896945,0.9405456300390979,3,1,ISO 14001,19.8630677416742,958.3482483591395,0.937408697780772,0.021618252015639126,0.0,91.08176391737905,0.24550415584737842,75.41761228410387,10466.56,1.0317884310529921,1.0544875324578649,33180.87901687467,8143.424478349638,3253.9684308048545,Low
SC0019241,2019.0,JUN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Agriculture & Agribusiness,2,93.12033075308933,89.95033830366422,98.31328825294548,91.50600533893717,0.09263224340732702,1.2065253627370505,0.6892615554741363,2.768718151659486,162.76271250768295,0.748953778103455,0.315331077083326,3,1,RSPO; ISO 9001,25.42728278017142,11265.717005689565,0.9354941750718389,0.039,0.0,95.8324952808907,0.24979068011494213,71.3276777131473,6797.84,0.8461394207471238,1.096069899137934,49913.659538232816,15604.78505733484,3618.2311228664134,Low
SC0019242,2019.0,FEB,TANZANIA,SSA,Metals & Mining (Primary),2,93.23023461962217,88.73951560068964,92.9492412461277,96.34813433276081,0.08577595078600339,1.1258773881813773,0.6242934720596711,2.0360512764200616,184.74028755938616,0.43941438037865044,0.40005600791734086,3,1,LEED,24.577672633393796,10570.0908238668,0.9580026489959852,0.0,0.0,69.73453357315128,0.23997483453814017,64.30062251405653,6017.48,0.9083998109007316,0.9140533589213556,50307.295742054004,20755.62061904828,3325.1617762481405,Low
SC0019243,2023.5067121298937,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,73.29699873734114,81.52858580070878,78.44942606941068,80.60096878574464,0.022615739509766628,1.1082513649161778,1.1492686283346252,2.3630737976441107,158.6754579381984,0.46680531244836376,0.911332196752658,3,1,RSPO; ISO 9001,13.630868640567034,291.5029445406726,0.901963065393225,0.00993287870106319,0.0,92.04385965361247,0.25991611626868877,71.35499749506964,32874.75,1.141630940210006,1.0112516511939338,31730.334676091978,6288.176708438799,2254.0899875209734,Low
SC0019244,2023.6066471612523,AUG,RWANDA,SSA,"Consumer Goods, Retail & Logistics",1,85.9624105329238,82.87604470924973,88.31349163359714,89.90101508867122,0.07715288470880148,1.5169203984784243,0.633052966915527,1.4510277589698748,191.0483155990996,0.590833820968694,0.5026621651010016,3,1,BRCGS,15.933528387477619,17031.6742431376,0.9190664716125224,0.0072797659350268586,0.0,84.3087433505968,0.287177132704079,77.3080606199882,6661.55,1.286426588645009,0.9147425161984613,14846.037430964996,10888.624661644633,3061.7831027808193,Low
SC0019245,2023.0,OCT,IVORY COAST,SSA,"Electronics, Semiconductors & Technology",2,91.432556524691,84.17515700272966,97.00699602680028,93.73224322279007,0.11355919160256107,2.663894713286007,0.8309148000992602,4.478697378629204,243.61128353903348,0.6773430588317025,0.6275740004963014,3,1,BRCGS,23.387891627376145,18823.015673889528,0.9523183832051221,0.0034641249689811664,0.0,78.70473109117076,0.24305605858355195,67.19876727400857,1345.05,0.8750313829569715,0.8759820492927706,31548.40827745295,18545.739793895493,4270.493319053049,Low
SC0019246,2023.512994928442,JUL,BURUNDI,SSA,"Electronics, Semiconductors & Technology",1,82.49075531610562,77.34823142559965,81.48008021189277,88.07264262817979,0.09142462941503728,0.7887357371820205,1.1279567487845175,2.39205634396291,137.9634372224952,0.6700519797137674,0.3717512678895376,3,1,BRCGS,29.230507607337227,14057.238784632133,0.9337175126788955,0.013383045644023353,0.0,83.77150355912116,0.3408846182785722,64.26010714984885,15866.08,1.1212268506672027,1.1662023356258824,34932.27511324329,10431.40807235638,1139.9963430598655,Low
SC0019247,2022.8090345502403,APR,CHINA,EAP,1,1,82.31301859842068,81.74876532627613,86.63897255550472,75.53924526012801,0.13020060254406088,0.9199652757267047,0.8658030091096316,3.058533749038686,137.09965275726705,0.5086139941290903,0.4563675814831761,3,1,BRCGS,37.80903455024034,19595.778907347198,0.9803305586747552,0.012517449153124442,0.0,79.42025319993111,0.22466749085602644,59.02622318104825,1345.05,1.0478460573586612,1.105962977191579,28770.82777089715,20700.274937445647,3488.9858246166104,Low
SC0019248,2019.0,FEB,INDONESIA,EAP,Agriculture & Agribusiness,2,82.66286047359074,90.36972183209616,82.29083114802307,85.03159645149664,0.06318465888330935,1.3161558346655704,0.6541826149427199,2.0079843007029345,200.1577802992612,0.5854036702952152,0.7587308102430743,3,1,BRCGS,25.803301425990643,499.6112211689622,0.9902564931110655,0.015119589074112143,0.0,79.34555465796346,0.237916656517346,64.01347686242252,6797.84,1.2316041793533175,0.6867751341634118,48191.38923619173,11129.457002169167,260.9883398673744,Low
SC0019249,2019.0,JAN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Agriculture & Agribusiness,2,97.21525213214142,96.85975110008677,99.56917323133608,97.83042936692371,0.0836733245061042,0.9083038157511396,0.6622620738540127,2.8165808690769776,101.10980531118554,0.8569517045839494,0.19669699117672218,3,1,BRCGS,9.473043641007465,9802.836001544685,0.9314033445233353,0.039,0.0,94.07343814503416,0.2432453512373364,83.39153700068435,17544.64,0.8035947830426866,1.145159865719977,50868.459388253556,16753.081192299796,4166.8114994207435,Low
SC0019250,2021.5964297175783,MAR,INDONESIA,EAP,Agriculture & Agribusiness,1,90.6905132220874,87.86540006418439,91.1773318196692,87.48367867458204,0.11587188414614286,1.3209043677786005,0.6597086392806306,1.406907873876642,144.34798533376403,0.5288065035296157,0.5116142811296871,3,1,BRCGS,21.442142169453067,5380.733502888823,0.9670771437740625,0.01682499197695246,0.0,79.02662734275616,0.364540643453666,64.38390187734059,9333.57,0.7680557862639122,1.0605706081522568,65490.19954590076,7831.427475933484,2255.8307349111547,Low
SC0019251,2022.0,APR,JAPAN,EAP,"Electronics, Semiconductors & Technology",1,79.35742238661199,77.12188627434698,78.28033883301394,83.39305432355263,0.0833376864211878,1.1708780131881338,1.0278274582328817,3.444423604577144,168.48227738619994,0.6638046740365267,0.6072828434876678,3,1,BRCGS,23.03217133516032,20079.396764469442,0.9374069329232863,0.008485063308675565,0.0,86.56396959798204,0.4656734954146146,73.0500787050133,8556.46,1.0004297171196415,0.9011493669132443,33144.96474939729,16089.989394896038,4041.2621619150646,Low
SC0019252,2019.0,DEC,INDONESIA,EAP,Agriculture & Agribusiness,2,83.010691613225,90.65447763591905,82.58035427373869,85.10457314816213,0.06306914300667804,1.3108751088767105,0.6458764733373259,2.0042804583093594,201.05898749551972,0.5801962879200896,0.7699706883978349,3,1,BRCGS,26.115010934360836,510.6677407893873,0.9900364628698629,0.015302947608447552,0.0,79.34793831890983,0.23226921365981543,64.08627020055368,17570.46,1.2386634829252308,0.6710979794777344,48133.72297714325,11141.503657875004,246.55802321517777,Low
SC0019253,2021.8617244723223,FEB,IVORY COAST,SSA,Metals & Mining (Primary),1,76.5744956361954,74.94964804917912,76.79141452946703,70.76786621822801,0.019926184826735367,0.9856267233371049,0.7904726680006862,4.018484651415244,122.03174923132849,0.7461682464356472,0.44389589617686354,3,1,BRCGS,11.318612664267405,24482.57860400615,0.8599658282954586,0.0008296531660668516,0.0,87.0254890131414,0.3466734974313621,67.9807310953762,24834.17,1.1680520519115682,0.9225089401035135,41575.29709699263,16817.38991891961,542.088889346361,Low
SC0019254,2022.1014659254963,NOV,BURUNDI,SSA,Metals & Mining (Primary),1,76.18358531331107,77.93174578256784,72.02156840311132,80.03186066849293,0.06743776940513087,1.0111747622003158,0.8659582279818441,4.059823904996901,190.14167362412275,0.7465309958129211,0.6782569734338447,3,1,BRCGS,9.60879555297834,18897.56215218252,0.9763765451920577,0.01449267037251805,0.0,78.53926795696947,0.37724911536262035,83.72958227981844,14587.13,0.8001138274619585,0.8537565369618682,32227.560130379316,11913.762005342825,4020.12926768911,Low
SC0019255,2022.4151356876257,APR,AZERBAIJAN,ECA,Metals & Mining (Primary),1,82.40767400899564,71.32132985127767,93.61557556435949,79.67796559517605,0.0005,0.8197689224998326,1.0572743953296444,4.245855887300134,13.15176814011067,0.6469924151210596,0.4171393891089872,3,1,FSSC 22000,23.76757125083837,19306.755932624914,0.9907286363096914,0.037911343248155586,0.0,98.10559747880114,0.251122198258216,94.2387088670674,28289.97,1.0149967980093897,0.8810313500622066,1956.019041592387,9533.527557622736,1794.7131374104636,Low
SC0019256,2020.8786170278065,JUL,MEXICO,LAC,"Consumer Goods, Retail & Logistics",1,82.97400505647276,84.13573377171464,81.0468630302008,83.08661677459867,0.07498934580442942,0.6578179255417098,1.3137198407095825,2.5486834839788868,212.56535946228445,0.4760148410164877,0.5997049996930948,3,1,BRCGS,37.42484040267727,9899.191314989384,0.9466676063470643,0.015878617027806494,0.0,80.01747740316699,0.6650776057332538,67.7835523678729,32874.75,1.0551118892332803,0.980732899300212,37641.54962402568,7139.398015007886,3873.8677582717564,Low
SC0019257,2023.0,FEB,BURUNDI,SSA,Agribusiness/Commodities,1,89.46907579925235,83.95808878182689,94.87578076702768,89.26918904453171,0.11865700588133812,2.2700474488450055,0.8230214102482506,4.190095312201664,220.62671896662482,0.6377116639547584,0.5881070512412532,3,1,BRCGS,26.51235844340079,18911.322972847694,0.9625140117626763,0.005930809297421676,0.0,78.0814821841848,0.22315813833413184,65.28955360379562,21124.02,0.9049604861420496,0.9322224519812142,30690.659913643234,19031.183269732584,4080.723071385026,Low
SC0019258,2023.3136333934212,AUG,RWANDA,SSA,"Consumer Goods, Retail & Logistics",1,86.1206379675525,84.54915332356425,88.68854925642071,87.12324456963412,0.07041356804869037,1.7232020910313903,0.7276964139249135,1.4674365299684062,223.8306959440227,0.598159165164467,0.5351866933302334,3,1,BRCGS,18.863666065786795,17345.785002252345,0.9161363339342132,0.003763600721055846,0.0,81.45478925192367,0.2441041088329341,77.21722635196062,7856.88,1.2852545335736854,0.9525412922486497,16810.40173050347,8154.513194014341,3609.1328210889733,Low
SC0019259,2023.9632885512417,AUG,RWANDA,SSA,"Consumer Goods, Retail & Logistics",1,85.71163653604759,80.45745619083607,87.95537733708281,93.4011041169921,0.08462691442070755,1.2285093165386571,0.5188673627897784,1.4852419394976906,144.49993486041436,0.5824501022259522,0.4592019129681706,3,1,BRCGS,12.165201519412276,16670.867582041235,0.924413390777194,0.012587383180132538,0.0,88.35769889113662,0.3427789573501238,77.80262120489658,4373.82,1.2824198597887408,0.8643304030388246,12026.56245539571,14466.890975065466,2307.5062207093515,Low
SC0019260,2023.5512887170376,AUG,NEPAL,SA,"Consumer Goods, Retail & Logistics",2,81.52668350336158,80.87176780882717,85.1379194829484,73.28965832340549,0.11111909678754342,1.6405410384192023,0.4679295105096317,1.7077343832027096,267.3817091275298,0.7738561241822544,0.4375925871007079,3,0,BRCGS,19.676223725920643,18568.73349225628,0.9287403996133348,0.003,0.0,81.64076803093322,0.3901449156756176,71.79326375918758,6661.55,1.069247493109693,1.140468172020761,16285.32154764689,7445.227735179566,5223.286191848683,Low
SC0019261,2023.3120371598814,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,80.39019588540755,82.32430656902065,75.77951055035237,78.47441831400812,0.08285844193253222,1.3382083609732904,0.5288787524728726,0.8365927006955362,189.34768626670245,0.5470315062960208,0.6010666489770942,3,1,BRCGS,24.81573988083096,5322.995355014838,0.9387296350347768,0.0,0.0,75.55564830784569,0.3054351692154321,75.37466808183247,20121.99,0.7167389250050995,0.9377546118172128,67503.50290669018,9642.131015410381,4288.2054678447585,Low
SC0019262,2022.0720747549983,JUN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Food & Beverage Processing,1,85.71432150725171,76.36892036769912,93.77909385397818,81.08530918482872,0.0032028033124390587,2.842178102253759,0.8360719258525885,1.6640812702273855,232.41455197115997,0.6405405606624879,0.36040605333210757,3,1,BRCGS,24.2882990199935,17391.924239161777,0.9983783180125365,0.02699095343002275,0.03603737749918745,89.16812106664214,0.22690998100745693,97.87022821540047,17544.64,0.9692977922972001,0.8571899779695222,46498.47529894132,12602.63102636226,2275.026097393063,Low
SC0019263,2020.3096403234088,FEB,ISRAEL,MENA-AP,"Oil, Gas & Refining",2,91.2008875678895,84.20187728888472,96.96163444969173,96.37884450577484,0.06842034499229872,1.0659636041966347,0.5724571201103625,2.210920846380849,213.60879500386181,0.7283304990887945,0.6981910938912179,3,1,LEED,22.33496452772235,10461.341326540143,0.9535735258213573,0.013462013693529588,0.0,89.7833624896044,0.4682225961114162,72.76380535356647,6017.48,0.8715073403747506,1.055919133803892,52632.02061461768,11782.058415156102,1807.7495709700027,Low
SC0019264,2022.0,JUN,NEPAL,SA,Metals & Mining (Primary),1,91.6824203219544,93.59118858398323,96.61499917260963,81.17321090779002,0.05144941485253207,1.599140189336678,0.6270198373127325,3.502150107993044,117.74852047544869,0.7614774236531308,0.5557099933376475,3,1,FSSC 22000,20.083789839022796,10968.769711042693,0.9264972609658632,0.022694596613007597,0.0,81.47010374801808,0.39698356579517935,75.53364624657821,4373.82,0.9273936338141079,0.9967650646877523,1.0,16007.010625180403,898.8818884144889,Low
SC0019265,2020.605192532539,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,69.17642079569464,95.7329725816221,88.72323658311164,92.1954078220803,0.11976043175600212,1.8926034425875033,0.6854319426704996,2.481122199509168,115.1003135575422,0.5933294633244658,0.9175425321530648,3,1,RSPO; ISO 9001,30.355863473419223,2666.182058433185,0.9738545215916585,0.030854521591658607,0.0,87.47099854428481,0.351982526114128,79.10666977939495,6483.71,0.8823115519523349,1.0589919487094364,35601.01735619394,9100.15951125011,4731.822695069694,Low
