SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality,GHG_Type_Dominance_Score
SC0007020,KABUL SAFFRON EXPORTERS (COLLECTIVE TRADERS),Saffron (export-quality),2023.0,MAY,AFGHANISTAN,SA,2,Agriculture & Agribusiness,62.36,45.63,70.74,72.07,0.0987,0.965,0.905,1.556,277.69,0.566,0.531,2,1,ISO 14001,22.0,11260.0,0.785,0.0,0.0,76.25,0.627,77.79,12738.05,0.974,0.665,34079.0,17485.0,6548.0,Moderate,8.765541740674955e-06,0.785,0.001953818827708703,0.5485,0.407101,38.58483333333333,64.08266666666667,77.91,0.0,0.1013347022587269,0.2096346647278407,0.45417396380618796
SC0007021,HARMONY GOLD,Gold mining and related commodities,2022.0,OCT,SOUTH AFRICA,SSA,1,Metals & Mining (Primary),68.2,74.56,71.82,62.23,0.0447,1.469,0.695,4.147,289.66,0.527,0.542,2,1,BRCGS,5.0,6058.0,0.891,0.044,0.0,72.31,0.543,78.68,11731.45,0.829,0.896,56193.0,13302.0,5035.0,Moderate,7.3786728293166054e-06,0.851796,0.0008253549026081215,0.5345,0.4467953952,33.01583333333333,67.58666666666666,76.77000000000001,32.80567869768027,0.053920386007237635,0.15821346332416514,0.6571066392013944
SC0007022,IKEA INDUSTRY,"Furniture components, wood materials",2021.0,NOV,SWEDEN,ECA,1,Industrial Manufacturing & Construction,43.03,35.93,47.6,45.48,0.133,1.092,1.094,1.125,112.47,0.465,0.487,1,1,ISO 9001,38.0,7918.0,0.864,0.063,0.0,77.79,0.597,78.65,5661.7,1.273,0.836,19136.0,11924.0,5538.0,High,1.679717100277848e-05,0.8095680000000001,0.004799191715079565,0.476,0.212241744,59.02616666666667,39.15133333333334,65.74,16.19232287495515,0.10447761194029852,0.18171233938643155,0.33977650256720027
SC0007023,"XIAMEN XIANGYU CO., LTD.","Stainless steel, bulk commodities",2023.0,AUG,CHINA,EAP,1,Metals & Mining (Primary),61.59,57.58,65.03,59.96,0.9362,5.13,3.048,12.503,462.98,0.499,0.072,2,0,BRCGS,9.0,4729.0,0.664,0.03,1.0,82.93,0.228,86.54,4080.7,0.715,0.983,44313.0,12124.0,3179.0,High,0.0001979699725100444,0.64408,0.0019031507718333686,0.2855,0.37159122133333333,55.906833333333324,63.62066666666666,67.07499999999999,30.6439238528046,1.3093706293706295,0.7025722198094023,0.6045645761810358
SC0007024,LOTTE CHEMICAL,Petrochemicals and polymers,2020.0,AUG,SOUTH KOREA,EAP,1,Chemicals & Petrochemicals,70.31,58.54,76.95,79.93,0.0233,0.53,0.771,3.987,140.67,0.389,0.206,2,0,RSPO,32.0,7220.0,0.765,0.064,0.0,88.29,0.335,61.48,1876.09,1.808,1.234,63074.0,10895.0,4114.0,Moderate,3.227146814404432e-06,0.71604,0.00443213296398892,0.2975,0.293480928,46.42733333333333,68.85266666666668,75.175,17.11801166854679,0.01288716814159292,0.10149052367201622,0.7539712556732223
SC0007025,NATIONAL IRANIAN OIL COMPANY (NIOC),"Crude oil, natural gas, condensates",2022.0,SEP,IRAN,MENA-AP,1,"Oil, Gas & Refining",64.31,58.74,64.32,71.48,0.6969,3.66,0.944,7.114,344.26,0.657,0.223,1,1,RSPO; BRCGS,18.0,4383.0,0.653,0.008,2.0,98.75,0.154,61.78,21487.62,1.42,1.274,50191.0,25570.0,2453.0,High,0.00015900068446269677,0.647776,0.004106776180698152,0.44,0.13339867093333332,67.88066666666667,51.91933333333333,65.24,96.07684652597298,0.49077464788732394,0.5241368744745996,0.607100187745349
SC0007026,JSW ENERGY,Power generation (renewables and thermal),2019.0,MAY,INDIA,SA,1,Energy & Utilities,63.99,68.38,64.95,54.64,0.072,1.006,1.132,2.265,201.79,0.446,0.32,2,1,BRCGS,31.0,14595.0,0.93,0.0,1.0,91.76,0.829,58.4,17745.13,0.963,0.981,57916.0,14197.0,4414.0,Moderate,4.933196300102775e-06,0.93,0.0021240150736553613,0.383,0.36208,37.18183333333333,65.06066666666666,79.055,21.663599359323186,0.07476635514018691,0.14760695421805048,0.5144219850102203
SC0007027,ROSNEFT,Crude oil and refined fuels,2022.0,NOV,RUSSIA,ECA,1,"Oil, Gas & Refining",59.27,62.18,59.44,57.25,0.5927,4.604,1.313,4.801,293.46,0.598,0.333,2,0,BRCGS,27.0,14401.0,0.685,0.062,2.0,71.69,0.292,73.97,11767.05,1.021,1.181,22525.0,13347.0,851.0,High,4.115686410665926e-05,0.64253,0.0018748698007082841,0.4655,0.3168529606666667,52.721333333333334,62.22866666666667,65.56,61.94302434115661,0.5805093046033302,0.4283558939666928,0.44793804814331034
SC0007028,FORD OTOSAN,Automotive manufacturing,2024.0,JAN,TURKEY,ECA,1,Automotive & Transportation,72.53,71.44,76.56,64.5,0.1247,2.101,0.382,3.025,327.2,0.888,0.328,2,1,ISO 9001,1.0,4709.0,0.901,0.043,0.0,75.12,0.273,69.8,18076.17,0.995,1.087,33387.0,24810.0,2628.0,Moderate,2.648120620089191e-05,0.8622569999999999,0.00021235931195582927,0.608,0.4012369239999999,35.99033333333333,70.18466666666667,73.74000000000001,41.641773307263946,0.12532663316582915,0.17977662788512994,0.54920116194626
SC0007029,COMPAGNIE SUCRIÃ¨RE SÃ©NÃ©GALAISE (CSS),Sugar,2024.0,OCT,SENEGAL,SSA,2,Agriculture & Agribusiness,75.83,70.96,80.49,74.67,0.1501,2.792,0.814,2.909,169.5,0.648,0.46,1,1,LEED,26.0,10.0,0.891,0.028,0.0,76.83,0.602,92.14,18646.02,1.07,1.004,67425.0,16915.0,2520.0,Moderate,0.01501,0.866052,2.6,0.554,0.2659934376,44.92866666666667,58.831333333333326,82.28500000000001,10.370824658077769,0.1402803738317757,0.16088370658961848,0.44650805832693785
SC0007030,UGANDA COFFEE DEVELOPMENT AUTHORITY/COOPERATIVE EXPORTERS,Robusta and arabica coffee beans (green and roasted),2020.0,APR,UGANDA,SSA,2,Agriculture & Agribusiness,83.44,79.51,94.65,73.92,0.0696,1.01,0.65,1.941,174.55,0.646,0.41,0,0,BRCGS,30.0,7868.0,0.632,0.103,1.0,90.03,0.357,72.66,1102.83,0.634,1.221,30243.0,5832.0,5791.0,High,8.845958312150482e-06,0.566904,0.0038129130655821047,0.528,0.0,42.046,50.064,84.465,5.631100910949709,0.10977917981072555,0.16009947369949845,0.5390169397389614
SC0007031,YACIMIENTOS PETROLÃ­FEROS FISCALES BOLIVIANOS (YPFB),"Natural gas, LPG and hydrocarbons",2019.0,NOV,BOLIVIA,LAC,1,"Oil, Gas & Refining",76.89,76.14,65.99,85.91,0.7215,2.507,1.276,7.449,273.22,0.783,0.536,1,0,BRCGS,31.0,4856.0,1.0,0.027,0.0,83.84,0.294,63.85,17255.04,0.78,1.224,61019.0,20703.0,2421.0,High,0.00014857907742998354,0.973,0.006383855024711697,0.6595,0.20708683333333336,54.492666666666665,59.46733333333333,68.875,43.96238571563689,0.925,0.5237573965855635,0.6631944444444444
SC0007032,JIANGXI COPPER CORPORATION,Copper cathodes and copper rods,2019.0,SEP,CHINA,EAP,1,Metals & Mining (Primary),75.37,76.51,73.52,72.62,0.9307,9.511,0.779,7.517,437.22,0.473,0.573,2,1,RSPO,29.0,13991.0,0.956,0.05,1.0,96.45,0.056,72.04,10877.6,0.968,1.51,42499.0,17990.0,2985.0,High,6.652133514402116e-05,0.9081999999999999,0.002072761060681867,0.5229999999999999,0.43617818666666663,54.74133333333333,71.88866666666667,67.88,30.6439238528046,0.9614669421487604,0.6911911054893737,0.5341157971584208
SC0007033,UNILEVER EUROPE,"FMCG (foods, personal care, cleaning products)",2022.0,DEC,UNITED KINGDOM,ECA,1,"Consumer Goods, Retail & Logistics",47.61,48.83,48.65,47.12,0.1611,2.098,0.457,4.24,171.92,0.424,0.517,2,1,SA8000,36.0,14700.0,0.918,0.003,0.0,66.84,0.831,90.91,11563.08,0.713,1.205,52506.0,17622.0,2584.0,Moderate,1.0959183673469388e-05,0.915246,0.0024489795918367346,0.47050000000000003,0.5547000924,41.39233333333333,55.23266666666666,70.94500000000001,31.199368904315218,0.22594670406732117,0.16889321362822263,0.6239882266372333
SC0007034,TANZANIA TEA PACKERS AND GROWERS (SMALLHOLDERS),"Tea (bulk and packaged), cloves (spice exports)",2022.0,SEP,TANZANIA,SSA,2,Agriculture/Tea and Spices,64.38,62.78,65.96,64.67,0.0507,0.259,0.661,1.482,190.12,0.711,0.274,2,1,LEED,21.0,10512.0,0.888,0.048,0.0,83.86,0.268,58.79,15195.6,1.258,0.577,28166.0,7436.0,2309.0,Moderate,4.8230593607305934e-06,0.845376,0.001997716894977169,0.4925,0.3313310336,40.93783333333334,65.29466666666666,68.33999999999999,9.00635812752875,0.04030206677265501,0.10250838869061722,0.6169858451290591
SC0007035,KUWAIT NATIONAL PETROLEUM COMPANY (KNPC),Refined petroleum products,2022.0,SEP,KUWAIT,MENA-AP,1,"Oil, Gas & Refining",84.45,77.77,90.43,84.15,0.1343,1.621,1.019,3.045,7.63,1.0,0.359,3,0,RSPO,9.0,13417.0,0.703,0.017,2.0,95.43,0.328,61.14,22395.74,0.727,0.892,38243.0,4336.0,4454.0,Moderate,1.0009689200268316e-05,0.6910489999999999,0.0006707907878065141,0.6795,0.4225073586,19.705000000000002,90.67,81.775,57.49869228874738,0.18473177441540578,0.1454199710958867,0.5356200527704486
SC0007036,ROSSING URANIUM LANGER HEINRICH,Uranium concentrate (U3O8),2022.0,APR,NAMIBIA,SSA,1,Metals & Mining (Primary),62.46,66.17,57.52,56.8,0.1398,2.809,1.147,3.733,112.46,0.704,0.114,2,0,BRCGS; RSPO,18.0,17308.0,0.969,0.018,0.0,77.8,0.107,80.01,22314.37,0.563,1.213,20773.0,11387.0,4300.0,Moderate,8.077189738849087e-06,0.9515579999999999,0.0010399815114397967,0.409,0.5075610371999999,33.412333333333336,64.14266666666667,60.9,26.30194526736698,0.24831261101243343,0.16820171382369442,0.48549876446872153
SC0007037,MERCEDES-BENZ GROUP,"Luxury vehicles, powertrains",2024.0,JUN,GERMANY,ECA,1,Automotive & Transportation,55.7,50.26,60.31,59.74,0.0005,0.01,1.68,2.729,239.5,0.86,0.127,1,1,BRCGS,41.0,10004.0,0.94,0.0,1.0,87.21,0.183,75.44,24719.16,0.581,0.877,71696.0,18284.0,6319.0,Moderate,4.9980007996801283e-08,0.94,0.004098360655737705,0.4935,0.23637866666666663,40.899166666666666,46.75333333333334,63.815,16.969803946460363,0.0008605851979345956,0.13956686245712038,0.617560534057479
SC0007038,CEMEX,"Cement, aggregates, ready-mix concrete",2019.0,JUN,MEXICO,LAC,1,Industrial Manufacturing & Construction,79.41,76.22,84.72,72.16,0.0872,1.82,0.627,3.288,118.24,0.798,0.171,2,1,BRCGS,28.0,24611.0,0.856,0.122,0.0,80.2,0.165,77.5,14962.82,0.597,1.004,44380.0,10480.0,5206.0,Moderate,3.5431311202307913e-06,0.751568,0.0011377026532851163,0.48450000000000004,0.3883101333333333,26.674833333333336,74.31266666666666,75.66000000000001,45.62339979297095,0.14606365159128978,0.15070826730131698,0.5733217088055798
SC0007039,BYD BATTERY CO.,Blade lithium batteries,2024.0,OCT,PRC,EAP,1,Energy & Utilities,55.18,50.72,62.27,50.31,0.1892,1.614,1.225,3.054,129.26,0.744,0.3,1,1,RSPO; SA8000,39.0,18540.0,0.626,0.063,0.0,81.76,0.291,57.41,3201.95,1.271,1.344,39288.0,17637.0,1534.0,High,1.0204962243797196e-05,0.586562,0.002103559870550162,0.522,0.11224841473333332,56.14866666666667,46.44133333333333,66.95500000000001,17.980641446843073,0.14885916601101495,0.16201726615517584,0.5182419820125572
SC0007040,TANZANIA TEA PACKERS AND GROWERS (SMALLHOLDERS),"Tea (bulk and packaged), cloves (spice exports)",2021.0,DEC,TANZANIA,SSA,2,Agriculture/Tea and Spices,84.31,81.57,82.45,88.59,0.0892,1.085,0.298,1.379,213.23,0.53,0.278,3,1,FSSC 22000,18.0,12364.0,0.905,0.013,0.0,81.06,0.32,58.04,14772.77,1.168,1.05,49649.0,8147.0,2244.0,Moderate,7.214493691362019e-06,0.893235,0.0014558395341313492,0.404,0.518433594,25.241499999999995,90.586,77.62500000000001,9.00635812752875,0.07636986301369864,0.12946204106564815,0.499275887038378
SC0007041,LA FABRIL,Edible oils and industrial fats,2024.0,JAN,ECUADOR,LAC,1,Agriculture & Agribusiness,70.44,67.51,74.93,70.54,1.1044,2.458,3.494,6.406,315.27,0.779,0.0,2,1,BRCGS,32.0,12916.0,0.59,0.053,2.0,71.4,0.37,70.26,19367.23,1.357,1.247,11282.0,8888.0,5501.0,High,8.550634871477238e-05,0.55873,0.0024775472282440383,0.3895,0.26170913199999996,66.64433333333332,68.93066666666667,74.865,62.71584639182852,0.8138540899042005,0.8059479390411747,0.5183686680692668
SC0007042,RUMA (SRI LANKA) COCONUT OIL EXPORTERS,"Virgin coconut oil, coconut derivatives",2025.0,OCT,SRI LANKA,SA,2,Agriculture & Agribusiness,70.02,65.6,70.93,74.86,0.1142,1.468,0.466,1.697,171.51,0.086,0.511,3,1,BRCGS,64.0,26310.0,0.642,0.004,1.0,97.78,0.166,74.44,27025.82,1.0,1.072,44890.0,11677.0,4619.0,Moderate,4.340554922082858e-06,0.639432,0.0024325351577347016,0.2985,0.47599318079999997,28.348000000000003,82.012,68.785,3.2682218120423276,0.1142,0.16958018726465793,0.467364362434591
SC0007043,LOMA NEGRA,Cement and cement clinker,2020.0,JUN,ARGENTINA,LAC,1,Industrial Manufacturing & Construction,55.66,60.28,55.41,49.88,0.1457,1.692,0.808,3.526,163.79,0.825,0.292,2,1,RSPO; ISO 9001,87.0,23219.0,0.716,0.09,0.0,83.36,0.221,70.41,21121.44,1.065,1.343,30785.0,14195.0,7545.0,High,6.275033377837116e-06,0.65156,0.00374693139239416,0.5585,0.305842264,43.46983333333333,60.062666666666665,62.125,55.77945847949142,0.13680751173708922,0.22845474099224305,0.585131098572851
SC0007044,INTEL ISRAEL,Semiconductor RandD and wafers (Intel fabs),2020.0,DEC,ISRAEL,MENA-AP,1,"Electronics, Semiconductors & Technology",74.2,63.98,72.49,83.59,0.1072,2.381,1.46,1.459,53.21,0.581,0.0,2,0,BRCGS,45.0,8591.0,0.666,0.0,0.0,84.76,0.312,76.76,33860.98,0.984,0.965,51226.0,7023.0,3541.0,Moderate,1.247817483412874e-05,0.666,0.00523803980910255,0.2905,0.3408144,34.80333333333333,71.18666666666667,72.485,30.782218200485417,0.10894308943089431,0.1256107139736034,0.4492452830188679
SC0007045,SIAM CEMENT GROUP (SCG),Cement,2024.0,NOV,THAILAND,EAP,1,Thailand,54.47,55.17,56.92,60.06,0.1114,1.709,1.019,3.175,151.43,0.598,0.589,3,1,BRCGS,23.0,10673.0,0.956,0.032,0.0,69.28,0.241,79.54,14630.84,1.113,1.331,34237.0,27127.0,1745.0,Moderate,1.0437552703082544e-05,0.9254079999999999,0.002154970486273775,0.5934999999999999,0.7360695232,35.4155,72.682,63.28,8.598878432366831,0.10008984725965858,0.12291780610459835,0.5378621040149076
SC0007046,UPM-KYMMENE,"Pulp, timber, paper products",2020.0,JAN,FINLAND,ECA,1,Industrial Manufacturing & Construction,70.9,61.24,75.86,76.07,0.1268,0.941,0.893,3.85,119.09,0.663,0.587,3,1,Fairtrade,1.0,6824.0,0.619,0.097,0.0,81.91,0.346,67.57,4644.3,1.062,1.036,10420.0,8392.0,796.0,Moderate,1.858147713950762e-05,0.558957,0.00014654161781946072,0.625,0.3776872449,29.284999999999993,82.54000000000002,74.85000000000001,16.933591877876424,0.11939736346516007,0.11199006108490928,0.6773399014778325
SC0007047,TSINGSHAN HOLDING GROUP,Ferronickel,2022.0,DEC,INDONESIA,EAP,1,Metals & Mining (Primary),89.55,90.55,93.82,77.64,0.7495,1.156,0.963,10.488,474.78,0.806,0.541,2,1,ISO 9001; RSPO; ISO 14001,1.0,10.0,0.827,0.075,0.0,94.22,0.593,99.0,11843.9,1.496,1.391,17614.0,9589.0,2133.0,High,0.07495,0.764975,0.1,0.6735,0.5048834999999999,53.16833333333333,80.39666666666668,88.77,43.19268395136461,0.5010026737967915,0.5781306566181313,0.8319187752835726
SC0007048,TIGAR TYRES,Vehicle tires,2020.0,DEC,SERBIA,ECA,1,Automotive & Transportation,55.49,53.07,51.46,65.5,0.1428,0.917,0.594,5.157,244.15,0.616,0.432,2,0,ISO 9001; BRCGS,21.0,144.0,0.781,0.127,0.0,73.93,0.218,62.79,28976.76,0.958,1.351,20900.0,7968.0,4209.0,High,0.0009916666666666667,0.681813,0.14583333333333334,0.524,0.2854069218,41.85183333333333,59.96066666666666,60.089999999999996,17.35844306511285,0.1490605427974948,0.19593080652711234,0.7733953209358129
SC0007049,JORDAN PHOSPHATE MINES COMPANY (JPMC),"Phosphate rock, phosphoric acid",2025.0,JUL,JORDAN,MENA-AP,1,Fertilizers,72.99,67.89,68.47,83.55,0.0633,0.257,1.774,2.594,209.55,0.519,0.345,2,0,Fairtrade,13.0,12656.0,0.923,0.001,0.0,85.81,0.196,64.13,5031.01,1.095,1.228,28499.0,8957.0,4677.0,Moderate,5.00158027812895e-06,0.922077,0.0010271807838179519,0.432,0.39421865339999995,35.794333333333334,70.46066666666665,68.155,43.53408014669937,0.05780821917808219,0.14772754528735052,0.5608648648648649
SC0007050,HAIER SMART HOME,Electric vehicles,2022.0,AUG,CHINA,EAP,1,Automotive & Transportation,52.27,53.22,54.69,47.07,0.101,1.708,1.016,0.965,58.09,0.563,0.0,2,1,ISO 9001,42.0,640.0,0.846,0.06,0.0,84.84,0.298,77.69,33197.77,1.247,1.019,21996.0,6082.0,6039.0,Moderate,0.00015781250000000002,0.79524,0.065625,0.2815,0.4118813039999999,46.26883333333333,58.02866666666666,63.305,30.6439238528046,0.0809943865276664,0.15838914638435156,0.4629981024667931
SC0007051,CEVITAL GROUP,"Food processing (sugar, edible oils), steel distribution",2021.0,AUG,ALGERIA,MENA-AP,2,"Consumer Goods, Retail & Logistics",52.03,49.63,57.88,48.62,0.1399,0.953,0.769,1.984,87.99,0.627,0.533,2,1,RSPO,16.0,16288.0,1.0,0.031,1.0,82.29,0.299,87.86,29705.81,1.051,1.524,12659.0,14709.0,7478.0,Moderate,8.589145383104125e-06,0.969,0.0009823182711198428,0.5800000000000001,0.5675756,44.385333333333335,57.88466666666666,64.91999999999999,59.18373571738805,0.13311132254995242,0.20835405898347428,0.5353480841878036
SC0007052,BPCL (BHARAT PETROLEUM CORPORATION LTD.),"Refined fuels, lubricants",2025.0,JAN,INDIA,SA,1,"Oil, Gas & Refining",64.18,65.39,65.57,70.81,0.5584,4.564,3.796,10.169,121.29,0.74,0.0,3,1,BRCGS,62.0,10629.0,0.674,0.012,2.0,71.13,0.238,76.09,17521.75,0.689,1.503,42602.0,6625.0,965.0,High,5.253551604101985e-05,0.6659120000000001,0.005833098127763665,0.37,0.5066924408000001,36.832,78.508,67.545,21.663599359323186,0.8104499274310596,0.3738058512064529,0.5488153705002968
SC0007053,ADANI GROUP (ADANI ENTERPRISES),"Coal (mining and trading), thermal coal",2021.0,DEC,INDIA,SA,1,Mining/Energy,77.03,74.6,76.53,78.33,0.1051,0.942,1.524,1.628,89.58,0.881,0.542,1,0,ISO 14001,34.0,9643.0,0.75,0.047,0.0,78.89,0.521,64.25,16119.81,0.885,0.972,47826.0,8533.0,5022.0,Moderate,1.0899097791143835e-05,0.71475,0.0035258736907601367,0.7115,0.153075625,40.60866666666667,59.55133333333333,78.685,21.663599359323186,0.11875706214689265,0.15290975948822633,0.3976551050317537
SC0007054,AFGHAN FRUITS LTD.,"Dried fruits (apricots, raisins), nuts",2020.0,APR,AFGHANISTAN,MENA-AP,2,Agriculture & Agribusiness,48.13,55.88,43.09,45.72,0.0855,1.079,0.23,1.667,114.77,0.607,0.454,1,0,ISO 14001,49.0,17211.0,0.518,0.024,0.0,84.67,0.273,52.59,12975.18,0.691,0.972,27737.0,18053.0,4080.0,High,4.967753181105108e-06,0.505568,0.0028470164429725176,0.5305,0.0886260704,47.32366666666666,42.211333333333336,57.004999999999995,24.77800956192622,0.12373371924746746,0.13297362741608124,0.5601478494623656
SC0007055,NAMDEB,Rough diamonds (marine and land),2025.0,MAY,NAMIBIA,SSA,1,"Consumer Goods, Retail & Logistics",79.68,70.73,78.38,88.72,0.0954,1.239,1.527,2.078,104.44,0.524,0.065,2,1,ISO 14001; Fairtrade,42.0,1058.0,0.843,0.031,1.0,89.11,0.121,69.35,15692.84,1.202,1.233,37370.0,15042.0,1052.0,Moderate,9.017013232514177e-05,0.8168669999999999,0.03969754253308128,0.2945,0.37766484299999986,35.86033333333333,74.47466666666666,71.61,26.30194526736698,0.07936772046589019,0.09375877742612772,0.4289843104872007
SC0007056,PRESS METAL ALUMINIUM HOLDINGS,Aluminium ingots and billets,2024.0,JUN,MALAYSIA,EAP,1,Metals & Mining (Primary),69.84,68.96,77.46,65.55,0.2871,6.069,1.438,2.647,559.34,0.42,0.416,2,1,RSPO,22.0,20195.0,0.865,0.061,2.0,73.36,0.445,78.81,15180.75,0.501,0.942,65735.0,17680.0,2352.0,High,1.421639019559297e-05,0.812235,0.0010893785590492696,0.418,0.426748269,33.581833333333336,68.57066666666667,77.63,16.607963013540004,0.5730538922155689,0.32128163883977323,0.5976954894622809
SC0007057,NAMPAK,"Packaging products (metal, glass, paper packaging)",2021.0,APR,SOUTH AFRICA,SSA,2,Industrial Manufacturing & Construction,86.78,77.33,88.56,86.11,0.0479,1.507,0.175,3.402,161.47,0.3,0.207,1,1,ISO 14001,31.0,20710.0,0.792,0.028,0.0,69.23,0.267,99.0,24971.39,0.999,1.23,61090.0,19810.0,1223.0,Moderate,2.312892322549493e-06,0.7698240000000001,0.001496861419604056,0.2535,0.25404192000000003,37.476166666666664,65.40133333333333,79.62,32.80567869768027,0.04794794794794795,0.07947702093164462,0.6691581431943352
SC0007058,PAKISTAN STATE OIL (PSO),Refined petroleum products,2023.0,JUN,PAKISTAN,SA,1,"Oil, Gas & Refining",70.95,62.02,79.68,71.7,0.2733,3.207,1.423,8.1,321.06,0.909,0.57,1,0,BRCGS; Fairtrade,7.0,22427.0,0.723,0.069,0.0,69.47,0.162,54.43,11117.93,0.993,1.003,22501.0,7722.0,3195.0,High,1.218620412895171e-05,0.673113,0.00031212377937307707,0.7395,0.12212513529999999,48.56166666666667,55.903333333333336,73.08,17.70602931550021,0.275226586102719,0.27572291690706946,0.636292223095051
SC0007059,TH RESOURCES BERHAD,Crude palm oil,2020.0,MAR,MALAYSIA,EAP,2,Agriculture & Agribusiness,75.76,75.49,68.67,80.39,0.1169,2.121,0.662,1.893,254.54,0.447,0.453,2,0,FSSC 22000,28.0,12086.0,0.687,0.038,0.0,83.35,0.629,90.25,29386.32,1.763,0.951,64165.0,24902.0,3572.0,Moderate,9.672348171438027e-06,0.660894,0.0023167301009432402,0.45,0.39763788999999994,46.18483333333333,72.12266666666667,76.915,16.607963013540004,0.06630743051616564,0.17348853851633375,0.4535928143712575
SC0007060,SAMRUK-ENERGY,Coal-fired power generation,2019.0,JAN,KAZAKHSTAN,ECA,1,Energy & Utilities,73.35,61.64,80.96,77.47,0.1361,1.995,1.148,4.697,122.76,0.644,0.606,2,0,BRCGS,13.0,10.0,0.938,0.0,1.0,88.19,0.194,70.52,12966.82,1.522,1.062,9783.0,13295.0,5529.0,Moderate,0.01361,0.938,1.3,0.625,0.4409850666666666,43.89333333333334,70.67666666666665,74.36,58.56135266628837,0.08942181340341655,0.18557154448478497,0.5991071428571428
SC0007061,NAVOI MINING AND METALLURGICAL CO.,Gold and uranium mining,2019.0,FEB,UZBEKISTAN,ECA,1,Metals & Mining (Primary),85.91,83.67,83.6,92.23,0.0641,2.524,0.881,0.726,184.02,0.699,0.207,1,1,BRCGS,18.0,13780.0,0.955,0.102,1.0,92.27,0.214,63.47,18005.11,1.318,1.14,1.0,18432.0,8264.0,Moderate,4.65166908563135e-06,0.85759,0.0013062409288824384,0.45299999999999996,0.18143745766666666,42.970666666666666,64.87933333333332,76.08,38.77124213960686,0.04863429438543247,0.19389153495498085,0.6109900750423626
SC0007062,TOTALENERGIES,"Crude oil, refined fuels, LPG",2023.0,FEB,ANGOLA,SSA,1,"Oil, Gas & Refining",76.9,79.95,82.57,71.01,0.8655,4.2,0.826,7.064,180.13,0.256,0.497,2,1,BRCGS,45.0,20002.0,0.499,0.0,1.0,78.88,0.326,48.97,25514.74,1.176,1.624,38429.0,13096.0,4788.0,High,4.3270672932706734e-05,0.499,0.00224977502249775,0.3765,0.16290686666666665,55.69583333333333,72.80666666666666,77.805,66.40106811943292,0.7359693877551021,0.6245430707623105,0.5842845326716295
SC0007063,FIAT (STELLANTIS),Automobiles and components,2022.0,AUG,ITALY,ECA,1,Automotive & Transportation,85.64,77.1,89.04,91.83,0.2093,2.261,0.847,0.973,221.17,0.638,0.43,3,0,SA8000; BRCGS,39.0,690.0,0.881,0.069,3.0,66.44,0.142,69.37,14376.4,0.745,0.886,13098.0,18277.0,4906.0,High,0.00030333333333333335,0.820211,0.05652173913043478,0.534,0.5689803707000001,21.4335,91.384,77.36000000000001,16.718105297834896,0.2809395973154363,0.24098300004978168,0.5540308747855918
SC0007064,XINXING DUCTILE IRON PIPES,Ductile iron pipes and fittings,2021.0,AUG,CHINA,EAP,1,Industrial Manufacturing & Construction,66.01,68.69,63.49,63.25,0.1754,2.781,0.955,1.652,125.21,0.501,0.083,3,1,RSPO; ISO 9001,5.0,13406.0,0.818,0.06,1.0,69.8,0.656,50.43,9886.94,0.637,1.115,55238.0,21402.0,1244.0,Moderate,1.3083693868417126e-05,0.7689199999999999,0.00037296732806206176,0.292,0.3877663559999999,25.836499999999994,79.606,74.86500000000001,30.6439238528046,0.2753532182103611,0.14877998257795777,0.5161469933184856
SC0007065,ANGLO AMERICAN,"Copper, molybdenum, nickel (operations in Chile)",2020.0,NOV,CHILE,LAC,1,Metals & Mining (Primary),84.02,71.2,90.59,92.96,1.0564,4.758,1.961,4.31,383.13,0.335,0.0,1,0,BRCGS,38.0,16223.0,0.611,0.112,0.0,90.55,0.385,92.31,12421.99,1.032,0.96,35411.0,14832.0,3192.0,High,6.511742587684152e-05,0.542568,0.002342353448807249,0.1675,0.16694817360000003,64.14966666666666,63.74533333333332,82.99499999999999,80.39112289245686,1.0236434108527133,0.7583709316244384,0.43140810590262035
