SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0005615,Tata Steel,Automotive steel,2020,1,3,5,1,8,50.8,55.7,52.2,84.4,0.342,2.45,0.57,4.36,82.9,0.59,0.27,0,1,24,14,10451,0.54,0.097,8,84.7,0.22,75.7,10484.8,1.01,1.31,73116,24745,8754,High
SC0003633,Intel Corporation,Microprocessors and chipsets,2020,4,12,4,1,4,61.7,59.5,60.0,90.8,0.22,1.71,0.78,1.85,295.3,0.69,0.54,2,1,49,64,33989,0.91,0.027,4,77.1,0.56,66.1,42740.91,1.26,1.29,51886,71209,4084,High
SC0016962,Reliance Industries Limited,"Polypropylene, Polyethylene, PTA",2023,2,3,5,1,2,92.9,54.3,68.8,84.5,0.324,2.04,1.87,1.0,373.0,0.57,0.43,2,1,8,69,30613,0.71,0.043,3,79.8,0.41,57.6,44462.98,1.37,0.91,69771,40627,4521,High
SC0016246,Tata Steel,Automotive steel,2023,10,3,5,1,8,92.3,55.8,60.3,52.3,0.288,1.92,1.42,1.68,206.4,0.65,0.18,0,1,8,45,18608,0.85,0.032,3,71.6,0.41,79.9,46830.87,0.9,1.16,74567,63770,11270,High
SC0004819,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2020,8,9,6,1,6,62.8,38.9,65.8,53.6,0.492,4.005,1.75,1.63,416.1,0.56,0.46,3,1,16,51,31805,0.5,0.086,8,63.9,0.29,93.3,38955.59,1.28,0.99,55803,61984,8183,High
SC0015108,SABIC,"Olefins, polyolefins, glycols, aromatics",2023,6,7,3,1,2,52.1,75.7,37.0,46.5,0.495,1.26,2.71,5.630000000000001,321.2,0.83,0.17,0,1,3,69,33870,0.53,0.018,5,72.9,0.8,81.8,30756.04,1.16,0.96,14311,22873,1392,High
SC0011775,Volkswagen Group,Automobiles and automotive components,2022,6,2,1,1,1,82.3,44.9,84.2,53.2,0.078,1.02,1.0,2.65,495.2,0.5,0.32,0,1,24,76,6649,0.93,0.01,1,71.8,0.74,60.5,19945.37,1.35,1.31,99664,21593,9810,Low
SC0005078,Wilmar International,Crude palm oil,2020,6,4,0,1,0,71.0,71.8,65.9,92.8,0.154,0.44,1.49,3.35,466.2,0.56,0.64,1,1,0,38,41879,0.6,0.013,6,78.5,0.72,66.1,28651.01,0.68,1.1,94976,26696,8014,High
SC0006956,Nestlé,Packaged foods and beverages,2021,4,11,1,1,3,70.9,65.6,77.5,59.8,0.048,0.85,1.41,2.41,131.1,0.55,0.49,2,1,42,57,14644,0.94,0.045,4,69.9,0.23,62.1,27490.83,0.92,1.12,14098,46211,6900,Moderate
SC0007152,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2021,3,5,0,1,1,77.1,40.5,88.3,53.0,0.322,0.39,1.39,2.38,262.0,0.52,0.15,3,0,41,14,37225,0.74,0.021,3,92.4,0.51,70.4,9550.89,0.95,1.02,10536,49806,8394,High
SC0014134,SABIC,"Olefins, polyolefins, glycols, aromatics",2023,3,7,3,1,2,87.4,58.2,83.4,45.6,0.5674999999999999,1.3,1.13,5.47,237.6,0.95,0.53,2,1,16,42,19350,0.5,0.126,7,97.4,0.69,67.9,35797.11,0.86,1.32,31237,66755,4016,High
SC0000478,Intel Corporation,Microprocessors and chipsets,2019,3,12,4,1,4,62.0,73.5,75.1,70.0,0.015,1.29,0.42,2.39,303.4,0.69,0.6,3,1,49,35,31899,1.0,0.015,1,64.0,0.39,86.2,41637.08,0.67,0.99,24724,67807,9076,Low
SC0013821,Nestlé,Packaged foods and beverages,2023,4,11,1,1,3,67.3,72.3,91.7,61.7,0.03,1.0,1.25,2.53,62.8,0.71,0.34,2,1,41,55,45674,1.0,0.029,3,61.8,0.4,92.4,41320.85,0.68,1.05,54368,23439,5895,Low
SC0014501,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2023,7,4,0,1,0,74.6,65.2,67.7,70.8,0.189,1.31,1.64,1.33,325.5,0.73,0.13,2,1,40,16,44707,1.0,0.042,1,78.9,0.42,75.5,44055.52,1.22,1.19,33155,36287,7909,Low
SC0002605,BASF,"Chemicals, plastics, specialty materials",2019,10,2,1,1,2,83.2,72.8,81.9,79.5,0.252,1.34,0.37,1.13,119.4,0.87,0.17,0,1,23,45,48367,1.0,0.048,2,63.3,0.53,58.5,20060.22,0.78,0.96,77011,51599,9386,Low
SC0013040,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2022,10,5,0,1,1,57.2,79.6,55.3,59.9,0.203,1.52,1.6,3.5,335.1,0.89,0.28,0,0,24,28,10970,0.71,0.056,1,90.1,0.54,70.5,6326.75,0.79,1.03,16529,54824,9077,High
SC0013876,Reliance Industries Limited,"Polypropylene, Polyethylene, PTA",2023,4,3,5,1,2,73.7,71.4,73.7,47.8,0.126,2.56,2.13,2.86,123.6,0.56,0.37,1,0,51,59,23048,0.91,0.032,2,60.1,0.71,94.0,43627.76,1.36,1.38,73146,32721,6535,Moderate
SC0006302,Reliance Industries Limited,"Polypropylene, Polyethylene, PTA",2020,9,3,5,1,2,77.7,60.9,60.4,66.0,0.036,2.76,0.29,2.95,300.4,0.7,0.45,1,1,8,67,15293,0.55,0.097,8,88.2,0.68,84.1,10780.65,0.89,1.01,78385,57256,11312,High
SC0009231,Vale S.A.,"Iron ore, iron ore pellets, nickel, copper",2021,11,0,2,1,6,72.55,60.849999999999994,65.05,68.55,0.11,3.33,1.76,3.8,241.2,0.9,0.32,3,0,40,15,46635,0.54,0.06,3,78.6,0.57,75.5,47623.16,0.95,1.09,47075,17666,7283,High
SC0014553,Samsung Electronics,Semiconductors,2023,0,10,0,1,4,65.2,79.6,44.9,65.4,0.161,0.78,0.57,2.77,420.8,0.86,0.74,3,1,0,71,27322,1.0,0.034,1,88.9,0.44,80.5,27685.1,1.16,1.32,84897,43389,9483,Moderate
SC0006167,Samsung Electronics,Semiconductors,2020,10,10,0,1,4,81.6,81.5,87.8,64.7,0.301,0.75,0.59,2.69,328.8,0.93,0.11,1,1,52,30,23691,0.61,0.025,6,70.1,0.67,57.7,8744.51,0.97,1.34,15000,49091,13608,High
SC0019012,BYD Company,Electric vehicles,2024,5,1,0,1,1,74.7,63.7,67.9,70.4,0.224,2.44,1.69,1.72,203.5,0.7,0.48,0,1,40,30,39826,1.0,0.049,3,79.5,0.56,75.6,14288.31,0.9,1.33,22970,27626,14777,Low
SC0016953,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2023,2,7,3,1,7,67.0,77.8,60.5,56.2,0.39,4.005,1.72,5.630000000000001,311.2,0.75,0.64,2,0,0,40,13687,0.5,0.126,3,95.1,0.74,94.6,22717.74,1.02,0.9,31377,13597,854,High
SC0005482,Samsung Electronics,Semiconductors,2020,1,10,0,1,4,55.7,76.8,84.7,76.1,0.245,0.39,0.48,2.88,252.1,0.6,0.23,1,1,55,10,7923,0.79,0.025,0,82.3,0.36,77.5,39944.97,1.5,1.26,58333,51636,10904,High
SC0016849,Tata Steel,Automotive steel,2023,2,3,5,1,8,60.1,83.7,62.9,89.4,0.369,2.75,1.22,1.02,187.1,0.59,0.25,2,0,41,86,7814,0.84,0.043,4,64.5,0.45,81.5,39949.96,0.84,1.01,43823,9636,3353,High
SC0019489,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2024,11,5,0,1,1,77.3,39.0,46.5,55.3,0.329,1.32,0.53,2.59,449.3,0.86,0.12,2,1,46,90,33278,1.0,0.056,3,96.8,0.35,58.6,43884.48,0.68,0.91,50072,29236,12054,Low
SC0014555,Petrobras,"Crude oil, natural gas, refined fuels",2023,0,0,2,1,7,67.2,76.7,69.2,63.5,0.46,2.17,0.56,2.32,287.9,0.73,0.6,2,1,0,86,33966,0.72,0.048,5,74.2,0.31,83.6,8112.82,1.06,1.05,49584,22243,14180,High
SC0017007,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2023,2,5,0,1,1,85.2,88.7,52.7,55.7,0.301,1.55,0.94,3.27,333.1,0.79,0.12,2,1,52,84,43801,1.0,0.059,2,90.7,0.47,64.9,9350.96,0.53,1.11,32312,30637,3709,Low
SC0006740,BYD Company,Electric vehicles,2020,2,1,0,1,1,66.3,88.9,49.9,51.2,0.252,2.34,0.77,3.11,272.4,0.75,0.7,2,0,0,59,17102,0.63,0.013,6,98.0,0.73,64.8,41985.18,0.68,0.89,57656,66677,8525,High
SC0001462,Dangote Cement,"Cement, clinker",2019,6,6,6,1,5,69.3,64.5,82.9,84.2,0.5674999999999999,1.02,2.69,1.34,486.8,0.47,0.35,3,1,49,62,43634,0.68,0.012,1,85.3,0.41,89.9,20374.02,1.31,1.21,54782,5178,10166,High
SC0000739,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2019,7,9,6,1,6,81.6,67.4,68.4,86.7,0.456,3.25,2.84,2.69,277.3,0.91,0.45,1,1,56,47,48122,0.72,0.048,0,78.4,0.57,74.7,49569.47,1.36,0.93,46365,65886,6410,High
SC0018066,SABIC,"Olefins, polyolefins, glycols, aromatics",2024,0,7,3,1,2,76.6,30.0,39.8,53.6,0.5674999999999999,4.005,2.64,3.97,389.4,0.88,0.41,0,1,45,87,32629,0.55,0.105,3,87.3,0.46,57.0,29325.38,1.3,1.15,68966,48814,7582,High
SC0015890,BYD Company,Electric vehicles,2023,1,1,0,1,1,65.7,40.8,91.9,53.9,0.301,1.29,0.5,1.6,477.6,0.52,0.54,2,1,37,19,37505,1.0,0.042,4,95.9,0.62,87.4,20942.42,1.05,0.99,92822,30317,965,Moderate
SC0013166,Samsung Electronics,Semiconductors,2022,9,10,0,1,4,77.0,69.4,59.4,87.5,0.056,0.77,0.72,1.55,273.1,0.4,0.64,3,0,24,57,46825,0.74,0.09,4,96.7,0.65,74.9,35993.59,0.75,1.33,65681,30415,11640,High
SC0011250,Tesla Inc.,Electric vehicles and battery packs,2022,0,12,4,1,1,92.0,81.8,64.4,72.3,0.235,1.68,0.23,1.74,180.8,0.88,0.28,1,1,9,36,49121,0.94,0.016,2,60.5,0.3,76.2,49845.84,1.33,1.3,18847,57921,12625,Moderate
SC0004893,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2020,6,7,3,1,7,52.0,68.9,59.1,60.8,0.33,3.15,0.81,5.630000000000001,145.0,0.94,0.36,1,1,55,22,17940,0.5,0.127,3,83.5,0.82,93.3,37371.63,0.64,1.09,80770,13039,14523,High
SC0008232,ExxonMobil,"Crude oil, natural gas, refined fuels",2021,8,12,4,1,7,93.3,74.4,89.0,61.0,0.24,0.98,0.94,1.7,211.1,0.43,0.38,0,1,16,82,16059,1.0,0.053,2,66.2,0.33,70.2,29794.18,0.67,1.38,29951,78237,15000,Low
SC0002065,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2019,1,5,0,1,1,92.3,66.1,70.2,78.1,0.028,1.7,1.01,1.64,389.5,0.63,0.79,3,1,24,69,17343,1.0,0.021,3,62.8,0.71,74.3,31596.05,1.08,1.13,89833,63508,647,Low
SC0003894,BYD Company,Electric vehicles,2020,3,1,0,1,1,56.1,74.0,81.5,78.1,0.336,1.47,0.73,2.69,436.4,0.57,0.13,0,1,0,53,30406,0.75,0.076,1,80.2,0.34,74.2,46174.66,1.29,1.21,21911,18679,13878,High
SC0000650,Petrobras,"Crude oil, natural gas, refined fuels",2019,7,0,2,1,7,62.2,80.4,69.7,49.4,0.19,2.82,2.34,2.38,471.1,0.64,0.33,2,1,1,13,13871,0.98,0.05,3,80.1,0.26,81.8,14559.58,0.77,0.82,89142,55149,10947,Moderate
SC0004974,Wilmar International,Crude palm oil,2020,6,4,0,1,0,71.2,86.9,67.0,83.7,0.161,2.19,0.7,3.36,326.5,0.91,0.67,0,1,54,27,39470,0.76,0.101,4,95.4,0.43,57.9,43532.1,0.99,0.99,52222,51641,9697,High
SC0010905,Dangote Cement,"Cement, clinker",2022,7,6,6,1,5,53.4,64.4,41.3,59.3,0.336,3.92,1.81,3.48,223.0,0.78,0.75,3,1,8,71,5777,0.5,0.096,2,78.0,0.28,58.1,8096.14,0.7,1.07,70002,34559,11694,High
SC0012088,Wilmar International,Crude palm oil,2022,5,8,0,1,0,64.3,52.0,73.2,65.7,0.273,2.11,1.47,0.94,231.9,0.5,0.2,1,1,11,41,24513,0.86,0.045,5,92.2,0.23,76.7,31798.75,0.51,0.9,92003,18651,909,High
SC0008320,Wilmar International,Crude palm oil,2021,6,4,0,1,0,91.3,69.6,43.1,48.6,0.105,0.39,0.34,1.13,96.3,0.73,0.69,3,0,45,75,7794,0.84,0.063,4,91.7,0.72,90.7,7701.11,1.33,1.33,14028,9273,14016,High
SC0012846,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2022,10,7,3,1,7,58.1,61.7,79.1,51.7,0.195,3.22,2.84,5.16,75.3,0.83,0.73,0,1,14,50,13003,0.5,0.072,1,87.7,0.3,84.7,43893.31,1.21,1.24,88073,66512,10901,High
SC0019917,Petrobras,"Crude oil, natural gas, refined fuels",2024,10,0,2,1,7,80.8,82.2,46.3,55.3,0.05,1.52,0.81,2.3,94.1,0.76,0.12,1,1,0,47,16567,0.88,0.05,0,91.2,0.22,87.5,10947.3,1.37,1.09,64713,75210,11207,Moderate
SC0011550,Volkswagen Group,Automobiles and automotive components,2022,8,2,1,1,1,82.2,43.3,54.4,81.0,0.276,0.35,0.67,2.85,216.0,0.55,0.44,1,0,32,31,5263,0.89,0.077,0,64.9,0.21,71.1,28899.31,1.05,1.27,70578,34844,4007,Moderate
SC0015834,Toyota Motor Corporation,"Automotive components, hybrid vehicle batteries",2023,1,5,0,1,1,61.1,52.0,67.6,65.1,0.042,1.78,0.29,2.75,313.1,0.94,0.58,0,0,41,19,22476,1.0,0.059,3,76.0,0.21,89.7,19328.39,1.34,1.06,87544,6723,853,Moderate
SC0017419,Petrobras,"Crude oil, natural gas, refined fuels",2024,3,0,2,1,7,98.9,71.2,59.0,70.8,0.35,1.04,1.93,4.4,296.2,0.43,0.32,3,1,8,24,40461,0.85,0.03,5,62.2,0.39,78.3,16983.03,1.48,1.25,22641,44628,10662,High
SC0006115,Nestlé,Packaged foods and beverages,2020,10,11,1,1,3,60.3,70.8,86.2,58.1,0.042,0.61,1.46,1.96,125.7,0.84,0.84,2,0,16,28,26135,0.77,0.086,2,74.7,0.61,56.1,11439.86,0.78,1.32,74545,19950,5369,High
SC0004603,Intel Corporation,Microprocessors and chipsets,2020,8,12,4,1,4,66.2,75.0,72.6,79.5,0.23,1.43,0.43,0.89,395.6,0.69,0.58,2,1,0,84,28705,1.0,0.054,3,67.4,0.27,67.9,12117.69,1.34,0.89,10879,44510,10228,Moderate
SC0019645,Dangote Cement,"Cement, clinker",2024,11,6,6,1,5,69.8,61.6,62.150000000000006,67.4,0.132,2.24,2.32,2.52,144.3,0.48,0.63,3,0,40,24,31078,0.7,0.096,4,79.5,0.59,85.1,14412.35,1.35,1.14,88977,47865,1806,High
SC0003947,BYD Company,Electric vehicles,2020,3,1,0,1,1,71.2,43.5,77.3,49.4,0.077,1.23,0.55,0.99,173.9,0.69,0.33,3,0,23,26,17913,0.67,0.05,1,75.9,0.3,63.7,36808.88,0.91,0.96,64199,77732,4109,High
SC0012678,Dangote Cement,"Cement, clinker",2022,11,6,6,1,5,55.0,63.1,44.7,48.9,0.276,1.34,2.45,4.68,397.7,0.41,0.5,1,1,56,43,46878,0.5,0.096,0,86.4,0.29,55.4,15340.0,1.5,0.98,94362,33673,3207,High
SC0014752,Petrobras,"Crude oil, natural gas, refined fuels",2023,0,0,2,1,7,72.1,78.1,85.5,68.5,0.04,2.24,1.97,4.58,377.5,0.73,0.16,0,1,26,44,27403,0.64,0.012,0,85.0,0.7,87.9,18166.82,1.07,1.37,70570,43853,3379,High
SC0014376,Nestlé,Packaged foods and beverages,2023,7,11,1,1,3,67.1,68.8,44.6,68.8,0.036,1.5,0.39,2.45,246.8,0.92,0.83,0,0,3,10,19065,1.0,0.029,3,74.7,0.25,83.0,49500.33,0.59,1.0,55313,5904,7835,Moderate
SC0013051,Intel Corporation,Microprocessors and chipsets,2022,10,12,4,1,4,89.2,78.7,49.6,71.6,0.14,1.08,0.87,2.06,205.8,0.63,0.62,0,1,8,33,23034,1.0,0.024,2,63.3,0.56,56.3,39577.16,1.25,0.92,70941,55052,14039,Low
SC0006998,Samsung Electronics,Semiconductors,2021,4,10,0,1,4,76.1,64.30000000000001,67.6,71.25,0.287,1.48,1.74,2.75,98.2,0.82,0.44,1,1,40,83,11261,0.9,0.021,0,78.95,0.49,75.05,41727.65,0.67,0.99,10582,73950,7005,Moderate
SC0000005,BASF,"Chemicals, plastics, specialty materials",2019,4,2,1,1,2,89.3,58.9,92.5,56.6,0.246,1.91,0.8,0.88,445.5,0.72,0.51,2,1,15,71,34191,1.0,0.018,3,79.0,0.45,81.3,26659.78,0.54,1.11,21014,57194,10862,Low
SC0016251,Volkswagen Group,Automobiles and automotive components,2023,10,2,1,1,1,93.3,49.8,90.0,50.2,0.174,0.47,0.41,1.91,258.6,0.56,0.43,2,1,16,61,49595,1.0,0.029,1,62.0,0.6,73.1,20223.23,0.82,1.34,92164,32711,1480,Low
SC0012565,Nestlé,Packaged foods and beverages,2022,11,11,1,1,3,88.7,40.9,47.8,91.1,0.024,1.33,0.94,2.08,418.0,0.75,0.83,1,1,41,42,48068,0.92,0.029,4,64.5,0.74,61.7,44018.55,1.3,1.08,66278,11102,10509,Moderate
SC0010628,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2022,3,7,3,1,7,46.9,59.7,45.8,66.5,0.3,3.68,2.0,5.630000000000001,315.9,0.74,0.48,2,1,49,32,10325,0.5,0.096,8,63.6,0.72,58.6,5060.7,0.76,1.13,29987,45333,1012,High
SC0011149,Volkswagen Group,Automobiles and automotive components,2022,0,2,1,1,1,60.2,50.5,77.2,67.9,0.18,0.83,0.52,1.01,252.4,0.51,0.53,2,1,1,58,27083,0.85,0.058,1,85.7,0.73,89.8,15275.82,1.34,1.2,38379,66230,12519,High
SC0008999,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2021,1,9,6,1,6,59.3,83.3,82.0,54.8,0.12,1.51,2.29,4.21,75.1,0.66,0.52,0,1,39,76,11466,0.55,0.127,3,86.9,0.76,65.5,18643.6,1.18,1.12,64626,65982,10025,High
SC0014847,ExxonMobil,"Crude oil, natural gas, refined fuels",2023,8,12,4,1,7,74.0,74.0,86.7,91.4,0.125,0.85,0.68,2.23,297.9,0.76,0.83,0,1,45,87,21787,1.0,0.036,1,76.3,0.21,94.7,14245.77,1.39,1.02,62323,60387,1461,Low
SC0002294,Intel Corporation,Microprocessors and chipsets,2019,11,12,4,1,4,67.2,63.9,69.7,87.0,0.15,1.16,1.17,1.57,409.7,0.64,0.41,2,1,53,61,39431,1.0,0.02,0,79.2,0.37,67.0,16704.31,1.1,0.86,54761,8369,13571,Low
SC0008438,Tata Steel,Automotive steel,2021,6,3,5,1,8,59.3,65.7,77.7,81.9,0.288,0.8,2.05,3.0,70.0,0.69,0.82,1,1,24,85,49923,0.71,0.041,0,68.8,0.41,64.3,38779.76,1.02,0.92,54355,59473,8549,High
SC0017595,Tata Steel,Automotive steel,2024,3,3,5,1,8,67.3,84.4,78.9,55.6,0.261,2.35,0.43,3.79,110.1,0.55,0.74,3,1,15,64,30739,0.87,0.063,0,94.8,0.78,81.4,45217.71,1.27,0.92,26493,58060,11292,Moderate
SC0001450,Tesla Inc.,Electric vehicles and battery packs,2019,6,12,4,1,1,68.4,57.0,50.4,77.7,0.11,1.26,1.03,1.34,354.8,0.47,0.11,2,0,29,26,14689,1.0,0.025,2,90.3,0.38,90.6,5260.35,0.63,1.19,90881,67855,9833,Low
SC0000218,BYD Company,Electric vehicles,2019,4,1,0,1,1,63.6,39.6,43.7,68.9,0.161,1.8,1.32,3.36,431.9,0.59,0.4,3,0,41,82,21925,1.0,0.049,0,85.7,0.68,56.3,49096.71,0.64,1.24,61492,65806,4152,Low
SC0011339,Tata Steel,Automotive steel,2022,0,3,5,1,8,84.9,35.8,73.0,75.5,0.396,2.88,2.1,4.28,481.5,0.44,0.31,0,1,8,28,13168,0.68,0.086,0,66.9,0.25,75.0,31218.74,0.7,1.31,95060,12403,5565,High
SC0019021,Wilmar International,Crude palm oil,2024,5,4,0,1,0,87.4,48.1,65.4,63.5,0.021,1.98,1.6,2.21,487.4,0.9,0.4,3,1,0,71,48009,1.0,0.049,1,64.8,0.45,90.4,20394.89,1.32,0.94,73393,11625,14477,Low
SC0008959,Wilmar International,Crude palm oil,2021,1,8,0,1,0,63.3,80.9,65.0,49.3,0.091,1.32,1.72,0.85,487.2,0.49,0.72,0,1,41,14,43608,0.9,0.073,0,92.8,0.48,89.9,26837.28,0.63,1.02,61420,39523,8472,Moderate
SC0007068,Foxconn Technology Group,Electronic components and device assembly,2021,4,1,0,1,4,82.3,46.0,88.7,66.8,0.042,2.32,0.66,1.81,481.1,0.92,0.56,0,1,50,12,18223,0.91,0.073,1,66.0,0.33,56.2,40499.65,1.31,1.23,98133,17302,7767,Moderate
SC0005094,Volkswagen Group,Automobiles and automotive components,2020,6,2,1,1,1,69.7,68.8,76.0,91.6,0.102,0.76,0.55,2.98,432.4,0.89,0.52,3,1,32,11,35598,0.8,0.022,0,62.9,0.72,90.4,23452.57,0.77,1.37,52007,51044,11330,Moderate
SC0013255,Reliance Industries Limited,"Polypropylene, Polyethylene, PTA",2022,9,3,5,1,2,73.6,54.0,76.4,63.5,0.072,3.01,0.63,1.01,76.6,0.54,0.13,3,1,8,17,19987,0.54,0.058,3,83.0,0.72,91.3,27622.53,0.79,0.91,34445,36168,11907,High
SC0007825,Wilmar International,Crude palm oil,2021,0,8,0,1,0,76.3,91.6,86.0,64.2,0.133,1.45,1.33,1.04,128.4,0.58,0.29,1,1,6,58,19045,0.72,0.084,4,86.8,0.8,82.4,31739.96,0.51,1.33,97564,74667,4055,High
SC0000148,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2019,4,7,3,1,7,47.3,69.5,70.2,86.6,0.48,4.005,2.54,5.32,153.9,0.54,0.48,1,1,32,32,19460,0.53,0.015,5,72.3,0.3,84.2,23687.42,1.39,1.14,99232,42872,4903,High
SC0003173,Nestlé,Packaged foods and beverages,2019,2,11,1,1,3,84.1,77.3,63.8,80.7,0.132,1.76,1.13,1.16,464.4,0.52,0.83,0,1,48,31,27828,1.0,0.042,1,80.1,0.24,58.0,25532.35,0.75,0.88,91479,42391,5416,Low
SC0019943,BASF,"Chemicals, plastics, specialty materials",2024,10,2,1,1,2,99.6,86.2,71.0,57.7,0.204,0.35,0.53,1.99,225.3,0.79,0.66,0,1,4,78,44541,1.0,0.012,3,86.4,0.26,57.5,32404.35,0.89,1.09,61794,59994,2715,Low
SC0015029,Foxconn Technology Group,Electronic components and device assembly,2023,8,1,0,1,4,92.3,88.6,55.3,73.8,0.322,1.25,1.04,2.77,292.9,0.42,0.18,1,0,54,26,34721,1.0,0.059,4,75.4,0.45,58.0,32159.13,0.94,0.97,83378,56005,7746,Moderate
SC0013174,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2022,9,9,6,1,6,52.3,61.0,67.6,61.4,0.42,1.66,1.43,5.28,202.9,0.51,0.15,3,1,25,24,45452,0.5,0.096,7,83.6,0.72,87.3,6421.31,0.73,0.88,77539,55594,3299,High
SC0000145,Wilmar International,Crude palm oil,2019,4,8,0,1,0,75.2,68.5,45.1,78.1,0.287,0.75,0.9,3.31,378.3,0.88,0.61,0,1,33,13,43681,1.0,0.049,1,82.8,0.64,60.2,34870.37,0.6,1.28,70979,53956,2615,Low
SC0002865,Foxconn Technology Group,Electronic components and device assembly,2019,9,1,0,1,4,81.0,90.7,60.4,68.6,0.077,2.13,1.65,2.48,460.3,0.66,0.21,2,1,54,26,16346,1.0,0.014,2,75.6,0.59,58.6,8062.14,0.78,0.98,93934,61351,12866,Low
SC0012401,Anglo American,"Platinum group metals, diamonds, iron ore, coal",2022,1,9,6,1,6,58.0,64.3,63.9,48.9,0.132,2.75,2.26,3.94,132.2,0.72,0.19,0,0,32,41,40058,0.5,0.038,6,75.2,0.72,92.2,37220.21,1.4,0.92,13841,17709,5006,High
SC0010035,Wilmar International,Crude palm oil,2021,2,8,0,1,0,66.3,46.7,86.7,53.7,0.147,0.67,1.14,2.53,205.5,0.89,0.59,0,1,27,28,14431,0.93,0.073,0,79.5,0.39,57.6,9076.02,1.05,1.31,41810,60817,3825,Moderate
SC0009456,Nestlé,Packaged foods and beverages,2021,10,11,1,1,3,60.7,86.6,47.1,53.2,0.234,0.38,0.58,2.9,235.8,0.84,0.6,0,1,49,69,24299,1.0,0.072,1,84.8,0.49,74.6,39244.2,1.43,1.37,84547,47525,12549,Moderate
SC0012416,Dangote Cement,"Cement, clinker",2022,1,6,6,1,5,69.8,61.6,62.150000000000006,67.4,0.204,3.34,0.37,3.53,334.5,0.48,0.32,3,1,40,39,47136,0.5,0.038,8,79.5,0.79,73.9,27670.31,0.58,1.39,71857,30496,6119,High
SC0014691,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2023,0,4,0,1,0,74.3,56.8,74.8,81.0,0.343,2.24,1.22,1.63,223.9,0.48,0.12,3,1,20,33,36325,0.9,0.05,1,83.1,0.79,77.3,12900.19,1.39,0.86,12844,63179,5465,Moderate
SC0018068,Tesla Inc.,Electric vehicles and battery packs,2024,0,12,4,1,1,82.3,85.8,72.2,68.7,0.11,0.87,0.92,1.69,89.9,0.9,0.12,0,1,16,69,47615,1.0,0.02,2,90.8,0.27,70.8,37154.22,0.85,1.1,42264,61999,6038,Low
SC0009970,Saudi Aramco,"Crude oil, refined fuels, LPG, naphtha, diesel",2021,9,7,3,1,7,58.9,68.9,78.1,46.2,0.5674999999999999,1.03,2.55,4.6,55.7,0.57,0.41,1,0,17,14,21865,0.5,0.09,8,77.4,0.32,64.2,19928.64,1.0,0.86,70865,14685,9812,High
SC0001920,Tata Steel,Automotive steel,2019,5,3,5,1,8,49.7,73.9,87.1,70.8,0.369,3.07,1.4,2.54,96.6,0.62,0.74,3,0,8,73,44612,0.84,0.009,1,89.6,0.43,93.3,26890.54,1.16,0.83,31921,59707,12570,High
SC0005678,BASF,"Chemicals, plastics, specialty materials",2020,1,2,1,1,2,51.7,62.1,56.3,69.8,0.03,1.65,1.32,1.81,267.1,0.74,0.45,1,1,43,42,32140,0.88,0.076,2,94.8,0.23,83.7,14490.43,0.93,0.83,58967,72342,14787,High
SC0019414,Tesla Inc.,Electric vehicles and battery packs,2024,11,12,4,1,1,61.3,90.4,80.2,92.1,0.2,1.41,0.78,0.54,460.3,0.77,0.71,3,0,50,77,27147,1.0,0.04,2,82.7,0.38,66.0,42575.18,1.07,0.85,89660,59128,4400,Low
SC0014488,Musim Mas Group,"Refined palm oil, specialty fats, oleochemicals, biodiesel",2023,7,4,0,1,0,94.0,53.0,50.5,73.4,0.084,1.59,1.53,2.2,266.9,0.84,0.15,1,1,27,54,12897,1.0,0.008,1,73.3,0.69,62.7,48652.33,1.0,1.04,30390,9683,7908,Low
