Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_07586,SYN_COM_07586,Synthetic Supplier 7586,Synthetic Commodity 7586,Brazil,South America,1,Chemicals,62.72708769,74.05651096,73.56842376,68.35174054,0.496,186,0.73,0.51,2,1,46,10917,0.867626711,0.049,62.58457609,1,61.96213894,0.76,79.79,1,9961,Moderate,4.54E-05,0.825113002,0.004213612,0.62,0.344262316,48.77885264,64.30291928,81.98421188,14.99576555,0.496,0.445440793
SYN_SUP_07587,SYN_COM_07587,Synthetic Supplier 7587,Synthetic Commodity 7587,China,Asia-Pacific,2,Electronics,69.01467985,57.1571608,66.23105442,60.87661738,0.6789,964.82,0.66,0.36,2,1,9,36086,0.905845567,0.01,96.7351364,1.17,65.01377287,0.19,67.18,1,8352,Moderate,1.88E-05,0.896787111,0.000249404,0.51,0.578338824,53.70069539,68.07547457,66.91552721,25.09000292,0.58025641,0.669323999
SYN_SUP_07588,SYN_COM_07588,Synthetic Supplier 7588,Synthetic Commodity 7588,Brazil,South America,2,Electronics,58.39948509,47.13383826,45.24174252,79.35184384,0.7221,1221.41,0.67,0.42,0,1,42,44935,0.900768684,0.027,68.87275084,1.39,72.47878943,0.78,66.02,0,11027,Moderate,1.61E-05,0.876447929,0.000934683,0.545,0,78.46268022,35.03969106,68.22087126,14.99576555,0.519496403,0.773087742
SYN_SUP_07589,SYN_COM_07589,Synthetic Supplier 7589,Synthetic Commodity 7589,Japan,Asia-Pacific,1,Metals,37.365,61.04749151,75.94035272,74.93180974,0.8235,1027.53,0.7,0.42,0,0,36,17038,0.865567393,0.029,51.22115036,0.53,71.89149609,0.24,65.03,1,1407,High,4.83E-05,0.840465939,0.002112924,0.56,0,75.45975,22.419,72.77017636,27.64600311,1.553773585,0.67971089
SYN_SUP_07590,SYN_COM_07590,Synthetic Supplier 7590,Synthetic Commodity 7590,USA,North America,3,Agriculture,68.21021827,58.22441518,65.547202,76.71218812,0.9832,676.24,0.69,0.85,0,1,49,13375,0.936628157,0.037,90.6036821,1.47,72.81501092,0.63,57.05,2,10854,Low,7.35E-05,0.901972915,0.003663551,0.77,0,82.7564236,40.92613096,75.373601,8.865419883,0.668843537,0.833536253
SYN_SUP_07591,SYN_COM_07591,Synthetic Supplier 7591,Synthetic Commodity 7591,USA,South America,2,Agriculture,60.64620303,63.05251866,36.92713869,39.23416223,0.7636,728.5,0.66,0.04,1,1,29,37661,0.904042481,0.036,65.93150102,1.02,63.48851397,0.71,75.77,1,6267,Moderate,2.03E-05,0.871496951,0.000770027,0.35,0.19153034,64.83049561,49.72105515,62.66356934,14.89979223,0.748627451,0.653203844
SYN_SUP_07592,SYN_COM_07592,Synthetic Supplier 7592,Synthetic Commodity 7592,Malaysia,Asia-Pacific,2,Metals,64.47901061,61.34217615,81.09819118,56.82582618,0.2528,1049.65,0.68,0.5,0,0,31,23238,0.91418856,0.016,73.63749461,0.92,40.4260636,0.25,72.83,1,5387,Moderate,1.09E-05,0.899561543,0.001334022,0.59,0,57.55234629,38.68740637,75.54909559,19.51874501,0.274782609,0.391073021
SYN_SUP_07593,SYN_COM_07593,Synthetic Supplier 7593,Synthetic Commodity 7593,Japan,North America,2,Electronics,68.31336709,81.88502209,87.4338456,74.88142502,0.7212,695.44,0.57,0.5,0,1,39,12271,0.892000073,0.049,69.51167698,1.93,86.42927194,0.5,42.75,1,3749,Low,5.88E-05,0.84829207,0.003178225,0.535,0,83.07032152,40.98802025,83.7169228,18.3849132,0.373678756,0.590449145
SYN_SUP_07594,SYN_COM_07594,Synthetic Supplier 7594,Synthetic Commodity 7594,Brazil,Asia-Pacific,2,Agriculture,56.35359389,41.85444337,58.3255847,71.34611321,0.8616,1004.4,0.57,0.72,2,0,35,34192,0.837429899,0.01,94.51276773,0.65,99.95449547,0.7,54.26,0,1550,Moderate,2.52E-05,0.8290556,0.001023631,0.645,0.522375596,54.89957547,60.478823,73.16279235,18.22248311,1.325538462,0.70037634
SYN_SUP_07595,SYN_COM_07595,Synthetic Supplier 7595,Synthetic Commodity 7595,Japan,Asia-Pacific,2,Agriculture,68.95553309,99.78842141,99.57714198,88.09729398,0.3023,879.86,0.48,0.42,3,1,49,20347,0.949939755,0.037,58.87505026,0.53,73.33096717,0.64,69.01,0,3069,Low,1.49E-05,0.914791984,0.002408217,0.45,0.53858424,26.37306342,81.37331985,92.58857099,27.64600311,0.570377358,0.362383841
SYN_SUP_07596,SYN_COM_07596,Synthetic Supplier 7596,Synthetic Commodity 7596,India,Asia-Pacific,2,Agriculture,62.84633918,31.5496577,83.25736717,65.51209232,0.6717,1116.8,0.63,0.44,2,1,36,15277,0.870571311,0.034,73.89572639,0.77,76.03158804,0.22,71.3,1,11231,Moderate,4.40E-05,0.840971887,0.002356484,0.535,0.414294856,49.67961462,64.37447017,76.02868358,9.261089909,0.872337662,0.727364047
SYN_SUP_07597,SYN_COM_07597,Synthetic Supplier 7597,Synthetic Commodity 7597,Brazil,South America,3,Chemicals,64.38940482,58.44545785,62.9942127,64.55492741,0.9566,837.44,0.67,0.42,1,1,21,40470,0.949151354,0.049,78.17020509,1.25,77.96215689,0.49,71.39,3,9716,Moderate,2.36E-05,0.902642938,0.000518903,0.545,0.235199279,71.79537498,51.96697623,71.29710635,14.99576555,0.76528,0.831095679
SYN_SUP_07598,SYN_COM_07598,Synthetic Supplier 7598,Synthetic Commodity 7598,Japan,Asia-Pacific,2,Electronics,70.24849494,63.76190928,85.98503597,50.38352984,0.3719,169.38,0.74,0.04,1,1,25,10005,0.818976144,0.04,59.02053378,0.72,66.0298102,0.11,63.06,0,711,Moderate,3.72E-05,0.786217098,0.002498751,0.39,0.154676509,47.17719344,55.4824303,75.19251798,27.64600311,0.516527778,0.251985689
SYN_SUP_07599,SYN_COM_07599,Synthetic Supplier 7599,Synthetic Commodity 7599,China,Asia-Pacific,3,Agriculture,38.45141261,33.88492952,39.42059487,66.68709836,0.4903,935.18,0.68,0.54,0,0,9,19074,0.876576821,0.03,71.53189155,1.19,50.13463782,0.12,72.59,3,11098,High,2.57E-05,0.850279516,0.000471846,0.61,0,76.64950559,23.07084757,52.11029744,25.09000292,0.412016807,0.58552561
SYN_SUP_07600,SYN_COM_07600,Synthetic Supplier 7600,Synthetic Commodity 7600,China,Asia-Pacific,3,Agriculture,77.08844406,51.43611443,74.70932934,56.85273902,0.4749,1138.84,0.65,0.49,2,1,9,15452,0.883607863,0.044,62.49740753,0.87,99.35879672,0.19,58.28,1,3868,Low,3.07E-05,0.844729117,0.000582449,0.57,0.351955866,41.27487791,72.9197331,71.15466467,25.09000292,0.545862069,0.520647791
SYN_SUP_07601,SYN_COM_07601,Synthetic Supplier 7601,Synthetic Commodity 7601,China,Asia-Pacific,2,Metals,75.95374038,87.95589312,65.35561677,70.58252254,0.5002,842.81,0.64,0.5,2,0,18,6038,0.870846522,0.012,61.20741444,1.56,72.11562975,0.79,63.85,0,4329,Low,8.28E-05,0.860396364,0.00298112,0.57,0.351084245,52.6545242,72.23891089,78.47780838,25.09000292,0.320641026,0.490551416
SYN_SUP_07602,SYN_COM_07602,Synthetic Supplier 7602,Synthetic Commodity 7602,Malaysia,North America,2,Agriculture,66.28145632,100,78.59575602,70.37283484,0.5828,167.4,0.72,0.33,3,0,38,36611,0.889401907,0.045,51.65765058,1.17,89.07760914,0.57,75.31,1,1424,Low,1.59E-05,0.849378821,0.001037939,0.525,0.438769143,43.92149029,79.76887379,80.69787801,10.2576551,0.498119658,0.387135436
SYN_SUP_07603,SYN_COM_07603,Synthetic Supplier 7603,Synthetic Commodity 7603,Brazil,Asia-Pacific,2,Chemicals,59.8900241,59.68029317,62.24396862,69.06943775,0.4505,1031.34,0.61,0.45,0,1,22,14108,0.978244634,0.033,89.89085771,0.57,70.176782,0.21,59.2,1,908,Moderate,3.19E-05,0.945962561,0.001559399,0.53,0,58.85099156,35.93401446,65.32198431,18.22248311,0.790350877,0.450303453
SYN_SUP_07604,SYN_COM_07604,Synthetic Supplier 7604,Synthetic Commodity 7604,Indonesia,Asia-Pacific,3,Agriculture,62.74826313,56.06819721,48.27441384,47.1382479,0.54,1071.11,0.72,0.73,2,1,40,13742,0.90704848,0.03,96.16390794,1.33,80.00265374,0.79,92.47,3,9138,Moderate,3.93E-05,0.879837026,0.002910784,0.725,0.564057112,54.82144124,64.31562454,69.93720692,35.15983525,0.406015038,0.614186346
SYN_SUP_07605,SYN_COM_07605,Synthetic Supplier 7605,Synthetic Commodity 7605,Indonesia,Asia-Pacific,2,Chemicals,53.40114676,59.64023204,72.76665395,76.78437359,0.6075,1079.05,0.59,0.64,0,1,10,30144,0.857838621,0.02,73.21980697,1.04,80.0763395,0.35,76.02,1,6439,Moderate,2.02E-05,0.840681849,0.000331741,0.615,0,72.09709863,32.04068806,73.38332697,35.15983525,0.584134615,0.622171631
SYN_SUP_07606,SYN_COM_07606,Synthetic Supplier 7606,Synthetic Commodity 7606,USA,Asia-Pacific,3,Agriculture,64.25854619,74.99422531,74.80393245,68.05021856,0.4471,1059.21,0.57,0.05,1,0,35,14167,0.952865779,0.056,74.97287014,0.51,74.05652162,0.52,68.17,1,6200,Moderate,3.16E-05,0.899505295,0.00247053,0.31,0.224794979,48.0036755,51.88846105,77.80196622,18.12650979,0.876666667,0.519508811
SYN_SUP_07607,SYN_COM_07607,Synthetic Supplier 7607,Synthetic Commodity 7607,Brazil,South America,3,Food & Beverage,54.65406948,50.62990365,62.23821482,61.82188144,0.8915,589.44,0.61,0.4,0,1,7,35872,0.918643605,0.023,92.8029608,1.24,99.31077788,0.83,74.29,1,10330,Moderate,2.49E-05,0.897514802,0.000195138,0.505,0,81.75857568,32.79244169,77.71910741,14.99576555,0.718951613,0.756965104
SYN_SUP_07608,SYN_COM_07608,Synthetic Supplier 7608,Synthetic Commodity 7608,China,Asia-Pacific,3,Agriculture,81.71410518,85.47186885,88.00512811,67.34893947,0.3515,254.35,0.58,0.49,0,1,43,18033,0.93698336,0.03,69.19575792,0.83,92.57910669,0.5,55.13,1,1370,Low,1.95E-05,0.908873859,0.002384517,0.535,0,52.63756319,49.02846311,84.00256405,25.09000292,0.423493976,0.262676015
SYN_SUP_07609,SYN_COM_07609,Synthetic Supplier 7609,Synthetic Commodity 7609,Japan,Asia-Pacific,1,Agriculture,37.365,47.32797245,57.98720647,35.17908679,0.5443,912.2,0.71,0.41,0,0,36,23705,0.896705072,0.021,49.40340178,1.3,63.83608076,0.16,90.11,0,5223,High,2.30E-05,0.877874266,0.001518667,0.56,0,80.02975,22.419,62.19360324,27.64600311,0.418692308,0.540204541
SYN_SUP_07610,SYN_COM_07610,Synthetic Supplier 7610,Synthetic Commodity 7610,malaysia,Asia-Pacific,2,Chemicals,67.50292102,72.97096747,38.17321763,63.67127246,0.593,907.14,0.46,0.67,2,1,8,30972,0.938717823,0.038,63.00568737,0.87,66.13897207,0.78,74.21,0,5353,Low,1.91E-05,0.903046545,0.000258298,0.565,0.379313789,47.58231098,67.16841928,64.68660881,10.14898003,0.681609195,0.570183784
SYN_SUP_07611,SYN_COM_07611,Synthetic Supplier 7611,Synthetic Commodity 7611,India,Asia-Pacific,3,Chemicals,63.54863843,63.57204721,65.85769856,66.98571592,0.2655,1140.98,0.55,0.38,0,1,44,9544,0.911351001,0.036,87.62489853,1.03,51.02843492,0.7,62.32,1,6377,Moderate,2.78E-05,0.878542365,0.004610226,0.465,0,59.84547655,38.12918306,76.92884928,9.261089909,0.25776699,0.426875928
SYN_SUP_07612,SYN_COM_07612,Synthetic Supplier 7612,Synthetic Commodity 7612,India,Asia-Pacific,2,Agriculture,78.5607451,92.16090171,83.41381829,71.41428683,0.697,733.12,0.5,0.55,2,1,44,25428,0.903231599,0.027,48.43885536,1.37,47.26386167,0.59,64.35,1,4304,Low,2.74E-05,0.878844346,0.001730376,0.525,0.283801428,53.81207255,73.80311373,83.50690914,9.261089909,0.508759124,0.589396483
SYN_SUP_07613,SYN_COM_07613,Synthetic Supplier 7613,Synthetic Commodity 7613,Malaysia,South America,2,Electronics,69.27819941,79.3963435,35.18309219,74.07064328,0.9238,1075.73,0.28,0.4,2,0,35,40030,0.912048448,0.026,68.65283744,0.79,50.53501153,0.69,80.26,1,4510,Moderate,2.31E-05,0.888335188,0.000874344,0.34,0.406578208,54.03096354,68.23358632,61.3915461,16.29202745,1.169367089,0.787161502
SYN_SUP_07614,SYN_COM_07614,Synthetic Supplier 7614,Synthetic Commodity 7614,USA,North America,2,Agriculture,57.64902418,59.18498025,54.93205228,51.07593451,0.5664,702.91,0.63,0.68,3,1,47,8437,0.910184109,0.055,100,0.96,73.73419693,0.14,59.53,1,3980,Moderate,6.71E-05,0.860123983,0.0055707,0.655,0.860123983,43.38284154,74.58941451,60.26602614,8.865419883,0.59,0.501757756
SYN_SUP_07615,SYN_COM_07615,Synthetic Supplier 7615,Synthetic Commodity 7615,Japan,South America,3,Electronics,73.39235934,63.33199211,91.62646986,77.53952928,0.4205,1237.72,0.64,0.75,0,0,42,2381,0.914572321,0.032,90.81009039,1.31,94.07961941,0.8,59.73,0,9429,Moderate,0.000176606,0.885306007,0.017639647,0.695,0,64.47517423,44.0354156,91.81323493,24.41928555,0.320992366,0.574879215
SYN_SUP_07616,SYN_COM_07616,Synthetic Supplier 7616,Synthetic Commodity 7616,india,Asia-Pacific,3,Electronics,65.88211689,73.62584878,73.40801233,78.67481278,0.3131,1159.59,0.58,0.39,2,1,47,2087,0.914139597,0.021,98.2535613,0.83,75.81251314,0.18,68.61,1,4789,Low,0.000150024,0.894942665,0.022520364,0.485,0.586208693,40.55209242,66.1959368,70.30400617,24.18666398,0.377228916,0.438709685
SYN_SUP_07617,SYN_COM_07617,Synthetic Supplier 7617,Synthetic Commodity 7617,Japan,Asia-Pacific,3,Agriculture,53.24175011,81.55221572,91.71702063,65.47538835,0.1073,897.35,0.56,0.54,2,1,40,11987,0.914858809,0.038,96.72641833,0.78,90.73029322,0.84,70.67,1,3714,Low,8.95E-06,0.880094175,0.003336948,0.55,0.567522382,39.08122079,58.61171673,92.65851031,27.64600311,0.137564103,0.256498383
SYN_SUP_07618,SYN_COM_07618,Synthetic Supplier 7618,Synthetic Commodity 7618,USA,North America,3,Electronics,62.05507518,72.02661754,61.82639666,76.66832342,0.7626,1033.85,0.65,0.05,0,1,15,43568,0.879670014,0.024,76.12393818,1.35,72.72740897,0.57,59.86,1,4145,Low,1.75E-05,0.858557934,0.000344289,0.35,0,77.59572369,37.23304511,72.31319833,8.865419883,0.564888889,0.678635018
SYN_SUP_07619,SYN_COM_07619,Synthetic Supplier 7619,Synthetic Commodity 7619,Japan,Asia-Pacific,3,Electronics,81.04165105,97.48294829,78.94333845,85.71757289,0.3921,1003.65,0.43,0.37,1,0,26,4432,0.824468717,0.02,91.83025448,1.26,74.95590324,0.19,57.33,1,3653,Low,8.85E-05,0.807979343,0.005866426,0.4,0.247323162,52.0045888,61.95832396,73.27166922,27.64600311,0.311190476,0.444948877
SYN_SUP_07620,SYN_COM_07620,Synthetic Supplier 7620,Synthetic Commodity 7620,China,Asia-Pacific,2,Agriculture,67.19561129,85.54236386,96.11898471,82.3594281,0.8053,1261.18,0.51,0.51,1,1,12,24406,0.876236244,0.039,70.09684465,1.03,73.3998153,0.6,51.79,0,3611,Low,3.30E-05,0.842063031,0.000491682,0.51,0.196753205,63.73070272,53.65070011,90.05949236,25.09000292,0.78184466,0.736764455
SYN_SUP_07621,SYN_COM_07621,Synthetic Supplier 7621,Synthetic Commodity 7621,Japan,Asia-Pacific,3,Agriculture,55.00098283,37.36897999,71.26894729,35.13597657,0.9015,1134.91,0.58,0.47,0,1,32,44218,0.792194993,0.045,90.3979206,1.17,57.12307522,0.34,52.08,1,5999,Moderate,2.04E-05,0.756546218,0.000723687,0.525,0,80.83715601,33.0005897,72.43447365,27.64600311,0.770512821,0.802683314
SYN_SUP_07622,SYN_COM_07622,Synthetic Supplier 7622,Synthetic Commodity 7622,India,Asia-Pacific,3,Metals,66.00904309,93.16077675,94.91705134,79.13264344,0.886,1334.94,0.57,0.58,0,1,23,15499,0.936225845,0.039,56.89087435,1.22,83.53417826,0.7,79.31,1,4707,Low,5.72E-05,0.899713037,0.001483967,0.575,0,77.34683492,39.60542585,91.45852567,9.261089909,0.726229508,0.811667376
SYN_SUP_07623,SYN_COM_07623,Synthetic Supplier 7623,Synthetic Commodity 7623,USA,North America,3,Agriculture,65.54119325,43.65354036,47.60618949,48.40076348,0.8187,1398.11,0.59,0.1,0,1,39,25065,0.88305035,0.044,92.31926506,0.81,99.20424578,0.14,70.73,1,8612,Moderate,3.27E-05,0.844196135,0.001555955,0.345,0,69.67808236,39.32471595,56.60309474,8.865419883,1.010740741,0.831208882
SYN_SUP_07624,SYN_COM_07624,Synthetic Supplier 7624,Synthetic Commodity 7624,India,Asia-Pacific,2,Agriculture,63.78669721,64.31005146,60.37852459,55.2718471,0.1254,1304.24,0.39,0.48,1,1,43,14134,0.860258274,0.031,80.14824036,0.74,98.76010863,0.7,53.86,1,549,Moderate,8.87E-06,0.833590267,0.003042309,0.435,0.222702644,43.57632264,51.60535166,74.1892623,9.261089909,0.169459459,0.297810547
SYN_SUP_07625,SYN_COM_07625,Synthetic Supplier 7625,Synthetic Commodity 7625,Japan,Asia-Pacific,3,Chemicals,57.80911718,55.82393588,35.17815475,55.14330221,0.1902,855.01,0.76,0.42,0,0,38,12470,0.83825737,0.025,94.10994905,0.77,64.0713402,0.27,57.47,1,1396,Moderate,1.53E-05,0.817300935,0.003047314,0.59,0,56.07180899,34.68547031,52.98907738,27.64600311,0.247012987,0.269833803
SYN_SUP_07626,SYN_COM_07626,Synthetic Supplier 7626,Synthetic Commodity 7626,Malaysia,South America,2,Chemicals,51.24989614,42.47255142,62.2669416,69.02630047,0.7604,57.79,0.56,0.36,0,0,18,22878,0.903156545,0.018,72.43624786,1.01,100,0.73,58.64,3,5090,Moderate,3.32E-05,0.886899727,0.000786782,0.46,0,76.22253635,30.74993768,75.7334708,16.29202745,0.752871287,0.520812602
SYN_SUP_07627,SYN_COM_07627,Synthetic Supplier 7627,Synthetic Commodity 7627,USA,Asia-Pacific,2,Agriculture,56.25946937,54.52535528,58.80663282,48.53040095,0.4571,820.86,0.69,0.66,0,1,30,25938,0.835109834,0.042,63.51651374,1.11,99.16553509,0.72,70.83,1,7259,Moderate,1.76E-05,0.800035221,0.001156604,0.675,0,68.38668572,33.75568162,73.80331641,18.12650979,0.411801802,0.49768953
SYN_SUP_07628,SYN_COM_07628,Synthetic Supplier 7628,Synthetic Commodity 7628,Brazil,South America,2,Electronics,55.22952914,47.37059512,61.42646259,45.57585154,0.7282,1121.89,0.34,0.25,0,0,43,22497,0.935086924,0.023,53.51969479,0.63,53.90172226,0.64,71.39,3,7210,Moderate,3.24E-05,0.913579925,0.001911366,0.295,0,68.3246648,33.13771749,73.5132313,14.99576555,1.155873016,0.711660799
SYN_SUP_07629,SYN_COM_07629,Synthetic Supplier 7629,Synthetic Commodity 7629,USA,North America,2,Agriculture,74.23988181,76.22158752,77.67185536,77.96797667,0.6187,1310.05,0.55,0.16,0,1,25,19100,0.846204945,0.061,94.27250282,1.99,74.00703268,0.23,80.92,1,8188,Low,3.24E-05,0.794586444,0.001308901,0.355,0,79.33354137,44.54392908,73.43592768,8.865419883,0.310904523,0.690695828
SYN_SUP_07630,SYN_COM_07630,Synthetic Supplier 7630,Synthetic Commodity 7630,Malaysia,Asia-Pacific,3,Agriculture,62.3979459,31.02384972,72.81141182,44.63949658,0.4862,1442.63,0.4,0.15,2,0,34,21766,0.889048684,0.047,73.61419026,1.2,70.96644901,0.82,62.2,1,3601,Moderate,2.23E-05,0.847263396,0.001562069,0.275,0.415804059,51.64905227,64.10543421,82.80570591,19.51874501,0.405166667,0.576478288
SYN_SUP_07631,SYN_COM_07631,Synthetic Supplier 7631,Synthetic Commodity 7631,Brazil,South America,2,Food & Beverage,53.63387955,57.58941125,59.0729926,45.68727871,0.5992,1160.83,0.37,0.31,0,1,8,31208,0.869362104,0.048,55.18665797,0.67,91.01857641,0.4,72.72,2,9476,Moderate,1.92E-05,0.827632723,0.000256345,0.34,0,66.25814216,32.18032773,67.5364963,14.99576555,0.894328358,0.669426064
SYN_SUP_07632,SYN_COM_07632,Synthetic Supplier 7632,Synthetic Commodity 7632,Malaysia,Asia-Pacific,2,Agriculture,67.24499956,63.10291574,56.09559824,68.2576646,0.3894,671.35,0.64,0.18,0,0,21,17764,0.916614754,0.061,72.79240524,0.46,72.60582847,0.4,67.75,0,5682,Moderate,2.19E-05,0.860701254,0.001182166,0.41,0,53.09925016,40.34699973,66.04779912,19.51874501,0.846521739,0.411481379
SYN_SUP_07633,SYN_COM_07633,Synthetic Supplier 7633,Synthetic Commodity 7633,China,Asia-Pacific,3,Electronics,67.78099944,89.16867878,77.62291172,76.70656335,0.4803,519.12,0.54,0.32,0,0,39,26844,0.834051531,0.036,43.83985702,0.75,88.136597,0.75,72.02,0,5460,Low,1.79E-05,0.804025676,0.001452839,0.43,0,59.5341502,40.66859966,83.81145586,25.09000292,0.6404,0.436975254
SYN_SUP_07634,SYN_COM_07634,Synthetic Supplier 7634,Synthetic Commodity 7634,Malaysia,Asia-Pacific,3,Metals,67.64894202,84.66223491,81.97526513,58.28946161,0.8695,884.26,0.67,0.39,0,0,8,25436,0.95154144,0.032,82.67782217,0.91,76.9215401,0.3,66.73,0,9012,Low,3.42E-05,0.921092114,0.000314515,0.53,0,71.71037029,40.58936521,76.98763257,19.51874501,0.955494505,0.778073636
SYN_SUP_07635,SYN_COM_07635,Synthetic Supplier 7635,Synthetic Commodity 7635,Indonesia,Asia-Pacific,1,Agriculture,74.93143272,53.97767822,90.98432861,34.31093766,0.102,96.52,0.73,0.4,2,0,7,9477,0.850003548,0.033,83.02324614,0.58,72.32152734,0.79,84.94,1,4659,Moderate,1.08E-05,0.821953431,0.00073863,0.565,0.454941613,28.35733188,71.6255263,91.2921643,35.15983525,0.175862069,0.12704242
SYN_SUP_07636,SYN_COM_07636,Synthetic Supplier 7636,Synthetic Commodity 7636,Malaysia,Asia-Pacific,3,Metals,79.60481214,85.34421922,94.14892847,77.45396852,0.4231,1181.65,0.54,0.38,3,1,14,18313,0.90037102,0.005,99.10906816,0.53,59.72002529,0.5,74.73,3,3696,Low,2.31E-05,0.895869165,0.000764484,0.46,0.887887581,25.66581575,87.76288728,87.07446423,19.51874501,0.798301887,0.494792982
SYN_SUP_07637,SYN_COM_07637,Synthetic Supplier 7637,Synthetic Commodity 7637,Brazil,South America,3,Agriculture,59.75719012,29.1532861,81.88766456,52.14289404,0.7192,1101.74,0.65,0.69,1,0,38,32245,0.864563779,0.017,61.27919563,1.23,58.40825497,0.32,62.05,3,2694,Moderate,2.23E-05,0.849866194,0.001178477,0.67,0.173597056,67.18165012,49.18764741,77.34383228,14.99576555,0.584715447,0.646089325
SYN_SUP_07638,SYN_COM_07638,Synthetic Supplier 7638,Synthetic Commodity 7638,USA,South America,3,Chemicals,50.07527953,58.87580259,53.73180188,37.49134798,0.716,258.94,0.79,0.71,3,0,41,16617,0.914860463,0.047,56.09480969,0.85,86.30095795,0.63,73.26,0,2723,Moderate,4.31E-05,0.871862021,0.002467353,0.75,0.489069342,48.12365216,70.04516772,69.46590094,14.89979223,0.842352941,0.499153878
SYN_SUP_07639,SYN_COM_07639,Synthetic Supplier 7639,Synthetic Commodity 7639,Brazil,Asia-Pacific,2,Electronics,57.06223483,57.08504681,56.09458818,58.39581232,0.4257,920.47,0.68,0.57,0,1,17,24898,0.88022151,0.046,83.00032434,1.08,59.70841246,0.68,55.58,3,2842,Moderate,1.71E-05,0.83973132,0.000682786,0.625,0,66.87071781,34.2373409,71.64729409,18.22248311,0.394166667,0.440579049
SYN_SUP_07640,SYN_COM_07640,Synthetic Supplier 7640,Synthetic Commodity 7640,China,Asia-Pacific,3,Chemicals,77.32170594,53.66214981,82.8794638,53.60775581,0.5258,1292.41,0.57,0.41,0,0,34,16506,0.879228171,0.032,99.8602885,0.79,63.16761742,0.57,70.27,0,127,Moderate,3.19E-05,0.851092869,0.002059857,0.49,0,57.93240292,46.39302357,82.8397319,25.09000292,0.66556962,0.530711963
SYN_SUP_07641,SYN_COM_07641,Synthetic Supplier 7641,Synthetic Commodity 7641,USA,North America,3,Chemicals,61.65394324,43.50673745,86.83748827,68.79897923,0.162,638.26,0.69,0.61,0,1,15,26304,0.909008336,0.036,65.59388827,0.86,89.93212359,0.34,48.51,1,6442,Low,6.16E-06,0.876284036,0.000570255,0.65,0,55.37111986,36.99236595,80.21874413,8.865419883,0.188372093,0.278874836
SYN_SUP_07642,SYN_COM_07642,Synthetic Supplier 7642,Synthetic Commodity 7642,China,Asia-Pacific,3,Electronics,60.84086266,35.48636095,55.77859955,42.51792662,0.679,538.37,0.45,0.4,2,1,32,23437,0.859218363,0.035,78.60760049,0.81,100,0.2,68.18,1,9902,Moderate,2.90E-05,0.82914572,0.001365362,0.425,0.43451437,51.1640314,63.17118426,61.88929977,25.09000292,0.838271605,0.615282456
SYN_SUP_07643,SYN_COM_07643,Synthetic Supplier 7643,Synthetic Commodity 7643,USA,Asia-Pacific,3,Food & Beverage,70.95716578,47.42981419,56.6037716,69.83344168,0.8533,1296.97,0.56,0.47,0,0,46,31265,0.858196571,0.043,65.7576664,1.23,60.11578374,0.83,51.62,0,8205,Moderate,2.73E-05,0.821294118,0.001471294,0.515,0,74.94749198,42.57429947,74.9018858,18.12650979,0.693739837,0.829413007
SYN_SUP_07644,SYN_COM_07644,Synthetic Supplier 7644,Synthetic Commodity 7644,Brazil,South America,3,Agriculture,63.12557076,60.76820682,40.2232451,42.24086291,0.2898,1134.18,0.37,0.51,0,0,9,19319,0.929416413,0.032,42.17971255,1.09,55.8421159,0.68,52.01,0,6015,Moderate,1.50E-05,0.899675088,0.000465863,0.44,0,61.50105023,37.87534246,63.71162255,14.99576555,0.26587156,0.435738262
SYN_SUP_07645,SYN_COM_07645,Synthetic Supplier 7645,Synthetic Commodity 7645,Japan,Asia-Pacific,3,Metals,50.14273441,57.3257106,71.18945801,49.24596153,0.6653,1409.34,0.55,0.58,0,0,39,15508,0.944831403,0.017,53.77747612,1.36,72.04385544,0.82,83.66,1,59,Moderate,4.29E-05,0.928769269,0.002514831,0.565,0,79.48254296,30.08564065,81.994729,27.64600311,0.489191176,0.633728207
SYN_SUP_07646,SYN_COM_07646,Synthetic Supplier 7646,Synthetic Commodity 7646,Malaysia,Asia-Pacific,2,Agriculture,55.20975737,60.67781327,57.40577906,39.73842887,0.7633,1210.85,0.61,0.21,0,1,24,27736,0.897534486,0.039,84.13059078,0.62,86.43773168,0.82,67.6,1,10433,Moderate,2.75E-05,0.862530641,0.000865301,0.41,0,69.05908492,33.12585442,75.10288953,19.51874501,1.231129032,0.788528871
