Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name
brazil,North America,3,Chemicals,63.21830782658103,64.0760720664194,51.26594016506045,55.408472132942045,0.9926,1187.06,0.64,0.43,1,0,22,16001,0.8976771165757036,0.057,90.16026380749736,0.73,98.08561064954885,0.21,86.89,3,10131,Moderate,SYN_SUP_12804,SYN_COM_12804,Synthetic Supplier 12804,Synthetic Commodity 12804
Brazil,South America,3,Electronics,70.39636501037207,75.69856046287417,38.0671322104226,73.83703260294688,0.1291,446.81,0.77,0.72,1,0,30,31863,0.9586953973315219,0.034,92.39544538218964,0.92,74.8373355796729,0.51,59.38,1,8679,Moderate,SYN_SUP_12805,SYN_COM_12805,Synthetic Supplier 12805,Synthetic Commodity 12805
USA,North America,3,Chemicals,62.63390002004106,65.60155204630708,76.46435923796496,33.5290571860403,0.6815,1175.44,0.45,0.11,0,1,48,11300,0.8853241492825784,0.037,62.87206552898671,0.83,85.25988257102411,0.34,74.01,1,8835,Moderate,SYN_SUP_12806,SYN_COM_12806,Synthetic Supplier 12806,Synthetic Commodity 12806
Japan,Asia-Pacific,2,Agriculture,52.4149420995278,20.013578562111977,48.00297311706691,40.80679045692436,0.5443,915.21,0.72,0.41,0,1,39,25708,0.8040053268930452,0.022,69.18779398608046,1.02,59.259109305146254,0.81,72.63,0,10074,High,SYN_SUP_12807,SYN_COM_12807,Synthetic Supplier 12807,Synthetic Commodity 12807
Indonesia,North America,3,Chemicals,71.09042211657277,64.61953406774732,86.83057323425606,68.20172744494181,0.8537,626.91,0.66,0.61,0,1,40,28559,0.8884717117116367,0.044,77.41674464376051,1.2,66.57626048487457,0.19,78.13,1,808,Low,SYN_SUP_12808,SYN_COM_12808,Synthetic Supplier 12808,Synthetic Commodity 12808
Japan,Asia-Pacific,3,Metals,80.27712944113334,46.11451714169653,61.64662380362465,69.24653902934922,0.7544,1127.78,0.61,0.54,1,1,9,11838,0.8942108354505436,0.035,46.10891737375394,1.3,72.39543560299616,0.16,56.8,1,10077,Moderate,SYN_SUP_12809,SYN_COM_12809,Synthetic Supplier 12809,Synthetic Commodity 12809
Brazil,North America,2,Agriculture,58.6199854388562,45.069436864354756,50.590417965307836,41.29943164801099,0.7235,1161.66,0.78,0.37,0,1,12,27423,0.9764707967201868,0.006,87.64212585043558,0.89,91.8260665244753,0.65,82.69,0,4737,Moderate,SYN_SUP_12810,SYN_COM_12810,Synthetic Supplier 12810,Synthetic Commodity 12810
usa,North America,3,Agriculture,55.74482852810363,36.89057301855707,33.90081492698947,64.70718475925604,0.7673,1074.23,0.68,0.44,2,0,47,7607,0.9652572214666477,0.044,98.10957482378936,0.82,99.39400495488528,0.19,58.27,1,8019,Moderate,SYN_SUP_12811,SYN_COM_12811,Synthetic Supplier 12811,Synthetic Commodity 12811
China,Asia-Pacific,3,Agriculture,44.3126117393955,34.078549701327915,31.005424534075836,27.021710921509666,0.095,1151.45,0.69,0.44,1,0,22,30561,0.8710322949411297,0.028,94.76211524665499,1.38,97.24179230770153,0.18,51.5,4,2632,High,SYN_SUP_12812,SYN_COM_12812,Synthetic Supplier 12812,Synthetic Commodity 12812
Japan,Asia-Pacific,2,Metals,62.68858499002379,77.26160272455449,56.06224207773899,47.17924250516082,0.7359,1195.21,0.38,0.34,0,0,22,46857,0.8333093311627392,0.041,68.65733792294704,1.1,98.8567709813103,0.81,57.9,0,3384,Moderate,SYN_SUP_12813,SYN_COM_12813,Synthetic Supplier 12813,Synthetic Commodity 12813
Japan,Asia-Pacific,3,Electronics,54.73533307051712,47.42676293021136,45.50960637057401,33.46987003719349,0.8391,551.94,0.56,0.41,1,0,16,15574,0.9354147452205546,0.025,69.71345257878369,1.04,47.90996936978317,0.43,58.27,0,728,High,SYN_SUP_12814,SYN_COM_12814,Synthetic Supplier 12814,Synthetic Commodity 12814
Indonesia,Asia-Pacific,2,Metals,59.02554111043908,74.94976751866413,71.66126294307496,71.85840551592374,0.8736,460.48,0.68,0.6,2,1,40,36701,0.9553122123558058,0.036,51.53079022871277,0.77,74.09162905896305,0.44,81.79,2,1767,Moderate,SYN_SUP_12815,SYN_COM_12815,Synthetic Supplier 12815,Synthetic Commodity 12815
Japan,Asia-Pacific,3,Metals,70.27429155290717,76.09206749257973,94.4619334132387,73.84739665642279,0.5349,1058.31,0.63,0.53,0,1,41,3620,0.8781174146035888,0.029,80.57636848581973,1.55,79.898020502217,0.51,65.65,1,3011,Low,SYN_SUP_12816,SYN_COM_12816,Synthetic Supplier 12816,Synthetic Commodity 12816
India,Asia-Pacific,3,Agriculture,52.97555586054404,67.72408577986626,79.99007144448169,40.018048441224764,0.6007,449.68,0.67,0.18,0,1,14,9083,0.876065598836543,0.022,83.44347480185469,0.47,69.7833337659232,0.35,53.83,0,792,Moderate,SYN_SUP_12817,SYN_COM_12817,Synthetic Supplier 12817,Synthetic Commodity 12817
USA,North America,2,Chemicals,62.76679441561684,63.97249021519917,64.56155646347042,67.07155373038862,0.8201,762.95,0.51,0.48,0,1,46,17479,0.9514601473560826,0.037,89.0990127862438,1.83,91.42549643796714,0.34,78.93,1,9574,Moderate,SYN_SUP_12818,SYN_COM_12818,Synthetic Supplier 12818,Synthetic Commodity 12818
Brazil,Asia-Pacific,1,Metals,56.29428151697167,64.37440257466729,70.70965825879819,72.45450087773669,0.8639,991.24,0.77,0.4,1,0,28,21610,0.8764103323273208,0.039,61.9468538384235,1.17,70.52767694975313,0.14,62.8,3,7442,Moderate,SYN_SUP_12819,SYN_COM_12819,Synthetic Supplier 12819,Synthetic Commodity 12819
China,Asia-Pacific,3,Chemicals,67.38480295787946,50.70104123814571,45.11906856879782,68.89350083073691,0.4342,1414.13,0.5,0.09,3,1,30,6713,0.8637020924298239,0.028,53.97040114685736,1.12,73.15429466951763,0.77,63.93,2,9559,Moderate,SYN_SUP_12820,SYN_COM_12820,Synthetic Supplier 12820,Synthetic Commodity 12820
Malaysia,Asia-Pacific,3,Agriculture,65.86370047365367,39.5192811964874,41.08889806580275,38.34923299881635,0.2698,939.92,0.75,0.15,1,0,13,38094,0.8914204409529827,0.04,55.06069013023516,1.68,50.96158816673752,0.36,78.53,3,10485,Moderate,SYN_SUP_12821,SYN_COM_12821,Synthetic Supplier 12821,Synthetic Commodity 12821
Brazil,South America,1,Electronics,55.62099329561692,92.90777435698624,64.36774006358652,76.4657543395872,0.4902,956.55,0.57,0.27,0,0,33,21868,0.9556954730410696,0.017,93.70821973763589,0.56,35.99874497838747,0.63,82.04,1,687,Moderate,SYN_SUP_12822,SYN_COM_12822,Synthetic Supplier 12822,Synthetic Commodity 12822
Brazil,South America,1,Agriculture,76.88878581771306,76.64030988336259,50.5459179820645,52.83435130493453,0.4144,1112.25,0.51,0.57,1,0,14,36582,0.9354638558072524,0.04,87.38251067296929,1.3,74.66292438341377,0.8,71.69,2,11706,Low,SYN_SUP_12823,SYN_COM_12823,Synthetic Supplier 12823,Synthetic Commodity 12823
Japan,North America,3,Food & Beverage,53.88130884920515,86.15061198446917,60.69135224094294,53.799037719584916,0.2817,1433.71,0.34,0.33,3,0,7,18966,0.9392537828390031,0.028,71.76867742483488,0.85,91.98508644747986,0.1,75.64,1,5152,Moderate,SYN_SUP_12824,SYN_COM_12824,Synthetic Supplier 12824,Synthetic Commodity 12824
Japan,Asia-Pacific,3,Electronics,45.76605135140354,64.8008861084769,67.35679067687107,73.1381472178188,0.6153,403.45,0.65,0.42,1,1,10,5128,0.9361440603486998,0.018,74.69865519082805,0.77,97.32052152618131,0.74,79.92,1,3728,Low,SYN_SUP_12825,SYN_COM_12825,Synthetic Supplier 12825,Synthetic Commodity 12825
japan,South America,1,Metals,61.21437089987929,41.79263404636447,57.01572452905788,53.71569524131168,0.8598,1048.8,0.67,0.4,0,0,11,13023,0.941695729152029,0.039,87.34977612564651,0.2,52.809558739143625,0.45,48.99,1,9710,Moderate,SYN_SUP_12826,SYN_COM_12826,Synthetic Supplier 12826,Synthetic Commodity 12826
Indonesia,Asia-Pacific,2,Agriculture,67.96798654990653,86.76595911273395,65.82135997384329,53.25156802358406,0.5412,880.57,0.7,0.05,2,0,10,14635,0.9323831815623178,0.045,79.2868811109388,0.97,78.88940144913471,0.69,64.49,0,667,Moderate,SYN_SUP_12827,SYN_COM_12827,Synthetic Supplier 12827,Synthetic Commodity 12827
India,Asia-Pacific,1,Agriculture,74.7123105051343,92.55231099166306,90.44307557221386,64.58543414094396,0.5286,963.97,0.42,0.7,1,0,32,24371,0.8751389705451206,0.012,54.18536910362011,1.14,75.67733744055965,0.77,74.4,1,11298,Low,SYN_SUP_12828,SYN_COM_12828,Synthetic Supplier 12828,Synthetic Commodity 12828
Brazil,South America,1,Electronics,70.15764349028767,56.561495882407705,98.68792347945445,74.25092428181678,0.5753,1234.93,0.79,0.66,2,0,36,36849,0.8951525128247075,0.034,78.4331959781826,1.39,57.92346407671959,0.14,67.85,0,8444,Low,SYN_SUP_12829,SYN_COM_12829,Synthetic Supplier 12829,Synthetic Commodity 12829
Brazil,Asia-Pacific,2,Electronics,60.147933497020766,52.96956778653657,58.10314329298415,53.10457848080446,0.825,196.99,0.51,0.59,2,1,35,24760,0.8766757161178321,0.044,78.5727174574886,0.7,98.05073056058599,0.13,77.8,0,8615,Moderate,SYN_SUP_12830,SYN_COM_12830,Synthetic Supplier 12830,Synthetic Commodity 12830
Brazil,South America,3,Agriculture,56.74405530790033,69.18339717055724,42.41165160888363,40.44981492624852,0.1152,653.73,0.34,0.38,0,1,37,14360,0.9639817783001714,0.052,49.952395640829806,0.2,48.230109847618266,0.79,63.77,3,9263,Moderate,SYN_SUP_12831,SYN_COM_12831,Synthetic Supplier 12831,Synthetic Commodity 12831
Brazil,South America,2,Agriculture,48.66826702625775,64.68017045892108,53.696955355252065,27.924943138638447,0.5249,723.08,0.62,0.43,1,1,32,15258,0.9507510978660259,0.003,64.50107718814294,0.48,48.985610502686555,0.38,66.46,2,7292,Moderate,SYN_SUP_12832,SYN_COM_12832,Synthetic Supplier 12832,Synthetic Commodity 12832
USA,Asia-Pacific,1,Chemicals,55.977121477174315,46.40184864646688,71.35445035130638,92.87049291705314,0.4374,1050.1,0.71,0.45,2,0,29,17744,0.963705521184983,0.048,72.7126290596969,1.36,71.73853199401316,0.26,51.2,0,1171,Moderate,SYN_SUP_12833,SYN_COM_12833,Synthetic Supplier 12833,Synthetic Commodity 12833
usa,Asia-Pacific,3,Agriculture,58.455321631701004,59.41690322422554,69.81444404058367,48.04902258560059,0.8354,1198.88,0.71,0.61,2,0,12,30700,0.8599744631096166,0.016,98.67981812624303,1.28,91.16583900230849,0.84,66.78,1,4129,Low,SYN_SUP_12834,SYN_COM_12834,Synthetic Supplier 12834,Synthetic Commodity 12834
Brazil,South America,3,Electronics,62.734025483782894,58.54829622649041,55.74129185848852,59.73344716514725,0.7187,996.41,0.7,0.32,0,1,25,21625,0.830888548346187,0.045,90.06563793341591,0.23,88.33988050866002,0.62,78.46,1,3139,Moderate,SYN_SUP_12835,SYN_COM_12835,Synthetic Supplier 12835,Synthetic Commodity 12835
Indonesia,Asia-Pacific,2,Food & Beverage,55.23442779475556,54.13728943002886,79.06250487577974,75.03345987377949,0.6751,1042.65,0.68,0.05,0,1,38,24708,0.9219360972044437,0.053,64.44963334014382,1.36,87.39025916522759,0.65,54.15,1,8699,Low,SYN_SUP_12836,SYN_COM_12836,Synthetic Supplier 12836,Synthetic Commodity 12836
Malaysia,Asia-Pacific,1,Metals,50.13404345626651,53.057169661050125,57.618548463940286,64.04426592908194,0.7594,1157.45,0.56,0.46,0,1,38,18574,0.8580446979394721,0.031,72.33625086728945,0.77,52.536426784440714,0.37,86.0,0,5313,Moderate,SYN_SUP_12837,SYN_COM_12837,Synthetic Supplier 12837,Synthetic Commodity 12837
Malaysia,Asia-Pacific,2,Agriculture,45.794564841795314,42.295487475105354,50.146601061885406,55.23144575589605,0.483,533.77,0.54,0.51,2,1,13,26239,0.8773682460486829,0.056,70.20154146437616,1.2,68.43838928188637,0.78,73.04,2,880,Moderate,SYN_SUP_12838,SYN_COM_12838,Synthetic Supplier 12838,Synthetic Commodity 12838
India,Asia-Pacific,3,Agriculture,61.97407719982776,58.38451985459128,72.99486156175615,66.92631084941306,0.4941,1011.51,0.71,0.41,0,1,50,12214,0.7970365064642062,0.052,54.116282476615375,1.08,90.07518470350495,0.59,57.9,1,6970,Moderate,SYN_SUP_12839,SYN_COM_12839,Synthetic Supplier 12839,Synthetic Commodity 12839
Brazil,South America,2,Agriculture,78.00129819232718,82.88698389707228,71.80576286215808,84.28967602970695,0.499,543.32,0.5,0.39,0,1,28,25013,0.8979102716332726,0.034,99.80723535272774,1.1,51.209204330346594,0.62,67.19,0,6365,Low,SYN_SUP_12840,SYN_COM_12840,Synthetic Supplier 12840,Synthetic Commodity 12840
Brazil,Asia-Pacific,3,Metals,54.29119484432102,66.35816750552469,43.405624387215894,69.27827062280522,0.9836,189.75,0.64,0.11,0,1,42,28391,0.9387183787603082,0.041,93.72212662675352,1.13,61.61469196497015,0.82,72.92,1,6348,Moderate,SYN_SUP_12841,SYN_COM_12841,Synthetic Supplier 12841,Synthetic Commodity 12841
Brazil,South America,2,Electronics,63.12489134875515,85.78990473093059,49.722417776868305,68.37678921692762,0.3226,1354.14,0.47,0.31,0,1,35,35168,0.8012876599960508,0.032,61.5114630806001,1.31,54.45477438604172,0.56,48.68,1,3332,Moderate,SYN_SUP_12842,SYN_COM_12842,Synthetic Supplier 12842,Synthetic Commodity 12842
Brazil,South America,3,Chemicals,72.33821169566478,48.518058250624065,51.00287251189454,39.86445746338811,0.9251,536.77,0.69,0.39,2,1,39,12573,0.8777884787679144,0.05,77.7124783083474,1.38,71.15605180208762,0.53,74.16,0,7903,Moderate,SYN_SUP_12843,SYN_COM_12843,Synthetic Supplier 12843,Synthetic Commodity 12843
Brazil,South America,2,Agriculture,65.56070225944525,62.4961835615024,64.70565701112835,62.28816314806287,0.2149,1178.16,0.34,0.74,0,1,26,38907,0.9524226168204327,0.041,75.05903507745164,1.41,81.08770719939648,0.6,52.63,1,11999,Moderate,SYN_SUP_12844,SYN_COM_12844,Synthetic Supplier 12844,Synthetic Commodity 12844
Japan,Asia-Pacific,1,Metals,73.2858666744714,89.58397372637074,74.17155899258383,99.19959434723165,0.1711,395.53,0.41,0.41,2,1,16,12099,0.850365269912486,0.057,79.06967803829598,0.88,58.52481820597575,0.78,83.83,0,3200,Low,SYN_SUP_12845,SYN_COM_12845,Synthetic Supplier 12845,Synthetic Commodity 12845
China,Asia-Pacific,3,Chemicals,41.56371687704683,27.412593862048865,31.45263990466922,44.44871957164555,0.4692,1229.21,0.66,0.66,2,1,34,19321,0.8612233245534039,0.014,94.4877763561935,1.2,66.33428098047851,0.5,64.07,1,7211,High,SYN_SUP_12846,SYN_COM_12846,Synthetic Supplier 12846,Synthetic Commodity 12846
China,Asia-Pacific,2,Metals,52.06529604191621,89.42532407469629,64.02326165160278,61.335486953941846,0.9139,1437.54,0.72,0.27,2,1,28,30931,0.9016300968709504,0.037,73.47096496686925,0.62,72.5372920771158,0.86,63.94,1,1373,Low,SYN_SUP_12847,SYN_COM_12847,Synthetic Supplier 12847,Synthetic Commodity 12847
China,Asia-Pacific,2,Agriculture,57.6599776736304,49.44530818694288,76.77018377665341,66.68449220554771,0.0213,673.12,0.65,0.29,0,0,48,22236,0.9207549146480913,0.031,87.71737541972358,1.15,71.99173870809129,0.82,65.61,1,9784,Moderate,SYN_SUP_12848,SYN_COM_12848,Synthetic Supplier 12848,Synthetic Commodity 12848
China,Asia-Pacific,3,Agriculture,49.02090191487371,48.148089471933446,68.72869888872715,71.46792547353347,0.7711,907.15,0.86,0.85,0,0,21,28730,0.8479171136483574,0.033,88.07166154949098,1.15,65.10631625261607,0.8,77.51,0,6592,High,SYN_SUP_12849,SYN_COM_12849,Synthetic Supplier 12849,Synthetic Commodity 12849
Japan,Asia-Pacific,3,Electronics,66.53924218660211,59.19041564180246,55.16905513662344,51.96667352826868,0.7711,287.37,0.37,0.38,0,1,42,28407,0.9133746343504154,0.028,58.051476950968215,0.81,82.86251669938545,0.4,53.35,0,1745,Moderate,SYN_SUP_12850,SYN_COM_12850,Synthetic Supplier 12850,Synthetic Commodity 12850
USA,North America,3,Electronics,54.529942405835165,76.83202410378286,77.37676560893608,55.768180402683356,0.9852,802.2,0.61,0.3,2,0,17,890,0.8454337538974571,0.028,91.25844154619278,0.49,72.31378741278286,0.69,75.46,1,4260,Moderate,SYN_SUP_12851,SYN_COM_12851,Synthetic Supplier 12851,Synthetic Commodity 12851
Japan,Asia-Pacific,3,Metals,57.29621693348016,34.32432318573042,75.46431741614948,61.323781592051574,0.4724,807.22,0.57,0.03,0,1,11,7297,0.9555672925346581,0.028,79.6207265667682,1.12,75.88082764004201,0.65,71.75,0,3412,Moderate,SYN_SUP_12852,SYN_COM_12852,Synthetic Supplier 12852,Synthetic Commodity 12852
Malaysia,North America,2,Agriculture,75.85676488462578,92.14890391889767,73.77559918402994,72.16430611851138,0.8946,397.47,0.56,0.07,2,0,34,14316,0.9468298294413752,0.045,48.47022301324763,0.52,67.81504113219177,0.85,78.72,1,8541,Low,SYN_SUP_12853,SYN_COM_12853,Synthetic Supplier 12853,Synthetic Commodity 12853
Indonesia,Asia-Pacific,3,Electronics,58.99688306155676,51.01615172792051,51.56233637117258,74.7180176538082,0.1546,894.77,0.6,0.59,2,0,14,17095,0.8949134717854224,0.028,92.29994056332086,1.24,88.60630091787176,0.14,78.25,1,4846,Moderate,SYN_SUP_12854,SYN_COM_12854,Synthetic Supplier 12854,Synthetic Commodity 12854
Brazil,South America,2,Agriculture,50.20460581837578,59.94006754580382,64.31668805484472,42.43167498175047,0.5233,1166.86,0.67,0.46,0,1,42,11283,0.9395295700837633,0.035,90.63908908707833,0.2,73.09087593782958,0.72,51.0,2,6236,Moderate,SYN_SUP_12855,SYN_COM_12855,Synthetic Supplier 12855,Synthetic Commodity 12855
Malaysia,Asia-Pacific,3,Agriculture,62.10107211188928,62.61876156034032,58.58762147964828,68.79380476499229,0.825,986.75,0.63,0.45,0,0,39,39919,0.932487239127324,0.046,73.01659614373506,1.03,76.1865387438205,0.42,58.7,4,11434,Moderate,SYN_SUP_12856,SYN_COM_12856,Synthetic Supplier 12856,Synthetic Commodity 12856
Indonesia,Asia-Pacific,2,Agriculture,55.71470772547279,31.78132445269308,57.362855231066845,30.550526582334594,0.422,863.88,0.86,0.03,0,0,13,11067,0.856170854540108,0.033,41.22309706451213,1.18,63.098730592471966,0.68,59.0,1,9679,Moderate,SYN_SUP_12857,SYN_COM_12857,Synthetic Supplier 12857,Synthetic Commodity 12857
India,Asia-Pacific,3,Agriculture,70.79818519756151,85.05167842127328,96.14512877513467,85.417785408262,0.2926,1177.13,0.52,0.44,1,1,12,27861,0.8033698640211154,0.024,76.20998390747654,0.94,88.39953272161456,0.46,62.17,1,11200,Low,SYN_SUP_12858,SYN_COM_12858,Synthetic Supplier 12858,Synthetic Commodity 12858
Malaysia,Asia-Pacific,2,Metals,63.421585024393465,53.09757398933133,55.60485286304054,65.48172391508122,0.5826,676.06,0.55,0.77,3,0,41,14842,0.8590952659580872,0.035,57.055183095383626,1.03,89.32714136800807,0.49,83.39,1,9459,Moderate,SYN_SUP_12859,SYN_COM_12859,Synthetic Supplier 12859,Synthetic Commodity 12859
Indonesia,Asia-Pacific,2,Agriculture,75.12953472533472,53.398211817706844,51.57041849144192,75.86778596224593,0.2755,437.85,0.62,0.43,1,1,17,20074,0.8363756531962278,0.022,71.64843039499294,0.84,68.91533297049311,0.48,61.34,0,9913,Moderate,SYN_SUP_12860,SYN_COM_12860,Synthetic Supplier 12860,Synthetic Commodity 12860
Malaysia,Asia-Pacific,2,Agriculture,50.73699235485624,54.46952284032561,67.12528235157954,41.71519643580355,0.8154,1145.7,0.58,0.78,1,0,40,26064,0.8939446003565608,0.065,85.10655484145893,0.77,72.44076356038482,0.78,74.16,2,9776,Moderate,SYN_SUP_12861,SYN_COM_12861,Synthetic Supplier 12861,Synthetic Commodity 12861
India,Asia-Pacific,3,Metals,71.74240326970113,99.91803606257182,80.057243568238,68.90334459709555,0.0744,395.61,0.61,0.26,0,1,42,38650,0.8887060595369239,0.018,76.25833325924489,0.79,75.32802792736867,0.26,67.54,1,2923,Low,SYN_SUP_12862,SYN_COM_12862,Synthetic Supplier 12862,Synthetic Commodity 12862
China,Asia-Pacific,2,Metals,54.48762418520068,60.11089957282943,57.59425632184789,37.266780862291995,0.8951,625.73,0.68,0.65,0,0,33,38909,0.9041491061047036,0.03,64.3751727185443,1.49,62.08830681017456,0.67,88.36,2,10888,Moderate,SYN_SUP_12863,SYN_COM_12863,Synthetic Supplier 12863,Synthetic Commodity 12863
China,Asia-Pacific,2,Agriculture,78.69579664120994,74.5910057621586,72.10089186445323,69.53776971413612,0.3317,1078.59,0.59,0.21,0,0,6,35712,0.895208900088853,0.021,75.99202882083331,1.5,90.10023299343236,0.43,67.94,1,2646,Low,SYN_SUP_12864,SYN_COM_12864,Synthetic Supplier 12864,Synthetic Commodity 12864
USA,North America,2,Chemicals,62.32151493052009,61.19815243419911,65.47048847227711,56.291234785421395,0.7687,692.73,0.58,0.35,0,1,33,18867,0.9320442716994368,0.003,59.470508329193564,1.06,98.05602523568156,0.24,73.68,0,7126,Moderate,SYN_SUP_12865,SYN_COM_12865,Synthetic Supplier 12865,Synthetic Commodity 12865
Brazil,South America,2,Electronics,78.70548883091229,76.04213760736994,59.09156318511351,80.23052848375966,0.0981,1060.96,0.56,0.34,0,0,7,12102,0.950212287296726,0.018,77.4430445151448,0.2,60.10651302329481,0.62,57.8,1,11109,Moderate,SYN_SUP_12866,SYN_COM_12866,Synthetic Supplier 12866,Synthetic Commodity 12866
Indonesia,Asia-Pacific,3,Agriculture,66.79361877793774,87.84300962308549,60.503931712278636,63.09835091008628,0.5321,707.95,0.37,0.34,0,1,14,34565,0.9004509495541925,0.023,81.6295416854674,1.23,100.0,0.51,73.12,1,3976,Low,SYN_SUP_12867,SYN_COM_12867,Synthetic Supplier 12867,Synthetic Commodity 12867
India,Asia-Pacific,1,Agriculture,62.63180444775059,57.59707416214175,71.95620013005272,42.56841239019336,0.8068,363.48,0.48,0.31,1,1,13,32833,0.9065409277306257,0.04,93.1858656261464,1.04,59.95154511105678,0.31,50.2,2,910,High,SYN_SUP_12868,SYN_COM_12868,Synthetic Supplier 12868,Synthetic Commodity 12868
Brazil,South America,3,Metals,68.62371769477046,59.94964047701616,64.5296560697184,65.70427789864347,0.7718,169.59,0.42,0.47,1,1,8,15959,0.88890058137038,0.026,58.46735958583701,0.88,76.07557272360057,0.84,63.6,1,1373,Moderate,SYN_SUP_12869,SYN_COM_12869,Synthetic Supplier 12869,Synthetic Commodity 12869
china,Asia-Pacific,2,Chemicals,69.23492924282426,78.68059616150198,87.7561649065672,54.34587723751924,0.9999,1291.44,0.56,0.75,0,1,40,6500,0.8652061008450805,0.03,43.462295632058684,1.12,88.80112280746418,0.67,72.48,1,4210,Low,SYN_SUP_12870,SYN_COM_12870,Synthetic Supplier 12870,Synthetic Commodity 12870
India,Asia-Pacific,1,Agriculture,70.17367889642749,100.0,81.08756992359008,65.69223236208333,0.2082,561.46,0.52,0.77,0,1,19,9209,0.9603021523870101,0.04,54.961440943337486,1.83,89.34142091746604,0.1,54.48,1,11462,Low,SYN_SUP_12871,SYN_COM_12871,Synthetic Supplier 12871,Synthetic Commodity 12871
India,Asia-Pacific,2,Food & Beverage,65.01433006275327,79.56454719276869,72.20382952468391,81.39316396227497,0.0959,774.19,0.57,0.48,0,1,11,21028,0.8879662960442454,0.021,67.30138519951626,1.51,72.84594609471809,0.56,45.78,1,11072,Low,SYN_SUP_12872,SYN_COM_12872,Synthetic Supplier 12872,Synthetic Commodity 12872
USA,Asia-Pacific,3,Chemicals,57.06107805342429,80.00020522567569,59.274740750044586,72.94040499535708,0.5388,1415.91,0.62,0.08,0,0,48,25853,0.854507503052787,0.038,76.2376862470351,1.42,97.19318244711832,0.47,71.67,2,7948,Low,SYN_SUP_12873,SYN_COM_12873,Synthetic Supplier 12873,Synthetic Commodity 12873
India,Asia-Pacific,3,Electronics,65.00313419710895,89.77699649609225,74.68375706629044,71.31703142360934,0.2953,959.24,0.75,0.49,0,1,41,1551,0.8092698370213445,0.048,57.01955294721047,1.09,82.66842084126004,0.65,80.77,0,11583,Low,SYN_SUP_12874,SYN_COM_12874,Synthetic Supplier 12874,Synthetic Commodity 12874
China,Asia-Pacific,2,Agriculture,37.365,58.04690536714766,90.59683742956881,60.624641225421264,0.1738,1355.15,0.88,0.75,2,0,42,44315,0.9071830241460873,0.032,71.52908658890524,1.32,97.63230312190655,0.13,75.14,1,5282,High,SYN_SUP_12875,SYN_COM_12875,Synthetic Supplier 12875,Synthetic Commodity 12875
Indonesia,Asia-Pacific,2,Food & Beverage,70.50043305415443,75.30149769551431,64.37422151996847,72.50041381680299,0.8056,104.74,0.63,0.57,2,1,8,44738,0.9054388687071898,0.032,74.36482048818256,0.74,73.56008854969167,0.37,73.87,3,1143,Moderate,SYN_SUP_12876,SYN_COM_12876,Synthetic Supplier 12876,Synthetic Commodity 12876
Japan,Asia-Pacific,3,Electronics,75.2966784201543,82.93541257195453,73.12010505217833,62.22447691204623,0.3819,996.27,0.85,0.05,0,1,42,29862,0.8825881760883023,0.019,61.722690183686225,0.8,82.8201424605753,0.83,71.29,1,7062,Low,SYN_SUP_12877,SYN_COM_12877,Synthetic Supplier 12877,Synthetic Commodity 12877
Malaysia,Asia-Pacific,2,Electronics,56.268037442707836,44.53070591083455,52.99165897796391,48.84360632535125,0.5897,890.96,0.67,0.57,2,1,29,18045,0.8530827013029582,0.044,83.56465318324123,1.29,71.91474226909112,0.59,87.18,1,11701,Moderate,SYN_SUP_12878,SYN_COM_12878,Synthetic Supplier 12878,Synthetic Commodity 12878
India,Asia-Pacific,3,Agriculture,61.7026678749969,54.72833495173505,65.59904346536153,75.48312863879606,0.4519,192.64,0.43,0.09,0,1,7,3254,0.9156213118637095,0.03,91.70480030704654,0.77,53.68667187392875,0.16,64.57,1,11159,Low,SYN_SUP_12879,SYN_COM_12879,Synthetic Supplier 12879,Synthetic Commodity 12879
Indonesia,Asia-Pacific,3,Metals,70.62514120804592,60.250025817081564,53.44420763309266,95.58294701663723,0.7214,372.26,0.77,0.55,2,1,30,13189,0.8865439381541309,0.022,54.242564205944575,1.36,43.87260315816023,0.8,76.17,0,2125,Moderate,SYN_SUP_12880,SYN_COM_12880,Synthetic Supplier 12880,Synthetic Commodity 12880
Malaysia,Asia-Pacific,2,Metals,62.46450488159169,56.267706182131775,53.408495785468226,65.3643958293956,0.8692,739.15,0.3,0.41,0,1,33,33304,0.8582387535401864,0.015,61.63131050984753,1.16,58.29557515247124,0.43,78.02,0,4763,Moderate,SYN_SUP_12881,SYN_COM_12881,Synthetic Supplier 12881,Synthetic Commodity 12881
Brazil,South America,3,Electronics,43.346766261485165,52.462984081325324,61.08777276643938,37.304960231256,0.5168,292.32,0.57,0.39,0,0,34,25800,0.9568787213747003,0.013,48.79106999456615,0.22,50.29122361561323,0.45,72.9,1,10023,Moderate,SYN_SUP_12882,SYN_COM_12882,Synthetic Supplier 12882,Synthetic Commodity 12882
