SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0006963,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2021,May,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,62.23,63.99,67.58,55.25,1.0222,3.536,0.655,5.372,232.94,0.511,0.648,1,1,FSSC 22000,24,2150,0.755,0.049,1,93.35,0.255,77.56,22077.68,1.065,1.17,13726,18167,4605,High
SC0007061,Murata Manufacturing Co.,Electronic components (capacitors,2021,June,sensors),East Asia and Pacific,1,1,64.5,66.78,66.32,61.86,0.0695,2.373,1.245,0.946,240.56,0.756,0.198,3,1,SA8000,1,16080,0.969,0.027,0,92.03,0.26,73.8,14701.72,0.736,1.271,1,13174,3237,Moderate
SC0007063,Furukawa Electric Co.,Ltd.,2021,June,Electrical wiring and copper cables,East Asia and Pacific,1,1,73.28,81.02,69.47,68.21,0.0831,2.049,0.871,2.628,101.71,0.462,0.458,1,1,,2,4060,1.0,0.093,2,83.92,0.327,74.38,29032.01,1.058,1.025,13616,15677,251,High
SC0007123,Cominor/oil and timber exporters ,"Crude oil, timber, logs (selected exporters)",2021,June,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,69.72,66.47,78.99,63.49,0.572,0.672,0.698,9.156,437.3,0.462,0.794,3,1,BRCGS,15,20277,0.911,0.0,2,91.64,0.123,55.39,9888.22,0.736,0.771,14096,8206,2889,Moderate
SC0007332,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2021,July,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,41.05,48.72,46.43,30.9,0.0845,2.594,0.59,1.315,154.72,0.993,0.201,3,1,FSSC 22000,20,13438,0.899,0.04,0,100.0,0.189,66.01,12366.86,1.09,0.931,69814,11927,151,Moderate
SC0007444,PT Pupuk Indonesia,Fertilizers (urea,2021,July,ammonia),East Asia and Pacific,1,1,46.93,48.95,46.57,44.09,0.1299,0.01,1.21,2.51,79.63,0.788,0.758,3,1,SA8000,1,10898,1.0,0.034,1,80.81,0.173,75.3,12659.98,1.355,1.708,20043,22005,3638,Moderate
SC0007496,Zhejiang Huayou Cobalt Co.,Ltd.,2021,August,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,54.5,52.57,62.02,48.45,0.1479,3.55,1.236,1.964,210.92,0.534,0.098,2,0,,15,22902,0.918,0.001,1,77.93,0.333,93.81,16046.98,1.132,0.987,59160,6434,6278,Moderate
SC0007576,Furukawa Electric Co.,Ltd.,2021,August,Electrical wiring and copper cables,East Asia and Pacific,1,1,71.47,61.44,69.99,81.16,0.1232,2.731,0.845,1.946,94.61,0.441,0.371,1,1,ISO 9001; FSSC 22000,13,1534,0.919,0.093,1,79.98,0.256,89.22,4540.48,0.991,0.955,66027,14056,3841,High
SC0007615,Siam Cement Group (SCG),Cement,2021,August,chemicals,East Asia and Pacific,1,Thailand,67.89,64.31,73.27,58.42,0.1719,1.635,1.04,3.605,57.43,0.5,0.287,2,0,ISO 9001; FSSC 22000,1,10712,0.802,0.043,1,69.92,0.33,92.04,19783.38,0.762,0.938,62264,21401,1,High
SC0007689,Rio Tinto Group,Iron ore,2021,September,aluminium,East Asia and Pacific,1,Australia,70.4,70.29,67.85,71.51,0.1089,1.823,0.422,4.62,34.56,0.907,0.107,3,0,,30,16043,0.827,0.026,1,98.27,0.161,73.78,14963.87,1.064,0.953,30908,9359,6156,Moderate
SC0007722,Murata Manufacturing Co.,Electronic components (capacitors,2021,September,sensors),East Asia and Pacific,1,1,50.97,51.17,57.07,44.84,0.0152,1.862,0.01,3.68,205.67,0.646,0.385,1,1,ISO 9001,18,19621,0.934,0.054,0,77.23,0.374,74.24,14253.8,0.812,0.807,13388,6321,8222,High
SC0007843,Murata Manufacturing Co.,Electronic components (capacitors,2021,September,sensors),East Asia and Pacific,1,1,69.71,64.29,77.74,65.55,0.1159,1.159,0.56,0.766,261.41,0.471,0.595,3,1,ISO 14001,25,20781,0.806,0.016,0,82.17,0.149,75.88,13947.18,1.271,1.139,56484,5431,1413,Moderate
SC0007898,Furukawa Electric Co.,Ltd.,2021,September,Electrical wiring and copper cables,East Asia and Pacific,1,1,77.24,73.48,69.22,85.38,0.044,2.195,0.455,1.623,105.69,0.388,0.204,1,1,SA8000,6,10505,0.965,0.025,0,85.93,0.228,69.49,15154.57,1.104,0.821,25309,20505,3413,Moderate
SC0007929,Nippon Steel Corporation,Steel plates,2021,October,coils,East Asia and Pacific,1,Japan,87.54,89.87,85.12,90.46,0.1371,2.29,0.2,3.76,97.78,0.708,0.715,2,0,Fairtrade; BRCGS,22,21987,0.788,0.044,0,69.91,0.358,72.23,13380.76,1.057,0.981,40468,11549,4434,Moderate
SC0007982,BHP Group,Nickel,2021,October,iron ore,East Asia and Pacific,1,Australia,51.33,54.29,51.22,49.04,0.1273,0.87,0.509,3.208,136.63,0.399,0.419,3,1,RSPO,45,20276,0.834,0.001,2,79.35,0.125,88.32,"18.493,60",0.434,1.169,19534,25025,13,Moderate
SC0008011,PT Pupuk Indonesia,Fertilizers (urea,2021,October,ammonia),East Asia and Pacific,1,1,61.57,68.12,61.41,52.87,0.1543,2.662,0.894,3.806,146.82,0.388,0.28,2,0,ISO 9001,21,13161,0.86,0.0,0,87.59,0.481,77.32,3421.62,0.909,1.107,16040,22937,2279,Moderate
SC0008032,Siam Cement Group (SCG),Cement,2021,October,chemicals,East Asia and Pacific,1,Thailand,85.46,79.66,88.44,84.99,0.1807,2.539,0.701,3.062,68.26,0.632,0.181,3,1,,47,17832,0.882,0.073,0,84.5,0.724,71.52,10218.84,1.15,0.972,9562,11869,5364,Moderate
SC0008058,PT Pupuk Indonesia,Fertilizers (urea,2021,October,ammonia),East Asia and Pacific,1,1,72.69,83.76,67.87,70.31,0.0691,3.708,0.165,2.97,107.92,0.788,0.284,3,0,FSSC 22000; RSPO,27,11379,0.892,0.056,1,82.15,0.136,88.06,17211.74,1.108,1.178,26370,13144,5432,Moderate
SC0008149,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2021,October,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,26.21,37.12,33.23,34.75,0.5854,7.149,3.263,16.964,415.19,0.436,1.0,1,0,,40,2094,0.319,0.009,2,95.16,0.492,57.81,24958.44,1.535,0.944,25009,8295,2786,High
SC0008158,BHP Group,Nickel,2021,October,iron ore,East Asia and Pacific,1,Australia,56.75,50.9,53.53,60.61,0.0843,1.062,1.229,2.139,87.61,0.61,0.0,3,0,BRCGS,15,14811,0.974,0.014,0,79.36,0.232,65.0,14061.35,1.623,0.912,21774,4584,2910,Moderate
SC0008225,Rio Tinto Group,Iron ore,2021,November,aluminium,East Asia and Pacific,1,Australia,54.44,45.53,60.33,53.88,0.0158,1.772,0.98,0.844,158.39,0.768,0.239,3,1,ISO 14001; Fairtrade,43,6895,0.908,0.036,1,83.96,0.406,72.35,8914.97,1.064,1.021,34932,6584,1793,Moderate
SC0008289,SIAM CEMENT GROUP (SCG),Cement,2021,November,chemicals,East Asia and Pacific,1,Thailand,72.64,69.25,73.88,75.21,0.1383,1.588,1.074,3.772,171.14,0.479,0.745,2,1,,18,13287,0.756,0.051,0,84.0,0.144,66.44,16158.8,1.0,1.039,53621,11100,3659,Moderate
SC0008337,Siam Cement Group (SCG),Cement,2021,November,chemicals,East Asia and Pacific,1,Thailand,66.12,77.91,56.39,61.38,0.1821,2.039,1.252,3.106,75.21,0.484,0.503,1,1,,11,17516,0.924,0.057,0,74.46,0.204,51.08,21739.09,1.058,1.156,29721,9553,2988,High
SC0008407,Siam Cement Group (SCG),Cement,2021,December,chemicals,East Asia and Pacific,1,Thailand,62.18,63.38,64.21,64.46,0.126,1.323,0.483,3.019,41.27,0.548,0.492,2,1,,25,4326,0.836,0.034,0,71.68,0.239,56.52,13596.11,0.8,1.43,58276,10087,2640,Moderate
SC0008522,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,60.95,63.0,57.15,64.78,0.1094,0.133,1.156,1.666,281.02,0.417,0.459,2,1,FSSC 22000,21,10244,0.807,0.086,1,80.64,0.496,76.85,6364.77,1.093,0.978,30734,23450,2932,High
SC0008538,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,73.92,78.24,73.25,72.1,0.0005,2.984,0.373,2.186,92.69,0.552,0.562,1,1,BRCGS,26,9727,0.846,0.019,0,95.19,0.155,88.25,20962.04,0.86,1.209,34078,13492,1133,Moderate
SC0008539,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,57.53,58.11,57.35,51.85,0.1434,0.303,0.818,3.918,202.7,0.594,0.041,2,0,,36,14516,0.787,0.034,1,83.49,0.387,69.74,13642.37,1.122,1.601,11662,1,133,High
SC0008564,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,65.24,59.8,76.76,61.32,0.1466,3.431,0.822,2.095,68.53,0.53,0.0,1,0,,30,4174,0.875,0.0,1,87.99,0.256,75.03,12527.39,0.974,1.056,68429,10396,940,Moderate
SC0008571,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,77.3,78.92,72.03,82.37,0.0104,0.987,0.324,2.087,80.89,0.434,0.584,2,1,ISO 9001,27,19583,0.885,0.06,2,95.72,0.553,88.34,29392.14,1.181,0.649,63287,14418,3168,Moderate
SC0008635,BHP Group,Nickel,2021,December,iron ore,East Asia and Pacific,1,Australia,72.16,71.91,68.07,72.57,0.1336,4.042,0.869,2.743,119.39,0.504,0.454,2,1,ISO 14001,48,523,0.958,0.068,0,81.27,0.238,74.01,4605.47,1.051,1.031,45169,11204,3876,Moderate
SC0008669,Sumitomo Metal Mining,Nickel,2022,January,gold,East Asia and Pacific,1,Japan,76.2,76.11,78.21,78.53,0.2347,1.409,1.254,3.161,210.96,0.464,0.29,1,1,SA8000; ISO 14001,49,13668,0.896,0.027,1,74.9,0.433,48.5,21036.4,0.804,0.5,306,10541,4514,High
SC0008744,Furukawa Electric Co.,Ltd.,2022,January,Electrical wiring and copper cables,East Asia and Pacific,1,1,62.61,63.05,58.44,67.41,0.1125,2.821,0.717,1.697,174.97,0.276,0.506,2,1,,28,10,0.843,0.035,0,86.03,0.367,73.65,33892.61,1.173,0.83,13569,13612,1134,Moderate
SC0008760,BHP Group,Nickel,2022,January,iron ore,East Asia and Pacific,1,Australia,59.77,55.26,73.92,55.52,0.1656,0.972,0.833,2.58,77.37,0.65,0.201,1,1,RSPO,15,6805,0.86,0.015,0,74.96,0.452,54.32,22942.54,1.333,1.014,10269,14034,4438,Moderate
SC0008795,Siam Cement Group (SCG),Cement,2022,January,chemicals,East Asia and Pacific,1,Thailand,,76.38,78.07,85.35,0.1515,2.044,1.234,2.398,105.71,0.586,0.0,1,0,ISO 9001,32,69,0.881,0.03,0,69.4,0.663,63.62,9172.79,1.089,1.018,57385,7880,4186,Moderate
SC0008811,PT PUPUK INDONESIA,Fertilizers (urea,2022,January,ammonia),East Asia and Pacific,1,1,67.05,68.93,54.86,75.5,0.1063,1.694,0.57,3.689,190.91,0.761,0.607,2,1,ISO 9001,12,26178,0.916,0.063,0,97.35,0.379,72.78,18481.92,1.382,0.894,38358,19247,2606,Moderate
SC0008835,Furukawa Electric Co.,Ltd.,2022,January,Electrical wiring and copper cables,East Asia and Pacific,1,1,67.95,59.04,66.24,73.74,0.0469,0.476,1.115,1.132,162.07,0.624,0.404,2,1,BRCGS; ISO 14001,35,16827,0.751,0.042,1,89.29,0.531,83.02,26528.38,1.315,0.814,30707,15661,2978,Moderate
SC0008880,Furukawa Electric Co.,Ltd.,2022,January,Electrical wiring and copper cables,East Asia and Pacific,1,1,60.58,69.62,61.81,58.5,0.1196,1.283,0.261,3.739,168.49,0.862,0.565,2,0,,38,18604,0.806,0.041,2,90.46,0.733,80.4,9362.83,0.717,1.038,47109,10764,2135,High
SC0008892,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,February,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,60.37,59.1,61.36,63.2,0.0512,1.726,0.061,3.089,177.58,0.723,0.716,2,1,Fairtrade,58,12460,0.627,0.007,2,77.4,0.135,98.96,10209.72,2.088,1.185,42779,9321,3922,High
SC0008902,PT Pupuk Indonesia,Fertilizers (urea,2022,February,ammonia),East Asia and Pacific,1,1,71.02,71.58,76.12,65.28,0.1,1.385,1.166,3.207,169.94,0.42,0.397,2,1,ISO 9001,1,20373,0.888,0.017,0,94.15,0.683,84.39,11671.9,0.792,0.909,21300,3338,4651,Moderate
SC0008980,Zhejiang Huayou Cobalt Co.,Ltd.,2022,February,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,67.61,61.15,65.72,74.84,0.1196,0.205,0.35,2.57,144.33,0.375,0.435,3,1,LEED,22,1643,0.951,0.091,0,78.69,0.225,52.6,17920.35,0.892,1.111,5476,10291,4947,Moderate
SC0008993,FURUKAWA ELECTRIC CO.,Ltd.,2022,February,Electrical wiring and copper cables,East Asia and Pacific,1,1,70.31,68.27,81.39,63.21,0.1118,2.254,0.819,2.774,58.98,0.455,0.531,3,0,FSSC 22000,36,14034,0.824,0.055,0,86.79,0.221,83.49,13710.96,0.933,0.792,12778,9155,4879,Moderate
SC0009055,Zhejiang Huayou Cobalt Co.,Ltd.,2022,February,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,77.84,72.93,80.9,76.77,0.0891,2.625,1.04,1.663,225.44,0.491,0.364,2,1,ISO 9001; ISO 14001,29,9985,0.997,0.057,2,74.56,0.402,73.13,20018.41,0.622,1.199,23472,8205,4546,Moderate
SC0009111,Siam Cement Group (SCG),Cement,2022,February,chemicals,East Asia and Pacific,1,Thailand,60.79,50.03,63.72,67.66,0.1807,2.392,0.355,1.321,111.26,0.358,0.385,2,1,BRCGS,35,12144,0.87,0.062,1,70.92,0.445,79.15,6592.01,0.788,1.015,32735,18505,1,High
SC0009221,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,March,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,78.48,82.24,68.36,86.06,0.1877,1.882,1.542,3.525,129.36,0.059,0.183,2,1,,32,7050,0.729,0.052,0,92.31,0.612,61.8,29873.17,1.128,1.629,35965,8314,5023,Moderate
SC0009225,PT Pupuk Indonesia,Fertilizers (urea,2022,March,ammonia),East Asia and Pacific,1,1,84.91,72.5,88.53,92.92,0.1722,1.552,0.865,2.45,132.19,0.495,0.194,3,1,LEED,7,14431,0.961,0.032,1,88.94,0.099,76.16,14426.23,0.815,0.772,77635,6918,482,Moderate
SC0009289,Murata Manufacturing Co.,Electronic components (capacitors,2022,March,sensors),East Asia and Pacific,1,1,67.68,63.29,74.43,66.29,0.0775,2.434,1.284,3.142,210.56,0.798,0.348,2,1,,13,12299,0.787,0.061,1,61.8,0.038,43.36,19882.47,1.239,1.011,43914,8292,3574,Moderate
SC0009331,Ganfeng Lithium Co.,Ltd.,2022,March,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,74.66,72.57,70.97,76.84,0.0873,0.366,0.52,2.879,158.04,0.643,0.257,2,1,,9,3556,0.903,0.029,1,99.06,0.34,71.55,20288.25,1.138,0.694,26754,25946,1338,Moderate
SC0009383,Murata Manufacturing Co.,Electronic components (capacitors,2022,April,sensors),East Asia and Pacific,1,1,77.85,72.32,85.38,75.11,0.0005,1.198,0.647,3.111,228.6,0.7,0.651,3,1,,27,18562,0.885,0.025,0,97.07,0.148,83.08,28289.97,0.859,1.225,1,11679,3879,Low
SC0009439,Furukawa Electric Co.,Ltd.,2022,April,Electrical wiring and copper cables,East Asia and Pacific,1,1,79.07,83.28,89.04,69.24,0.0752,1.793,0.01,2.927,222.18,0.637,0.471,2,0,ISO 14001; LEED,9,8027,0.874,0.083,0,82.69,0.132,73.84,7358.19,1.585,0.918,18689,9374,4133,Moderate
SC0009446,Ganfeng Lithium Co.,Ltd.,2022,April,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,74.77,73.43,75.67,66.78,0.0108,0.914,0.753,4.516,103.89,0.734,0.458,3,1,,8,25759,0.846,0.0,0,86.76,0.367,66.58,8556.46,1.161,0.912,41373,17782,368,Low
SC0009450,Nippon Steel Corporation ,Steel plates,2022,April,coils,East Asia and Pacific,1,Japan,43.16,45.44,46.26,45.39,0.114,0.993,0.952,4.198,276.63,0.833,0.404,1,1,,1,8578,0.858,0.0,0,97.76,0.224,89.92,15913.57,0.939,0.765,86041,9367,4392,Moderate
SC0009465,Rio Tinto Group,Iron ore,2022,April,aluminium,East Asia and Pacific,1,Australia,76.9,81.65,70.47,77.22,0.1055,1.408,0.581,4.264,220.6,0.611,0.412,3,1,ISO 14001; BRCGS,9,14813,0.751,0.041,1,77.0,0.297,60.29,22444.93,0.919,0.679,67813,6716,2679,Moderate
SC0009474,SIAM CEMENT GROUP (SCG),Cement,2022,April,chemicals,East Asia and Pacific,1,Thailand,63.26,61.34,61.46,64.67,0.1496,1.447,0.944,1.468,366.99,0.795,0.429,2,0,,47,10,0.9,0.016,1,86.25,0.155,66.36,21918.59,1.093,0.774,59519,14496,2375,Moderate
SC0009580,Murata Manufacturing Co.,Electronic components (capacitors,2022,April,sensors),East Asia and Pacific,1,1,57.52,61.48,55.82,55.09,0.1965,1.138,1.126,2.264,165.99,0.279,0.402,1,1,,19,17951,0.962,0.093,0,84.03,0.686,77.75,18330.16,1.133,1.127,48309,12231,5215,High
SC0009611,Rio Tinto Group,Iron ore,2022,May,aluminium,East Asia and Pacific,1,Australia,73.36,71.06,75.72,72.08,0.0938,2.099,1.035,1.458,285.42,0.131,0.933,2,1,LEED,44,2586,0.864,0.0,0,90.2,0.668,83.52,11643.84,0.444,0.631,45006,12456,3327,Moderate
SC0009622,Sumitomo Metal Mining,Nickel,2022,May,gold,East Asia and Pacific,1,Japan,61.26,60.21,58.0,62.43,0.0874,0.599,0.725,3.153,69.24,0.36,0.531,2,0,ISO 9001,41,13181,0.956,0.006,2,91.44,0.237,66.21,14728.67,0.518,1.043,36268,12542,2473,Moderate
SC0009635,Murata Manufacturing Co.,Electronic components (capacitors,2022,May,sensors),East Asia and Pacific,1,1,65.56,62.54,65.38,72.58,0.2263,2.009,0.804,1.849,176.08,0.779,0.283,1,1,ISO 14001; LEED,7,23784,0.914,0.073,0,88.12,0.329,76.45,16203.65,0.552,1.22,54996,21889,5072,High
SC0009789,Ganfeng Lithium Co.,Ltd.,2022,May,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,45.69,50.53,45.04,45.45,0.0185,0.39,0.591,2.357,105.95,0.572,0.0,2,0,BRCGS,4,21545,0.927,0.039,0,83.11,0.173,92.85,14316.2,1.379,1.393,13725,14252,4366,Moderate
SC0009800,BHP Group,Nickel,2022,May,iron ore,East Asia and Pacific,1,Australia,68.85,70.04,70.91,69.77,0.1074,1.825,0.959,1.302,186.05,0.568,0.614,3,1,ISO 14001,25,10007,0.919,0.011,2,81.39,0.577,66.1,14691.84,0.993,1.397,1,1,1739,Moderate
SC0009809,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,May,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,66.24,64.05,66.81,69.03,0.1398,1.446,0.988,3.48,184.41,0.498,0.49,3,0,,31,8753,0.58,0.0,1,100.0,0.289,67.87,31713.84,1.273,1.502,69232,18764,5206,Moderate
SC0009934,Nippon Steel Corporation,Steel plates,2022,June,coils,East Asia and Pacific,1,Japan,77.06,76.25,80.14,84.5,0.0525,0.185,0.514,3.571,223.55,0.731,0.25,2,0,ISO 9001,14,7585,1.0,0.036,0,75.89,0.202,76.27,19757.99,0.775,1.246,36289,7680,2845,Moderate
SC0009989,Zhejiang Huayou Cobalt Co.,Ltd.,2022,June,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,81.64,76.23,85.45,78.81,0.1288,1.417,1.96,3.569,110.58,0.444,0.138,2,0,ISO 9001; BRCGS,25,15722,1.0,0.035,1,86.92,0.514,79.49,18941.19,1.306,1.42,53255,7390,5267,Moderate
SC0009999,Ganfeng Lithium Co.,Ltd.,2022,June,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,57.62,59.34,57.92,55.86,0.1536,3.214,0.411,1.875,161.82,0.595,0.055,2,1,RSPO; Fairtrade,23,10704,0.848,0.066,0,67.67,0.575,89.03,10481.12,1.14,1.037,43625,12355,1397,High
SC0010030,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2022,June,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,61.85,58.73,57.24,64.82,0.0768,4.363,1.68,3.701,229.4,0.636,0.494,2,0,,24,22807,0.816,0.075,0,69.67,0.247,73.38,3797.22,1.863,1.543,3277,10576,860,Moderate
SC0010049,Ganfeng Lithium Co.,Ltd.,2022,June,Lithium carbonate and lithium hydroxide,East Asia and Pacific,1,1,69.15,60.37,75.89,66.19,0.1129,1.645,0.535,4.115,234.46,0.839,0.224,3,1,FSSC 22000,1,14456,0.84,0.045,0,87.13,0.126,68.59,25544.1,1.242,1.242,47465,14681,3722,Moderate
SC0010062,BHP Group,Nickel,2022,June,iron ore,East Asia and Pacific,1,Australia,69.06,72.24,77.28,66.98,0.0005,0.688,0.522,2.488,305.64,0.398,0.49,2,1,LEED,36,24045,0.869,0.0,1,99.94,0.568,89.73,10009.65,1.121,1.136,29824,11075,2935,Moderate
SC0010068,Furukawa Electric Co.,Ltd.,2022,June,Electrical wiring and copper cables,East Asia and Pacific,1,1,40.4,41.18,44.04,43.56,0.147,2.054,0.863,2.449,132.57,0.502,0.323,2,1,,26,3205,0.998,0.058,0,83.99,0.419,77.61,29238.19,0.899,1.117,22629,8893,1,High
SC0010072,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2022,June,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,75.02,79.69,81.12,64.11,0.6019,5.938,1.44,7.226,249.05,0.639,0.552,2,0,ISO 9001,43,6333,0.574,0.02,0,86.0,0.486,88.49,24202.8,1.289,1.434,36329,11345,1246,High
SC0010179,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2022,July,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,43.86,43.41,48.95,38.09,0.5388,3.926,1.401,5.266,427.6,0.843,0.674,1,1,RSPO,45,8795,0.758,0.053,2,76.43,0.427,77.86,26354.83,1.291,1.073,62768,14402,4160,High
SC0010187,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,July,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,64.5,66.18,75.78,59.59,0.1342,1.834,1.182,2.589,213.63,0.474,0.234,2,0,,18,11694,0.592,0.025,2,79.97,0.455,46.3,25357.64,1.084,1.28,26116,13700,3059,High
SC0010193,Furukawa Electric Co.,Ltd.,2022,July,Electrical wiring and copper cables,East Asia and Pacific,1,1,58.39,57.82,59.15,65.33,0.2343,1.966,1.722,2.167,211.61,0.598,0.691,1,1,,14,14903,0.877,0.007,1,79.38,0.395,69.8,14207.44,0.871,0.838,11832,15562,6075,Moderate
SC0010203,Cominor/oil and timber exporters,"Crude oil, timber, logs (selected exporters)",2022,July,Congo (Brazzaville),Sub-Saharan Africa,2,Oil and Timber,88.7,79.62,92.13,85.97,0.5877,5.666,1.171,8.61,258.83,0.609,0.452,2,1,RSPO,19,17361,0.575,0.015,1,63.69,0.388,91.37,39545.19,1.009,1.787,20476,13368,2625,High
SC0010247,Zhejiang Huayou Cobalt Co.,Ltd.,2022,July,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,49.82,47.5,51.79,44.49,0.1369,2.281,0.673,1.556,241.33,0.507,0.151,1,0,,20,10,0.775,0.054,0,79.34,0.525,85.77,5263,0.476,1.014,32342,10188,4559,High
SC0010282,Nippon Steel Corporation,Steel plates,2022,July,coils,East Asia and Pacific,1,Japan,41.12,46.98,38.26,38.22,0.2179,1.974,0.01,2.173,124.56,0.735,0.139,3,0,,23,13208,0.886,0.027,1,83.59,0.409,88.18,14674.7,0.911,1.219,62978,24680,4937,High
SC0010313,Zhejiang Huayou Cobalt Co.,Ltd.,2022,July,Cobalt sulfate and precursor materials,East Asia and Pacific,1,1,,81.3,71.16,62.68,0.1624,2.3,1.184,3.277,160.24,0.838,0.138,3,1,ISO 9001,24,10116,0.848,0.078,1,90.94,0.273,82.66,15542.17,0.983,0.993,43709,8848,5115,Moderate
SC0010369,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,August,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,59.57,59.34,58.09,62.07,0.1375,1.573,0.555,2.757,65.79,0.649,0.133,1,1,Fairtrade,39,13716,0.514,0.06,1,83.26,0.656,77.47,16763.4,1.285,0.849,31502,18699,2985,High
SC0010437,Rio Tinto Group,Iron ore,2022,August,aluminium,East Asia and Pacific,1,Australia,60.9,65.2,60.71,59.24,0.1502,1.899,1.073,2.674,7.21,0.707,0.658,3,1,LEED,23,2571,0.863,0.063,1,80.91,0.092,57.93,11039.87,1.183,0.745,1,9153,2904,Moderate
SC0010559,BHP Group,Nickel,2022,August,iron ore,East Asia and Pacific,1,Australia,62.58,52.99,69.72,68.35,0.1525,2.685,0.985,1.591,47.43,0.479,0.716,2,1,RSPO; ISO 14001; BRCGS,12,7083,0.812,0.04,1,85.42,0.164,53.83,8077.1,0.626,0.909,38296,16468,2470,Moderate
SC0010747,PT Pupuk Indonesia,Fertilizers (urea,2022,September,ammonia),East Asia and Pacific,1,1,64.0,76.79,59.66,57.61,0.1387,1.983,0.359,3.722,169.21,0.659,0.0,1,1,,45,15003,0.836,0.047,1,90.91,0.376,60.83,11063.29,1.173,1.118,29224,24096,224,High
SC0010777,Furukawa Electric Co.,Ltd.,2022,September,Electrical wiring and copper cables,East Asia and Pacific,1,1,69.34,72.75,68.63,67.25,0.0725,0.894,0.99,3.789,61.19,0.91,0.672,2,1,,48,12976,0.911,0.045,0,84.08,0.31,93.74,1649.15,1.24,1.197,76198,897,1724,Moderate
SC0010860,Nippon Steel Corporation,Steel plates,2022,October,coils,East Asia and Pacific,1,Japan,62.26,57.87,64.75,62.83,0.0628,2.304,0.135,1.856,135.4,0.554,0.475,2,1,,50,15685,0.866,0.0,0,66.09,0.437,75.83,11273.6,1.439,0.969,54448,12910,2065,Moderate
SC0010874,MonÃ³meros Colombo Venezolanos,Fertilizers and petrochemical derivatives,2022,October,Venezuela/Colombia links,Latin America and Caribbean,2,Agrochemicals,73.38,71.41,73.26,79.31,0.0768,2.853,0.456,2.067,372.88,0.548,0.48,1,1,SA8000,31,11225,0.677,0.014,2,88.19,0.392,96.44,36060.74,0.985,1.442,8647,12808,4353,High
SC0010886,Murata Manufacturing Co.,Electronic components (capacitors,2022,October,sensors),East Asia and Pacific,1,1,62.56,64.36,60.61,61.24,0.0697,1.967,0.845,1.875,183.76,0.532,0.302,3,1,ISO 9001; LEED,17,16372,0.802,0.109,2,100.0,0.074,66.88,25879.43,1.149,1.062,54652,16958,1308,High
